word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
plan,0.326627,-1.916414,-0.011548,-0.589067,0.320275,-0.098321,0.462327,1.648432,-0.396849,0.602464,-0.098585,-0.013616,0.426996,0.343415,-0.480059,-1.021992,-0.904724,0.921492,0.440598,-0.125341,0.609666,-0.792411,0.860582,-0.057146,1.140056,0.018917,-0.122136,-0.241343,1.385131,-0.319935,0.488629,-0.958515,-0.34478,-0.534688,-0.030332,-0.634173,0.337612,1.207495,0.261955,-1.15893,-0.564118,2.915091,-0.583598,-0.287192,0.695825,0.215684,-0.469998
formule,0.294116,-1.169642,-0.28548,-0.712118,-0.298734,0.912286,0.505784,0.036487,0.11929,0.735919,0.118009,-0.185851,0.629788,0.972125,0.057777,0.049563,-0.646183,-0.240564,-0.964535,-0.429698,-0.494418,0.888888,0.705091,-1.37366,0.901444,-0.358111,0.068094,-0.076062,-1.089825,0.338979,-1.767177,-0.871683,-0.633562,0.736656,0.275943,0.556017,-0.810039,1.674845,-0.376438,0.230307,-0.330643,2.316115,0.05799,-0.764622,0.753799,0.0762,0.359793
droite,0.192402,-2.331275,-0.535467,0.03213,1.03014,-0.435086,-0.063976,2.186876,0.058989,0.51723,0.274883,-1.040254,-0.169764,-0.179553,-0.718924,-0.700388,-0.500265,0.003189,0.130618,-0.288981,0.379795,-0.422566,0.675928,-0.428334,0.794872,0.230202,0.344672,-0.347013,0.568286,-0.182729,0.371814,-0.133876,0.001597,-0.977477,-0.187643,-1.016146,0.463133,1.431833,0.483601,0.192917,0.830571,3.062577,-0.188701,-0.220934,0.265107,0.366499,-0.168661
$\mathbb{C}$,-0.04198,-1.348053,-0.233352,-0.026391,0.012855,0.295411,0.762364,1.350716,0.626535,0.488152,0.393127,-0.863694,0.112966,0.391931,0.098701,-0.586075,-0.762507,0.286698,-0.17576,0.803458,0.259211,-0.389306,-0.059418,-1.587471,-0.63955,-0.134021,-0.324593,-1.173177,0.36027,0.081804,-0.188288,-0.474818,0.566749,-0.637383,-0.39608,0.221942,-0.273235,1.541702,0.452791,0.004516,0.205334,2.245838,0.195158,0.4292,0.747322,0.698484,0.117764
solution,0.175039,-1.642791,0.540339,0.258964,-0.005465,-0.726406,0.697698,0.207408,0.982249,0.636571,0.190637,-0.043275,0.564489,-0.450702,0.550989,0.604839,-1.102418,0.190599,-0.512532,-0.218498,-0.453721,-0.858309,-0.186422,0.1058,0.045976,0.876585,-0.442936,0.257302,-0.890109,-0.025962,-1.083685,-0.639822,-0.121259,0.052305,-0.998014,0.75247,-0.797678,1.649523,0.379801,-0.826254,-0.212776,2.135346,0.04821,0.808205,0.01178,0.927889,-0.421057
modèle,0.643701,-1.044872,-1.122743,0.716332,-0.499689,-0.176816,0.502329,0.039781,-0.036029,-0.220365,-0.828579,0.634537,0.948248,0.775249,0.526875,0.684294,0.083939,0.446705,-1.139935,0.097111,-0.99249,0.262132,-1.185481,-0.480468,-0.315351,-0.366235,-1.111539,-0.065841,0.561619,0.168699,0.063682,-0.348903,-0.299411,0.798395,-0.214088,-0.224562,0.422525,0.710779,-0.755327,-0.674715,-0.764463,2.901279,-0.121852,0.076862,0.591582,0.678506,0.224024
linéaire,0.531412,-1.448728,0.020404,0.217522,0.637254,0.11841,0.247877,0.421447,-0.306207,0.328248,0.597495,-0.433609,1.280787,0.722689,0.831772,0.183157,-0.753617,0.58706,-0.464728,-0.410607,-1.034748,-0.165651,-0.405749,0.756215,-0.551,0.664716,-1.154728,0.819036,0.143685,0.43906,-0.895697,-1.311788,0.553775,-0.621666,-0.701601,0.572173,-0.42042,1.721817,-1.024341,-0.149943,-0.075634,2.694534,0.778728,0.332637,-0.732046,0.62117,0.471802
probabilité,0.493878,-1.355172,-0.744373,0.04352,-1.350752,-0.757716,0.150688,-0.162181,0.84279,0.309688,0.223907,0.02749,0.206844,0.59588,0.330584,0.961463,-0.345145,-0.344647,-1.110754,-0.919568,-0.238007,0.405897,-0.255998,-1.089273,-0.821338,0.083267,-1.26309,0.456094,-0.153917,0.08346,0.390187,-0.446341,0.031919,1.263467,0.742315,-0.343227,0.329199,0.371645,0.725522,0.491678,0.857758,2.79791,0.395291,-0.414325,-0.565395,0.746568,-0.084786
série,-0.192333,-1.15587,-0.624117,-0.697895,-1.920049,-0.00312,1.45123,-0.475739,0.312335,0.227374,0.650506,0.197014,0.101918,0.102027,-0.583705,-0.45953,-0.132905,-0.551988,-0.454834,-1.532559,-0.297125,0.371509,-0.066326,-0.241308,0.151546,0.467348,0.243966,-0.286599,-0.178794,-0.86709,-0.546619,-1.669269,-0.103975,0.236007,0.451033,0.616626,-0.506601,1.793056,0.304272,0.083521,0.574736,2.33322,-0.019815,-0.698212,0.003482,-0.458175,0.711346
somme,-0.401432,-1.784593,0.200666,-0.957806,-0.351921,0.21667,0.399762,-0.057294,0.042316,0.485317,1.345242,0.743575,0.64004,1.145914,0.172916,0.143394,0.53941,-0.496607,-0.978027,-0.022593,-0.190554,-0.516723,0.02607,-0.61349,-0.363368,-0.225497,0.652094,0.438424,-0.56995,-0.958811,-0.231058,-0.120254,0.668689,0.446814,0.765411,-0.212403,-0.688886,2.436238,0.047033,0.199369,0.862282,2.765095,0.237766,-0.095795,0.280696,-0.595692,0.310247
