word,1,2,3,4,5,6,7,8,9,10
intersection,-1.318758,0.32198,-1.386199,-0.16463,1.039382,1.681495,-0.999236,-1.030772,-0.515139,-2.194334
pourcent,-0.813512,-0.203224,-1.571816,0.716112,-2.578871,0.726007,1.744642,0.392668,-1.37441,-1.116852
caractère,-1.11664,-0.094117,-2.262532,0.42529,0.77624,0.753687,0.816669,-0.330985,-0.466539,0.080492
raison,0.103504,0.94398,-1.442379,-0.200543,0.356268,1.751557,1.709302,-0.232053,-0.263116,-0.355884
aire,-0.352305,1.297925,-2.539837,-0.694587,-0.581055,1.300391,-1.286811,-0.635819,-1.336657,-0.606719
section,-0.938504,0.476273,-1.711164,-0.586609,0.162199,0.511457,0.306142,-1.364427,0.089356,-1.173106
cycle,-1.071095,-0.624838,-1.761284,0.201073,-0.067413,0.598523,0.566117,-0.935025,-0.665035,-1.048944
source,-0.385831,0.411686,-1.563907,-0.385424,0.027917,0.310317,1.043648,-1.575016,0.788959,-0.675765
discret,-2.143273,-0.356436,-1.769267,-1.26457,1.644973,0.20589,0.887563,-0.932612,0.553727,-0.165368
combinatoire,-0.050051,-0.26292,-2.001461,-0.411154,2.1014,-0.368296,1.482879,-1.980629,0.068123,0.500417
dynamique,-0.5231,-0.089078,-1.870316,-1.311107,1.585406,0.783201,0.85496,-1.186371,0.969369,0.900018
inverse,-1.863294,0.718306,-2.080639,-1.396118,0.755911,0.553104,0.300312,0.115504,-0.444095,0.083183
minimal,-1.943122,-0.137887,-2.180216,0.689863,1.180813,0.496895,0.305988,-0.394418,-0.519115,-0.720203
extension,-1.25085,0.083751,-1.430752,-0.266705,2.063658,0.028553,0.351791,-0.667997,-0.543971,-0.37099
arc,-1.18814,0.294461,-1.948226,-0.19489,0.214174,1.954589,-1.479904,-0.747236,-0.061294,-1.198156
énoncé,-0.21474,1.440206,-1.221117,-0.307186,2.360729,0.98173,1.525887,0.11712,-1.008282,-0.442526
parallèle,-0.795499,0.560234,-1.619263,-0.092752,0.456404,2.276247,-0.434893,-0.963918,0.393865,-1.545931
négatif,-1.127438,0.853907,-2.021956,-0.368046,0.661626,1.40387,0.669513,0.783145,-1.163669,0.228468
niveau,-0.732542,-0.769955,-1.903512,-0.112521,-0.309453,1.735414,1.462735,-0.557157,0.06894,-0.323254
fraction,-1.063497,0.876385,-2.326688,-0.752403,0.555404,0.213544,0.30159,0.301745,-1.726471,0.533504
segment,-1.19744,0.709959,-1.760021,0.042936,-0.057699,2.146886,-1.163712,-0.337429,-0.199115,-1.700967
norme,-2.018065,-0.50117,-1.637409,-0.913987,1.427241,0.455131,-0.380919,-0.09675,-0.909705,-0.291057
local,-1.654213,-0.303853,-1.18624,-1.055476,1.582008,1.05114,0.432582,-0.620007,0.868421,-0.355111
métrique,-1.159206,0.041921,-1.641188,-1.66247,2.362174,1.045149,-1.070142,-0.828639,-0.295369,-0.164459
