word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
produit,-0.156116,0.191761,0.438982,0.073548,2.098015,-1.398726,-0.061611,1.41468,0.75711,0.210808,0.135853,0.149267,-1.072679,0.9525,-1.120487,0.116708,1.520245,0.539827,-0.723244,0.420312,0.758569,-0.078118,-0.186332
égal,-1.034705,0.095106,0.757689,0.330016,0.710114,-1.723439,0.466588,1.042944,0.546306,0.142208,0.784272,-0.874102,-0.729771,0.616596,0.77368,0.170902,-1.295999,1.269592,-0.928272,-1.017467,-0.249138,-0.315378,0.492314
cercle,0.053814,-0.736947,0.708228,-0.511157,-0.778608,-0.95916,0.620194,-0.211995,-0.280128,-0.832097,0.973728,0.058988,-0.2054,-0.118249,0.889821,0.186386,-0.769704,0.734863,-0.456398,-0.555468,0.90856,0.21493,-0.834585
partie,0.301749,0.17476,-0.443349,0.21271,0.128464,-2.089511,-0.064343,-0.219636,0.465261,-0.9036,1.192319,0.20913,0.028812,0.518304,-0.145055,0.851675,-0.05256,0.415052,0.32696,-0.04869,0.291887,0.342909,-0.398725
relation,-0.592775,0.433008,-0.923725,-0.623293,0.96816,-1.139747,0.966035,0.155218,0.363098,-0.448365,0.157177,-0.446397,0.440611,-0.176784,-0.85239,-0.005002,-0.892463,-0.038496,-0.468144,-0.121451,0.817377,0.292815,-1.035086
courbe,-0.216313,-0.011195,0.96707,-0.635798,0.165351,-1.461345,0.221667,-0.354787,-0.130332,-0.660711,-0.770756,-1.0395,-1.704276,0.400999,0.742584,1.185564,-0.677233,1.896082,-0.517078,-1.094422,0.102266,0.297241,0.920845
différent,-0.302798,-0.026957,0.147646,-0.038886,0.816068,-2.043456,0.252327,0.674476,0.431976,-1.148759,0.656728,-0.046549,-0.726579,0.536811,-0.291695,1.085244,0.228624,0.251886,-0.707382,0.082923,1.222214,-0.440009,-0.651213
complexe,-0.099278,-0.047517,0.134711,-0.56845,1.273811,-1.28827,1.026632,0.16114,-0.326522,-0.906769,0.289748,-0.564318,-1.088154,0.2769,-0.076271,0.737181,-0.17585,0.582592,0.063581,0.276741,1.367183,0.51175,-0.004539
matrice,-0.632941,-0.111563,1.025807,0.024352,1.724723,-0.411142,0.924959,1.010156,-0.179465,-1.139433,-0.579211,-1.43486,-1.478291,0.609537,0.638329,-0.032849,-0.780712,1.352224,-0.633647,-0.860622,-0.34617,0.516746,0.318787
domaine,-0.459398,0.156187,-1.172409,-1.199615,0.995953,-1.584678,-0.157989,0.711111,0.336179,-1.283083,0.527924,0.41359,-0.490619,0.052066,-0.031295,0.079276,0.361564,0.282477,-0.489509,0.100841,0.829305,1.229787,-0.493556
fois,0.028709,0.589075,-0.252779,0.763303,0.19219,-1.419522,0.607566,0.353554,1.134414,-0.268126,1.024858,0.021399,0.703277,-0.112061,0.016161,0.862515,0.414248,0.040461,-0.593982,-0.592711,0.656721,-0.704589,0.315921
