word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
rapport,0.031739,0.630564,0.341723,0.090001,-0.263982,-0.019601,-0.450098,-0.575458,-1.568746,-0.372267,0.307685,-0.053945,-0.489955,2.372238,-0.350689
longueur,1.607828,0.65075,-0.668344,-0.982343,0.263333,0.0095,-0.744223,-0.97903,0.811562,-0.565972,0.507314,0.992162,-0.779403,2.203031,-1.339458
informatique,0.870382,-0.563163,0.051072,0.801236,-1.166475,0.427269,0.081941,-0.947559,-1.239462,-1.437515,1.59501,-1.116147,-0.354024,0.964686,1.597553
infini,0.056084,0.565511,1.517271,0.838959,-0.179102,0.184103,-0.169529,-1.821387,0.067098,-0.728812,-0.87306,0.716596,-0.8024,0.736601,-0.5571
variété,0.923281,-0.674361,0.835759,0.219071,-0.090342,0.467347,-0.135551,-0.454235,1.007736,0.604713,0.347924,-0.044869,1.197559,2.056911,0.514868
ligne,0.874934,1.351945,-1.291215,-1.234951,0.83266,0.328762,-0.655912,-0.341945,-0.41117,-0.925071,0.085152,0.343277,-0.482002,0.908997,0.350269
positif,-0.437855,-0.032918,0.414008,1.205376,-0.148601,0.561532,0.433418,-0.681893,-1.357825,-0.503628,-0.135432,0.490501,-0.354189,2.119904,-0.654725
angle,0.466083,0.9941,0.422898,-1.317532,0.674611,0.832711,0.208988,-1.81656,0.9227,-0.669402,0.773128,0.781551,-1.298965,0.811824,-0.638318
polynôme,-1.449928,0.694389,1.034739,2.017173,0.319359,0.92428,0.102661,-0.345482,1.837218,-0.550489,1.458176,-0.606881,-1.263539,1.461163,-2.501946
centre,1.110814,0.976616,-1.161636,-1.154432,0.875018,-0.081491,0.238376,-0.728632,-0.817537,0.738599,0.490059,-0.174157,-0.024085,1.09542,1.61555
démonstration,0.403346,-0.421356,0.415032,-0.457126,-1.178845,0.374394,1.227366,-0.799138,-0.802948,-0.858889,-0.392688,-0.051517,-0.563958,0.339943,-0.205592
vectoriel,0.325972,0.41628,1.281657,1.238135,-0.903294,0.304287,-0.062661,-1.315361,0.804719,-2.064154,1.541441,-0.404621,-1.367536,0.81387,-0.710539
limite,0.366481,1.155753,0.060622,-0.601079,0.996742,0.182716,-0.226174,-1.357703,-0.626916,0.48792,0.702338,-0.182873,-1.233031,1.836989,-0.454577
représentation,0.082432,0.940773,0.996746,-0.184738,0.407193,0.164089,1.01741,-0.899391,-0.558196,-0.997134,-0.096261,-0.23951,0.695208,1.272435,0.153079
famille,-0.755702,-0.15593,0.740945,-1.70696,0.833862,-0.162784,-0.545061,0.579457,-0.146299,0.746635,0.556957,-0.555809,1.396378,1.081519,0.316597
arête,0.624619,0.401639,0.368716,-1.039185,0.423223,0.206774,0.748357,-1.674196,2.040963,0.428651,0.885534,0.835487,-1.082877,0.108384,-1.187047
distance,1.178226,0.296827,-0.380685,-0.541002,-0.35165,0.181129,-0.333449,-1.260046,-0.806479,-0.446281,0.106014,0.678963,-0.826689,1.431517,-1.249384
surface,2.158153,0.104353,0.284196,-1.037777,-0.215126,0.555734,-1.108013,-0.982602,0.149055,0.054421,0.414421,0.804906,-1.349326,2.12034,-0.765624
aléatoire,0.610202,-0.289332,1.274102,0.702862,-0.703405,0.243728,0.263926,-1.391459,-0.566234,-0.86103,0.061022,-0.142268,-1.348567,1.080801,-1.025143
naturel,0.820301,1.072834,0.671994,-0.904377,0.14505,0.329149,-0.615817,-0.805205,0.003529,1.312653,0.332835,-0.283586,-0.330251,2.83375,0.665749
normal,0.27212,0.060075,0.298104,-0.336951,-0.208496,0.575411,0.5331,-0.270695,-0.319173,-0.206666,0.078697,0.562878,-1.029488,1.696373,0.457243
arbre,1.349724,-0.23091,1.224246,-0.906562,0.801854,0.030265,-0.409175,-0.60669,0.823358,0.432731,-0.338386,0.491613,0.066989,1.898122,-0.081357
démontrer,-0.199825,-0.315146,1.652601,-0.082131,-1.112809,0.090865,0.141364,-0.428879,-1.144618,0.054171,0.248807,-0.166198,-0.543543,1.486315,-0.398144
algèbre,-0.391738,0.535875,0.815691,1.363004,-0.859677,0.452923,0.962089,-1.232183,1.76256,-0.82831,2.697012,-0.599274,-1.04483,0.659747,-1.153521
