word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
rationnel,-0.071988,-1.971665,0.399097,-0.762618,0.962402,-0.730388,-0.012001,-0.567445,0.196848,-1.372624,-0.056982,-1.259971,-0.985148,-0.95932,-0.725341,0.556975
nœud,-0.648136,0.875894,0.093228,0.366914,0.450762,-0.056147,0.081895,0.552481,0.134091,-0.095714,0.187662,-1.541465,-0.163554,-0.401788,-1.748655,-1.829149
$\mathbb{Q}$,-0.961396,-0.086916,-0.698328,-0.173035,0.270034,-0.430986,-0.585611,-0.248794,-0.226968,-0.005652,-0.607826,-1.186042,0.96202,0.541149,-0.561745,-0.343814
topologie,-0.569297,-0.773134,-0.742292,0.168932,-0.088567,0.358701,-0.482953,0.511433,0.192927,-1.0434,-0.489643,-2.803365,-0.958052,-0.500581,-0.61776,-0.470934
origine,0.312522,-0.843588,0.74573,-1.465222,0.743684,0.55886,0.866484,0.293787,-0.404464,-0.16159,-0.431486,0.940104,0.159695,0.055299,-0.569716,-0.825967
distribution,-0.347379,-0.131298,0.842791,-1.164833,1.299537,1.412447,-0.407427,0.71858,1.088077,0.309232,-0.112434,0.098082,1.870648,1.661626,0.385188,0.056045
intervalle,-0.586942,-0.323548,-0.2831,0.08026,-0.000397,-0.545687,-0.11906,-0.999907,0.168568,-0.582427,0.158062,-1.076797,-0.396539,-0.087724,-2.024697,-0.808245
compact,-0.89962,-0.110916,-0.706747,-0.836044,0.513226,0.534954,0.595993,0.544919,0.123851,0.456382,0.867419,-1.847587,0.55198,-0.366247,-0.818215,-1.19889
reste,0.525557,-0.989483,0.639852,-0.213639,-0.468734,-0.142183,1.126164,-0.440955,0.315651,-0.031201,-0.215258,0.893189,-0.232649,0.216848,-1.48782,-0.907234
test,-0.309036,-1.523402,0.141194,0.590691,0.341942,-0.513143,0.166008,-0.45609,0.141198,-0.321298,1.412585,-1.055003,1.591735,-0.388804,-1.424867,-0.26589
proposition,1.328458,-1.393456,0.61778,-0.045359,0.351706,-1.48646,-0.650647,-0.450959,0.722865,-1.020233,-0.482528,0.081812,0.387898,-0.13362,-0.342912,-0.386228
catégorie,0.682764,-0.513622,0.043951,-0.778954,-0.00322,-0.456751,0.711373,-0.345608,-1.019821,-0.038209,0.500154,-0.92874,1.604165,1.024728,-0.657603,-0.436598
