word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
vecteur,-0.719678,-1.709476,0.618369,2.617106,1.808922,1.18229,-0.73986,0.741511,-1.195144,-0.262526,1.026271,1.248911,-0.093065,-0.786224,-0.664422,-0.392868,-0.981003,-1.695215,0.974362
connexe,-1.45386,-1.220519,-0.083621,1.612307,-0.075934,-0.036077,-0.895963,1.752652,1.228575,-1.388163,1.316337,0.1737,-0.073886,1.620031,-0.62281,-0.048145,-0.852343,-0.17246,-0.08515
classe,-1.572846,-1.407945,0.514483,1.535473,0.323153,0.291654,0.055136,0.332327,-0.077247,-0.263464,1.144113,0.150987,-0.289061,0.475733,0.239321,-1.071945,-1.758725,0.50663,-1.142876
produit,-1.162385,-1.167896,0.957676,2.981613,1.335839,0.65727,0.066483,-0.16672,0.171381,-0.620253,1.494322,1.145371,0.660746,0.424023,-0.641171,-0.514756,-0.481985,0.00518,0.887298
égal,-0.034124,-2.045866,2.211355,2.273578,0.432557,0.74587,-0.35103,0.371213,0.136121,-1.276956,1.208457,-0.385069,-0.320747,-0.56387,-1.270087,-0.191511,-1.103695,0.587406,0.277882
cercle,1.483633,-1.852466,1.233756,0.98437,1.741329,0.307002,-1.868004,0.819921,-0.135102,-2.162633,0.674683,0.826437,-1.624003,0.367739,-1.541699,-0.225236,-1.376957,-0.360227,-0.175775
partie,-1.086753,-1.647201,-0.101099,1.532968,0.382277,0.332779,0.125617,-0.163456,-0.176938,-1.280706,0.725732,-0.13992,-0.556199,0.607684,-1.528673,-0.014785,-1.464639,0.31419,-0.842976
relation,-0.973787,-1.184167,0.253959,1.939984,0.023194,0.522035,-1.153413,0.081199,0.077728,-0.989318,1.543504,0.918694,0.429622,0.226776,-0.259369,-0.974445,-1.108696,0.206225,-0.119866
courbe,0.316879,-2.008514,0.702244,0.759024,1.601446,0.78789,-1.504662,1.105323,0.58698,-1.581689,0.331298,0.712455,-0.734827,0.105489,-0.666828,0.801572,-1.621893,-1.395877,-0.447854
différent,-0.964972,-1.954271,0.036284,2.107475,-0.055761,0.950229,-0.76468,-0.399483,0.37268,-0.562702,0.009412,0.98022,-0.265173,0.349645,-1.834423,-0.995385,-0.909918,0.042869,-0.794748
complexe,-1.03396,-2.35865,-0.147748,1.651502,1.58842,0.825868,0.230566,0.588559,0.375931,-1.05268,0.67226,0.276351,0.909146,0.227406,-0.350242,0.306017,-1.895225,-0.245307,-0.465706
matrice,-0.64459,-1.433684,1.778441,2.401999,0.919558,1.886805,-0.566304,0.818275,-0.247879,0.389825,0.633586,0.693036,0.420535,0.655478,0.26944,-1.098728,-1.270874,-0.610342,0.355299
domaine,-1.524608,-2.179547,-1.074579,0.92769,0.597816,0.697354,0.328591,-0.154701,1.102421,-0.66878,0.100424,0.364471,0.123516,0.538301,-1.55672,-0.789407,-1.771819,-0.012161,-0.513876
fois,-0.598514,-1.94779,1.095268,1.469951,0.167936,0.479626,-0.322446,-0.55014,-0.111172,-0.088371,0.858294,0.069608,0.083155,0.50626,-2.108147,0.219975,-0.83551,0.12247,-0.725231
type,-1.662029,-1.088307,0.049221,1.965841,0.207459,0.999257,-1.060138,0.403187,0.225348,-0.693117,0.218394,0.119476,0.139236,0.291858,-0.509381,-0.921776,-1.008078,-0.16187,-1.273843
mot,-1.635157,-0.594653,0.835307,2.3583,1.027597,-0.737052,-1.282706,0.092732,1.311546,-0.272253,0.420834,0.083983,-0.471036,-0.298117,-1.319105,0.439411,-0.305925,0.127367,-1.860472
algébrique,-0.928737,-1.858564,-0.424906,1.405949,1.259971,-0.165601,0.39305,0.725407,0.502542,-1.11252,1.024687,1.124652,0.928386,0.995568,-0.330246,-0.307658,-1.841403,-0.054517,-1.389557
degré,0.17279,-1.297527,1.70861,1.811556,0.140935,0.618894,-0.330961,0.506541,-0.360103,-1.397341,0.916239,-0.68253,0.627463,0.354344,-1.692236,-0.483054,-0.426407,-0.476861,-0.142116
langage,-2.533332,-0.628605,-0.923952,1.66909,1.198246,-0.9023,-1.738149,-0.076019,1.222013,-0.477207,1.007789,0.824421,0.372341,0.13575,-0.557952,0.012984,-0.151934,0.827131,-1.89306
nul,-0.861822,-2.026057,1.500244,1.751562,0.221579,1.138365,-0.310534,0.105883,-0.3301,-1.231423,1.586906,-0.079893,0.068049,-1.262462,-0.531809,-0.259174,-1.880971,-0.329338,-0.111523
moins,-0.774373,-2.759401,0.729166,1.820686,-0.530641,0.239402,-0.040745,-0.639465,0.363031,-0.58391,0.252612,0.227573,0.057817,-0.291432,-1.913567,-0.203991,-0.506393,1.035275,-0.715809
objet,-1.591397,-1.519562,-0.391537,1.775279,0.502742,0.637654,-0.434114,0.023421,-0.389124,-1.148065,0.098164,1.35547,-0.665407,0.023501,-1.283459,-0.509131,-0.793159,-0.024798,-1.146374
triangle,1.990031,-1.181546,1.957379,1.390735,1.238094,0.41257,-1.684627,0.238861,0.212735,-2.361751,0.687366,1.073522,-0.733493,1.382448,-1.19002,-0.722292,-0.576391,0.684485,-0.444655
structure,-2.041117,-1.94296,-0.303761,1.28081,0.367449,1.02367,-0.256607,0.886767,-0.325689,-0.528433,0.361398,1.307913,0.222994,1.463809,-0.062381,-0.573885,-0.656785,0.49569,-0.643242
corps,-0.940926,-1.415081,0.35932,1.515592,1.201149,-0.301129,1.388343,0.467667,-0.199714,-1.420489,1.514728,0.870966,0.662071,-0.243096,-0.621125,-1.07446,-1.77874,-0.359245,-0.953293
rapport,-0.191817,-1.708927,0.354859,1.216309,0.24297,1.311259,-0.923327,0.254626,0.068463,-1.533093,1.02548,-0.031795,0.222452,-0.328466,-1.605496,-0.746729,-1.013377,-0.332978,0.83645
longueur,-0.006898,-1.720492,2.005157,1.74523,1.091041,0.478479,-1.512238,0.617893,0.884176,-1.185154,0.478776,0.048882,-0.524627,-0.09544,-1.863181,0.062348,-0.102908,0.37113,0.309588
informatique,-2.189808,-1.106474,-1.424931,0.415009,0.909666,-0.471252,-0.536383,-0.824703,1.97409,0.859974,0.826432,0.164517,0.233258,1.6768,-1.394051,-1.276441,-1.069607,0.183112,0.054024
infini,-1.060751,-1.562158,0.49107,2.033064,0.11638,-0.164452,-0.330048,0.137145,0.563715,-1.340003,1.086752,0.354095,-0.09538,-0.640083,-0.908127,1.007191,-1.236946,-0.170259,-0.970852
