word,1,2,3,4,5,6,7,8,9,10,11,12
coordonnée,-0.436659,0.796223,-0.52577,0.586694,0.364646,0.186244,0.716467,-0.570009,2.263606,-0.122144,1.182184,-0.434081
opérateur,-1.440108,0.533684,-0.826789,-1.708693,0.490206,-0.470979,0.187277,-0.107373,-0.121697,0.080482,0.329383,0.091901
numérique,-1.861871,-0.289628,-1.830141,-0.803646,0.532031,-1.644261,0.673933,-1.000947,0.058484,0.30777,0.009014,-0.347586
unité,-1.041482,0.487268,0.399514,-0.081996,-0.372975,-1.438563,1.519991,0.218882,0.322558,-0.132187,1.227308,-0.071014
liste,-0.211684,-1.112252,1.042824,0.071962,0.318522,-1.957973,0.7998,-0.389142,0.982255,-0.496372,-0.136773,0.448409
convexe,0.756376,1.509177,-0.558182,0.064748,-0.073664,0.258601,-1.139386,-1.264123,1.993027,1.828121,1.791891,-0.529429
rationnel,-0.768811,-0.102098,-2.135119,0.768218,1.106525,0.600903,1.406865,-0.633951,-0.072414,1.445658,0.567693,0.347539
nœud,-0.93247,1.576127,-0.20686,0.333063,-0.12912,-0.865239,-0.170398,0.086616,1.239618,0.342399,1.236008,-1.133702
$\mathbb{Q}$,-0.573821,-0.108933,0.027609,0.001192,0.898232,0.381164,-0.189894,-0.304934,0.994311,-0.201025,-0.192815,-1.548606
topologie,0.221133,0.387418,-2.159174,-0.488806,0.445396,0.704645,-0.211837,-0.58832,1.340541,0.452745,1.465489,-0.818111
origine,0.25497,-0.614341,0.698439,0.296285,0.270825,-1.404193,0.890345,0.108012,0.388043,1.408913,-0.129432,0.917269
distribution,-1.056898,-0.889062,1.177533,-1.159174,0.932134,0.370493,-0.94453,0.020048,0.611077,0.811244,-1.361629,0.680811
intervalle,-0.64641,1.415542,-0.226916,0.711123,1.01988,-0.356899,0.346002,-0.461359,0.872932,0.790827,1.126104,-0.790952
compact,-0.83807,0.506348,-0.976069,-0.42431,-0.163199,-0.821701,-0.169075,-0.286346,1.663454,0.970956,0.125034,-1.447797
reste,0.000243,0.215512,0.931099,0.207143,0.497105,-1.555571,0.704826,0.258032,-0.525773,1.425393,1.13998,0.109629
test,-2.177305,0.113537,-0.226948,-0.846072,0.592017,-0.043854,1.248097,0.260516,0.328625,0.813261,0.448832,-1.118448
proposition,-0.723309,-0.155054,-0.222874,-0.024473,1.591949,-0.28608,1.604423,-0.406869,-1.170217,0.017277,0.74969,0.336043
catégorie,-1.233856,-0.786517,0.536147,-0.782056,0.340295,-1.025725,0.300711,-1.744176,0.318921,0.497658,0.173107,-0.641184
programme,-1.950145,-1.014041,-0.531003,-1.386641,-0.087871,-1.269244,1.338431,-0.708327,-0.518084,0.389819,0.388183,-0.370453
intégral,-0.730344,-0.560203,-0.716945,0.356464,-0.613555,-0.282173,1.19764,0.106226,1.644517,-0.25206,-1.891454,0.006473
complexité,-1.328291,-0.218964,-1.682053,0.169278,0.892685,0.118186,0.792307,-0.838128,0.199799,1.835417,1.1435,0.362713
automate,-0.533671,1.067033,-2.373245,-0.646079,-0.550859,-0.747944,-0.876359,-0.113049,-0.510101,0.242837,0.350645,-0.309042
moyenne,-1.90249,0.262667,1.813671,0.548118,0.790061,-1.390745,-0.22291,-0.552204,1.786313,-0.35891,1.911805,-0.263579
symbole,0.738061,-0.465361,-0.49707,1.23834,-0.085734,-0.891967,0.763601,-0.96135,0.326015,1.659459,0.696576,-0.59844
axe,-0.589369,0.827343,0.163852,-0.353386,-0.375202,-1.180356,-0.060923,-0.617209,1.399496,0.431954,1.537823,-0.082895
euclidien,0.245281,1.227406,-2.11001,0.094843,1.133186,0.807643,0.08951,-1.424229,1.570993,0.584286,1.040947,-1.069402
inférieur,-0.678017,1.138301,0.853907,0.594458,0.554834,-1.499169,0.405327,-0.303797,1.744713,0.970298,1.733163,0.380932
dérivée,-0.573903,1.046588,-0.959181,0.2919,1.488288,1.515598,0.902184,-0.567021,1.307724,0.424965,1.089319,-0.751281
transformation,-0.991982,-0.114028,-0.896338,-0.27028,0.437886,-1.056578,0.887683,0.511661,0.793438,0.473375,0.661955,0.329265
anneau,-0.073838,0.948146,-0.34559,0.089425,0.376992,-0.240184,-0.258526,-0.144957,1.11044,1.804281,0.23057,-1.24091
facteur,-1.736004,0.481205,-0.50495,0.323827,1.089864,0.1351,1.132591,0.033638,0.78561,1.303804,0.881836,1.102926
indice,-1.485532,-0.116117,-0.656431,0.578567,1.037723,-0.196306,0.6285,-0.134282,0.981289,0.408075,1.306161,-0.201222
zéro,-1.282742,0.596826,0.758184,0.263371,0.778932,-0.080362,-0.102011,-1.12999,0.022147,0.364074,0.799227,-1.169463
sphère,-0.203095,0.368318,-0.79751,0.273651,-0.269122,-0.168357,0.670002,-0.66082,0.660675,1.6178,0.989301,-0.10106
strictement,-0.110931,-0.276326,-1.219684,0.305899,0.837978,-0.329311,1.08704,-0.807228,0.199576,1.056008,1.75685,-0.134702
puissance,-1.107982,0.892072,0.238076,0.648873,0.243868,-0.776407,1.574224,0.16254,-0.025927,0.973197,1.447806,-1.178966
Euler,0.217605,1.913819,-1.698083,-0.531552,0.635445,1.681805,0.44824,-0.238762,1.229768,0.300102,-0.237477,0.527125
topologique,-0.399499,0.875779,-2.745409,-0.081717,0.276375,1.207485,0.348859,-0.900194,1.338234,0.686863,0.841028,-0.870204
déduire,-0.584919,0.696947,-0.879771,0.880675,1.599697,0.47342,1.00056,0.23673,0.902339,1.149169,1.056615,-0.266066
composer,-0.094753,-0.048906,0.464127,-0.339281,0.606476,-1.635055,0.329167,-0.172011,0.966546,1.28819,-0.114938,-0.062306
deuxième,-0.304378,0.521612,1.815003,-0.380222,0.523039,-1.52331,0.413491,-0.568106,-0.526141,0.294756,-0.130935,-0.552829
rayon,-1.702195,1.461502,-0.340429,0.5292,-0.667903,-0.53291,0.373673,0.115395,1.720458,1.610478,0.55182,-0.540131
caractéristique,-0.701823,-0.105204,-0.161298,0.066009,0.208386,-1.377575,0.734495,-0.219864,2.014668,1.956513,0.792138,-0.422562
vide,-0.978048,1.240643,-0.219851,0.879163,0.190755,-1.08081,-0.355634,0.441081,0.317999,1.291368,0.914619,-0.645407
affine,0.625493,0.634205,-1.617502,-0.276983,0.795907,1.487511,0.102481,0.145417,1.786495,0.592481,0.193708,0.254728
supposer,-0.222288,0.058307,-0.331241,1.293952,0.85694,-0.227746,0.943256,0.642408,-0.162449,1.681622,0.973713,0.106207
ouvert,-0.330187,-0.07137,-0.530941,-0.138016,-0.118645,-2.044434,0.202677,-0.288529,-0.096205,0.578879,0.752762,0.129042
partiel,-1.2073,0.215933,0.315235,0.092374,0.595036,-0.288003,0.612995,0.153678,0.331135,0.157366,-0.202601,0.30194
approximation,-0.891052,1.15621,-1.386932,0.254292,1.473108,1.24327,0.848496,-0.06343,1.361196,1.181778,1.007111,-0.301434
convergence,-0.803977,-0.801512,-0.767686,-0.015913,-0.011351,0.637967,0.601313,-1.199299,0.729978,0.116675,1.328285,0.291667
chemin,0.094156,0.201321,0.377003,0.254983,-0.645124,-2.475011,-0.489206,0.513368,-0.259921,-0.037925,0.675648,0.635654
rotation,-1.487416,1.684574,-0.432802,0.030118,-0.218028,0.021465,0.72579,-0.531808,1.176626,1.418505,1.227027,-1.094614
différence,-1.166509,-0.242314,-0.058759,0.725765,1.239966,-0.522128,0.98986,-0.917097,0.667996,1.811062,0.980166,-0.214859
analytique,-0.998581,0.065924,-2.281954,0.25298,0.749411,0.414527,1.497913,-0.815626,0.76819,0.872226,-0.568146,1.190066
formel,-0.040224,-0.130134,-1.505424,0.14007,1.324234,-0.004182,1.946918,-0.846674,-0.701955,0.976894,0.959825,-0.103958
intersection,0.355035,0.339545,-0.569113,-0.211603,-0.273935,-0.931577,-0.678572,0.172001,1.39978,-0.466898,1.075576,-0.428786
pourcent,-2.2002,-0.538021,1.921968,0.222926,1.550787,-1.29669,0.261972,-0.736991,1.398012,-1.293969,1.835145,0.764695
caractère,-0.291656,-0.718089,-1.002207,0.960477,1.021993,-0.869241,1.119859,-0.809607,0.085034,2.016841,1.011355,0.128842
raison,-1.035845,-0.035122,0.694045,0.451383,0.669249,-1.026349,1.128432,0.173365,-0.810591,1.368003,1.228055,0.279719
aire,0.41753,-0.974415,0.901108,-0.381183,-0.419476,-1.710193,0.056085,-0.907645,1.478742,-0.174219,1.092961,1.0361
section,-0.631109,0.071749,0.057468,-0.679559,-0.360024,-2.023487,0.517287,-0.688301,0.333304,-0.30145,0.312433,0.331728
cycle,-1.199708,-0.119351,-0.79515,0.002189,0.164893,-0.692269,0.705244,-0.283031,0.697738,0.992015,0.062806,-0.055503
source,-0.11408,-0.797055,0.304473,0.60659,0.397159,-1.538862,1.043586,0.291308,0.84743,0.056991,-0.527926,0.727713
discret,-0.381266,0.180377,-0.942089,0.149833,0.684534,-0.036871,-0.347994,-0.23659,-0.089605,1.79877,0.779593,-0.075323
combinatoire,-0.278742,0.412788,-2.724053,-0.655904,-0.19907,1.314799,0.61376,-1.287729,0.533803,0.970328,0.292023,-0.284129
dynamique,-1.715942,-0.117836,-1.320577,-0.313194,0.158763,-0.39174,0.836747,-0.805525,0.765049,1.494678,1.073105,0.45769
inverse,-0.935985,0.636085,-0.121661,0.205616,0.791224,-0.119277,0.660932,-0.24201,0.467091,1.110758,1.205713,-0.342161
minimal,-1.622412,0.31685,-0.305014,0.384111,1.17551,-0.687728,0.396094,-0.324267,1.468569,-0.139043,1.71187,-0.334318
extension,-0.379625,-0.460366,-0.78982,-0.232995,0.246397,-1.696089,0.780805,0.240542,0.611238,0.207821,0.99063,-0.962038
arc,0.463723,0.568923,-0.044802,0.196131,-0.663428,-2.067809,-0.541623,-0.357037,0.750968,0.910836,0.178399,-0.467289
énoncé,0.015459,0.317241,-1.829879,1.042662,2.147028,0.885886,1.004696,-0.621214,0.164911,1.277109,0.615482,-0.73646
