word,1,2,3,4
automorphisme,0.446191,-0.334059,2.851658,-0.776232
interpolation,1.119471,-1.201792,2.127457,-0.363773
singulier,0.214899,-0.735555,2.175539,0.082524
mesurable,0.078787,-1.445027,3.113834,-0.75041
imaginaire,-0.132918,-0.139072,2.305043,0.187034
polytope,0.218386,0.335384,1.687259,-0.694311
gradient,0.729946,-1.147756,1.968461,-0.457074
hamiltonien,0.333886,-0.884249,2.10604,-0.347399
restreindre,0.611201,-1.004441,2.18698,0.580518
divisible,-1.671954,1.71349,2.682812,0.619501
isométrie,0.449505,-0.671198,2.761392,-0.730321
Ramanujan,1.054899,0.050113,0.73051,0.696019
stabilité,0.829891,-2.039173,1.587467,0.442701
irrationnel,-0.341105,-0.653366,2.302981,0.156051
intégrable,0.50425,-1.770273,2.868876,-0.572791
symplectique,1.911441,-1.136758,1.932776,-0.851622
binomial,0.173645,-1.052627,2.434077,-0.626378
factorielle,0.333445,-0.487557,2.271004,-0.30362
planaire,-0.670796,-0.254476,2.318024,-0.315643
homologie,0.852925,-0.484581,2.225678,-0.923527
largeur,-0.8544,0.141195,2.021619,0.102679
compas,-0.584829,-0.848659,1.361804,0.418488
foncteur,-0.280283,-0.736892,1.816838,-0.857744
Taylor,1.458289,0.194072,1.016299,0.184766
factorisation,0.320891,-0.907675,1.838625,-0.008831
Euclide,0.092262,0.070536,1.084745,1.10854
perpendiculaire,-1.406754,1.013588,2.265622,0.18588
croissant,-0.84351,-0.408706,2.600446,0.0869
corde,-0.866932,-0.212013,1.481764,0.648002
abscisse,-0.777328,0.179698,2.561843,-0.114736
cyclique,0.037865,-0.08945,2.798211,-0.547626
Lie,1.913451,-0.877628,2.358879,-0.619134
interaction,1.121845,-1.093741,1.339556,0.381139
Archimède,-0.348743,0.07961,0.960252,0.704332
quatrième,-0.538555,0.717917,1.398903,1.156898
inférence,0.847113,-2.083687,1.327857,0.512212
Borel,1.148247,-0.712896,0.879748,0.166766
convergent,-0.612319,-1.8202,2.65766,-0.191933
spectre,0.522217,-0.858911,2.050372,-0.27532
déduction,0.440788,-2.056967,1.825734,0.178196
spectral,1.644598,-0.454326,1.876601,-0.593174
implication,-0.27412,-0.913065,1.915337,-0.051458
décroissant,-0.856026,-0.421941,2.825569,-0.058618
triplet,-0.832876,0.372255,2.212294,0.228947
génératrice,0.363541,-0.791174,2.461272,-0.487274
Pythagore,-0.225953,-0.250523,1.10353,1.012635
équivalent,-0.165715,-1.127108,1.98892,0.893866
million,-1.679412,1.827946,1.086389,1.406321
singularité,0.141132,-1.076646,1.696624,0.352539
endomorphisme,0.850593,-0.743584,2.803048,-1.235398
indépendant,-0.594984,-1.495074,2.028166,0.45666
tore,0.013857,-0.025892,2.162816,-0.439335
significatif,-0.889821,-1.084859,1.322866,1.794242
semblable,-1.046591,-0.689484,1.877758,0.877039
sinus,0.180338,-0.604625,1.988644,-0.683113
dérivation,0.415934,-1.149534,2.274155,0.126984
tribu,0.26188,-0.688815,2.003208,-0.699174
uniformément,-0.444346,-1.828551,2.846672,-0.806025
Boole,0.963013,-0.139999,1.38762,-0.430807
lisse,0.76726,-0.788351,2.747866,-0.798977
booléen,0.261655,-1.434119,2.357767,-0.302908
infinitésimal,0.675043,-0.707589,1.564272,0.61283
cohomologie,1.414067,-0.956781,1.70601,-1.050957
Legendre,0.692952,-0.329259,1.003117,0.489425
pondérer,-0.404303,-1.099099,2.173336,-0.000753
médian,-0.991575,-0.163989,1.649859,0.496492
multiplicatif,0.116508,-0.439762,2.681279,-0.735772
Peano,0.76091,-0.622897,0.939799,0.362175
quadrature,0.24928,-0.77558,1.3741,0.275578
résidu,-0.338318,-0.674564,2.360276,-0.313132
stationnaire,0.56086,-1.614806,2.206259,-0.229256
homotopie,0.918825,-0.676383,2.225749,-0.597035
entropie,0.662779,-1.227098,1.536057,-0.270416
logarithmique,0.270885,-1.187659,2.006217,-0.294115
clique,-1.080423,-0.249778,2.132384,-0.252094
dualité,0.715545,-1.196042,1.864921,-0.29091
dense,-0.14298,-0.455339,2.940391,-0.518624
monoïde,0.699403,-1.453833,2.299435,-1.228955
orbite,-0.305623,-0.800014,1.522423,0.18992
axiomatique,1.236311,-2.035222,1.476955,0.829567
transitif,-0.44231,-0.545721,2.435308,-0.794645
Abel,1.353343,-0.744451,0.35929,0.676927
bilinéaire,1.290084,-0.518051,3.058606,-1.604141
paramétrer,-0.065338,-1.010723,2.543028,-0.320724
cylindre,-0.285079,0.399704,1.965078,-0.526768
centré,-2.378477,0.689425,2.19144,-0.552612
mille,-2.256388,1.890513,1.022951,1.185935
normer,1.444946,-0.780721,3.286201,-1.220804
inversion,0.312655,-0.491595,1.842769,-0.095024
quadrilatère,-1.83764,0.07378,1.83315,-0.200673
trigonométrie,1.172548,-0.850678,1.227407,0.104862
dénominateur,-1.218622,0.038949,2.148796,0.692024
