word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
égal,0.342889,-0.787073,0.804182,0.93089,0.793127,0.914165,0.740395,-1.363862,0.128442,1.71991,0.903957,0.017615,-0.045089,0.425464,-0.86362,0.319271,-1.345195,-0.145569,-0.755679,-0.284534,0.906068,-0.392103,-0.766743,-0.002664,-0.716198,-0.121585,1.419249,-0.33386,0.804777,0.382646
cercle,-0.418564,0.517779,1.012929,0.821995,-0.031944,-0.15136,0.485771,-1.039308,0.3218,0.029162,0.106366,0.713957,0.21,0.526191,0.509098,-0.001239,0.671189,0.145073,-0.729707,0.089409,0.154392,-0.2552,-0.065686,0.561645,0.040819,-0.068147,0.723434,-1.10804,1.34654,1.063853
partie,-0.313276,-0.166492,-0.046622,-0.363815,0.3069,-0.513711,-0.50594,-1.112986,-0.843705,-0.015755,-0.093701,0.08428,-0.257533,-0.417834,0.151137,0.360803,0.361028,0.138352,0.005108,-0.687391,-0.068831,0.250339,0.18617,0.390706,-0.659859,-0.143747,0.864411,-0.105045,2.04432,0.275675
relation,-0.087654,-0.058321,0.547599,-0.69837,-0.50248,0.901301,0.479577,0.109079,-0.165384,-0.046991,0.71815,-0.127026,-1.042662,-0.407595,0.030219,-0.381536,0.290679,-0.914233,-0.955234,-0.03209,0.592351,-0.87951,-0.210888,-0.249275,-0.85014,-1.043737,1.114201,0.081861,0.992165,0.640496
courbe,0.84284,-0.150187,-0.050715,0.57541,0.68271,0.547734,0.659745,-2.068224,-0.129264,1.279432,0.904247,0.192994,-0.611314,0.634518,0.824646,1.389452,-0.456552,1.022167,-0.778744,-0.573277,0.342264,-0.554194,-0.665479,0.393417,-0.250698,-0.035158,0.94407,-0.929086,-0.386418,1.10025
différent,0.140584,-0.075918,0.299769,-0.788955,-0.045626,0.405742,0.36328,-0.725648,-0.768297,0.767079,-0.854862,0.036363,0.037284,0.010843,0.045592,0.100893,-0.405979,0.758952,-0.624503,-0.400777,0.031316,0.182625,0.704817,0.169691,-0.436136,-0.819545,1.672748,0.106472,2.009251,0.373302
complexe,0.356893,0.715536,0.489338,-0.815055,-0.544299,-0.215671,0.270461,-0.805714,-0.32596,1.111826,0.333469,-0.276809,-0.271081,0.296097,0.856766,0.17936,-0.290436,0.64635,-0.406524,-0.959456,0.52177,0.262388,0.271049,0.5046,-0.388392,-1.154367,1.245988,-0.027896,0.916216,0.907969
matrice,0.824,0.056382,1.366188,0.510661,0.175791,0.306725,0.192178,-0.262838,-0.398244,2.118347,1.104408,-0.353039,-0.434554,1.414682,-0.144838,0.682217,-0.601051,1.041756,-0.423065,-0.860097,0.391509,0.170222,-0.052712,-0.13447,0.040976,-1.239452,0.746155,0.067753,-0.588779,1.379129
domaine,-0.321798,0.741891,-0.343517,-0.680521,0.25418,0.699717,0.369932,-0.214158,-1.215261,-0.212931,-0.163183,-0.046832,-0.805244,-0.136221,0.477498,-0.56794,-0.790914,0.140155,-0.005079,-1.007033,0.293715,-0.136402,0.375888,0.444774,-0.829487,-1.457233,0.745971,-0.453319,1.62151,0.188003
fois,-0.006033,-0.428712,0.181353,0.064245,0.081762,0.26633,-0.435102,-0.512216,0.220946,-0.223129,-0.37307,-0.106275,-0.186112,-0.14974,-0.323452,0.384445,-0.158315,-0.073676,-0.902146,-0.627371,0.247015,0.665511,-0.017652,-0.927003,0.049546,0.468532,1.177756,0.408368,1.934685,0.066786
type,0.864661,-0.743179,0.37025,-0.730646,0.295425,-0.022015,0.564841,-0.965434,-1.057429,1.541135,-0.426764,-0.402434,0.304687,0.334403,0.028723,0.315376,-0.862815,0.314862,-0.103626,-1.311462,-0.705615,0.130032,0.784233,0.745804,0.716797,-0.781687,1.289423,-0.446833,0.85236,0.174774
