word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
carré,0.026205,-0.350087,-0.934314,0.570734,0.473286,1.225267,-1.15167,0.795789,-1.562804,1.42104,-0.438392,0.656069,1.168564,-0.645764,-0.337209,-0.368575,-0.148055,-0.608465,0.319853,0.097055,-0.345159,-0.57797,0.660963,-1.161118,0.111467,0.783945,1.279673,-2.416986,1.260279,-0.421076,-0.141096,0.64666,-0.193557,1.043224,-0.834552,-1.063572,0.42625,0.214275
vecteur,0.367162,-0.046491,-1.482125,2.107201,1.000909,-0.242695,-1.493599,-0.592331,-0.79369,1.014178,0.747385,-0.04384,1.456802,-0.519256,-0.72639,-1.445431,0.134123,-0.06413,0.279021,-1.280377,0.783458,0.927109,-0.164229,0.179472,-0.63389,-0.368329,-0.194461,-0.982821,2.494179,-0.120247,0.509452,-0.096466,0.313744,0.902012,-0.363735,-0.264144,0.88481,0.314534
connexe,0.211972,-0.849457,-0.456339,-0.164099,-0.374528,0.135405,-0.111833,0.851524,-0.889196,0.629017,-0.221608,-0.353262,1.865251,0.715911,-0.338239,-1.572021,-0.616621,0.874799,0.620579,-0.198395,0.984312,-0.910057,-0.757854,0.186763,-0.271625,-0.212785,1.187492,-1.540741,0.95828,1.164032,-0.494299,0.893754,-0.345094,0.454431,0.909465,-1.495447,-0.024061,-0.200125
classe,0.579317,0.174627,0.263266,0.884589,0.280872,0.94936,-0.490425,0.342979,-0.224735,-0.15841,-0.16159,-0.36857,0.739496,0.005532,0.082865,-0.458217,-0.038018,2.068403,-1.832119,-1.716558,0.43153,-0.807018,-0.500556,0.142826,-0.658175,-0.522933,-0.723939,-2.232897,1.023871,0.159771,-0.573388,0.274239,-0.347177,0.304789,0.276489,-0.541409,-0.619467,-0.140638
produit,0.04969,-0.296264,-1.581903,0.240434,-0.277589,-0.181294,-1.866206,0.255016,-0.329206,1.438371,0.241261,0.434378,0.589349,0.302796,0.423445,-1.885017,-0.405045,0.638319,0.639339,-1.482382,-0.676817,0.113059,-0.662947,-0.886363,-0.00158,-0.367558,-0.506325,-1.760839,1.74924,-0.474321,0.75532,0.99353,-0.132815,1.15794,0.433782,-0.463482,0.748581,-0.083895
égal,0.906196,-0.386922,-2.081123,1.1905,-0.335662,0.842515,-1.578351,-0.00716,-1.473327,0.983576,0.074003,0.319093,0.894682,0.149286,-0.088465,-0.506183,-0.067972,0.222089,-0.799497,-0.345514,0.136632,-0.726322,0.270861,-0.744298,-0.474895,0.278171,-0.062897,-2.28491,0.362245,-0.032162,-0.358372,-0.011169,0.147016,1.389541,-0.522187,-0.583533,0.617452,0.60817
cercle,0.481385,-0.322905,-0.946886,1.205038,0.912556,-0.160789,-1.167366,-0.028482,-1.011883,-0.589896,0.19745,1.583674,1.573545,0.337219,-0.750641,0.091787,-0.099447,0.682158,0.59268,-0.091289,0.853181,-0.010436,1.114356,-0.097949,-2.257638,1.186577,0.545931,-1.786025,0.07035,-0.169757,-0.65236,1.490376,-0.788779,1.633523,-0.488392,-0.674506,0.193006,0.907307
partie,0.296287,0.639452,-0.344877,0.061003,-0.551423,-0.242015,-0.6436,-0.134813,-0.858553,0.165734,0.468104,-0.266138,1.096238,-0.6479,0.003735,-1.016639,0.208915,1.832004,-0.553877,-0.595925,0.087109,-1.431386,0.045988,-0.677413,-0.119484,-0.084128,0.521962,-1.426942,0.72014,-0.357381,-0.229313,1.034038,0.28665,1.269874,-0.178586,-0.673285,0.362949,0.670573
relation,0.318272,-0.243242,-1.059368,-0.243063,-0.036519,0.620657,-1.29772,0.401483,-0.432778,0.420209,0.198665,-0.180817,0.373591,0.050492,-0.032539,-1.226106,-0.19715,1.220598,-0.450482,-1.752724,0.14315,0.623829,-0.192135,0.54329,-0.098376,-0.901542,-0.200791,-1.668871,0.940481,0.264054,-0.322423,1.223971,-0.240523,2.073463,0.200767,-0.567625,-0.691426,-0.85583
courbe,0.245583,-0.166684,-0.029326,0.992014,0.8341,-0.583883,-0.668974,0.556268,-1.196155,-0.09577,0.231366,0.536528,2.148606,-0.762885,-1.674088,0.462689,0.923001,1.181023,0.167803,-0.173208,0.894206,0.693193,0.11017,-0.362866,-1.341816,0.734715,0.113249,-1.838447,0.887387,0.58798,-0.018882,0.457073,0.214746,1.474826,0.897935,-0.698051,-0.32068,-0.373025
différent,0.633092,0.080013,-0.271048,0.374288,0.168649,0.741827,-0.989786,0.645453,-0.447492,0.113623,0.233713,-0.322995,0.141297,-0.806908,-0.243269,-0.475633,-0.37051,1.257181,-0.21369,-0.821657,0.306048,0.193637,-0.226044,-0.463506,-0.15925,-0.529126,0.535102,-1.775783,1.494793,0.562289,0.113013,0.538647,0.048365,1.385728,-0.432758,-0.697672,0.184312,1.735238
complexe,0.311355,-1.179296,-0.68324,0.21785,0.560066,-0.102387,-1.146551,0.633669,-0.672752,0.517246,0.671883,0.443668,0.652757,-1.18503,-1.57553,-0.843625,-0.206974,2.005277,0.024043,-0.879188,-0.299244,-0.357519,-0.562955,0.005483,-0.094547,0.306576,0.26551,-1.008981,1.170866,-0.019607,0.821148,0.705936,0.721243,1.080295,1.568428,-0.580107,0.826887,-0.126018
