word,1,2,3,4,5,6,7,8
module,1.779813,0.917318,1.017489,1.912037,0.477228,-0.911786,0.570101,-0.207489
maximal,1.960999,0.999864,1.255358,1.50829,0.392872,-0.050916,-0.296418,0.410762
paire,2.265057,0.923673,0.656544,0.45079,0.843736,0.806897,-0.535753,0.665422
uniforme,1.839493,1.028962,1.432877,1.196861,0.914543,-0.368245,0.843223,0.392269
action,0.626598,1.655275,0.597826,1.405943,-0.369949,0.685745,-0.254119,-0.55227
total,1.443355,1.632156,1.356183,0.944688,0.004487,1.158408,-0.877227,0.151161
polygone,2.460507,-0.210545,0.721731,0.88419,1.818727,0.918982,1.172417,1.124991
division,1.256926,0.538321,1.317177,0.656903,0.625421,1.147735,0.049918,-0.728145
signe,1.804276,1.414899,0.695508,-0.092765,0.899138,0.798739,-0.28967,0.319215
troisième,1.490239,0.515877,0.468598,0.592703,1.037816,1.646758,-0.02985,-0.762956
composante,1.84689,1.173013,1.41213,1.907946,0.165306,0.645234,-0.216823,0.754029
paradoxe,0.358753,1.518666,-0.818962,-0.479756,1.315319,-0.102112,1.081972,-0.241608
égalité,1.952914,1.90839,-0.317597,0.161939,1.191819,0.13411,-0.247036,-0.082289
critère,0.777723,2.357356,0.76053,-0.195865,0.252656,0.056366,-0.362617,-0.192999
orthogonal,2.254769,0.483807,0.716973,2.77776,0.277089,0.151494,0.200971,0.360432
moment,1.037634,1.863637,0.616462,1.455834,-0.28856,0.573802,-0.427393,0.047223
conséquence,1.34975,2.468753,-0.280488,-0.020109,1.021538,0.220977,0.26946,0.004277
orienter,2.015049,0.711367,0.99599,2.272215,0.685017,0.817464,0.701656,0.923719
courbure,1.649488,1.330348,0.111424,2.264298,0.256217,-0.211336,0.351099,0.577643
couple,2.487317,0.555536,-0.158771,0.981991,0.895193,0.940936,-0.707893,0.116942
relatif,1.126576,1.923051,0.797714,0.773322,0.416638,0.518717,-0.120381,-0.323932
morphisme,2.428881,0.792318,0.421653,1.986696,0.715835,-0.897566,0.54491,1.053984
central,0.657854,0.816193,0.514345,1.962159,-0.166074,1.576286,0.244372,-0.366058
observation,0.431137,2.098899,0.615486,0.467607,-0.000458,1.403489,-0.356689,-0.453877
fixe,1.804318,1.212309,-0.08749,1.585964,0.423995,0.589768,-0.074712,0.5268
raisonnement,0.34489,2.945566,0.408986,-1.116914,1.36731,0.005384,1.055109,-0.373528
cardinal,2.463763,0.556966,-0.619359,0.64289,1.232689,-0.699973,-0.080616,0.560304
quadratique,1.774725,2.19015,1.114951,0.896718,0.810563,-1.339482,0.498855,-0.328934
dual,1.951521,0.682056,1.216904,1.92382,1.021601,-0.45571,1.121192,0.494707
multiple,1.382784,1.684485,1.481324,0.339295,0.475784,0.490567,-0.37677,-0.584513
dénombrable,2.845309,1.095737,-0.932451,1.562048,1.429239,-0.381066,0.323973,0.97563
cube,1.898683,-0.350201,1.85098,0.599204,1.264115,1.168268,0.565801,0.49814
récurrence,2.027592,2.642481,0.166002,-0.317247,1.169346,-0.851915,-0.264696,-0.523549
ordonner,2.287264,0.686468,-5.8e-05,1.171585,0.81567,0.164233,0.110908,0.931416
maximum,1.460741,1.879117,1.204706,1.059185,-0.178007,0.090161,-0.503988,-0.212766
variation,0.762065,2.373374,0.502177,1.261206,-0.177087,0.057133,-0.354003,-0.392726
pair,2.154092,1.186162,1.542931,0.111351,0.934588,0.700584,-0.708513,-0.501655
projection,1.15712,0.147306,0.629704,2.501462,0.002756,0.617268,0.545034,0.443081
ajouter,1.976957,1.524446,0.648493,0.107393,0.962654,1.513313,-0.657131,0.125892
Fermat,1.180803,1.081115,-0.847572,-0.379053,1.584272,-0.080245,0.495972,-1.523709
fonctionnel,0.778189,2.146095,0.052105,1.555454,0.580646,-0.437279,1.462028,-0.677166
intérieur,1.786678,0.45215,-0.040216,2.020438,0.374321,1.51421,0.236118,0.934361
milieu,1.299003,0.17682,-0.093371,1.795392,0.316723,1.836329,0.098755,0.276277
tendre,2.014482,1.826101,-0.158228,0.794181,0.093979,0.388951,-1.23772,0.578195
expérience,0.081794,2.394236,0.056533,0.398148,0.361101,1.591531,0.545537,-0.439244
voisinage,2.346057,1.126358,-0.678639,2.005111,0.405205,-0.039775,-0.436151,0.678854
commutatif,1.929379,0.623354,0.921882,1.940885,1.056963,-0.714149,1.230976,-0.395529
estimation,0.382615,2.968682,0.94131,0.62628,-0.507378,-0.118247,-0.523744,-0.748685
projectif,2.191871,0.67378,-0.336181,2.611717,0.754954,-0.69288,0.935424,0.341501
quotient,2.067657,0.645494,1.018683,1.390046,0.677728,-0.190144,-0.052607,-0.130212
Newton,0.288144,1.654832,-0.578551,0.488793,0.637862,-0.254635,0.628186,-1.362374
dix,1.41605,0.070078,1.177794,-1.041525,1.767994,2.847032,-0.139742,-0.819739
localement,2.454862,1.215476,-0.736381,2.358788,0.619998,-0.83164,0.404659,1.075431
borne,1.85872,1.745602,-0.316525,0.618308,0.72096,-0.057774,-0.217883,0.107152
exact,1.204706,1.466774,1.026299,0.631874,0.379294,0.270518,-0.268231,-0.89417
six,1.64609,0.042072,0.922523,0.022209,1.396257,2.132816,-0.159277,-0.814007
impair,2.91933,1.114638,1.300367,-0.345921,1.456043,0.369799,-1.033101,-0.055695
équivalence,2.080397,1.575622,0.084656,1.016346,0.992909,-0.83463,0.142226,0.166978
Cauchy,1.284776,1.80106,-1.478652,0.775726,1.05576,-1.202196,0.367428,-1.097332
échelle,0.793086,1.543295,1.349964,1.030973,-0.229118,0.976297,-0.225939,0.173658
rectangle,2.628952,-0.525945,0.469542,0.792358,1.732194,1.314256,0.613586,0.960905
ordinal,2.052435,0.654108,-0.472625,0.315808,1.308749,-1.070612,0.276854,0.345867
échantillon,0.598603,2.887196,1.193085,0.640305,-0.906915,1.21628,-1.341731,0.251923
réciproque,2.173116,1.872965,-0.306792,0.965617,0.849305,-0.857654,-0.005486,0.289018
minimum,1.570357,1.310039,1.399396,0.939472,0.027129,0.760698,-0.884181,0.274507
engendrer,2.203204,0.423669,0.648861,1.943658,0.847829,-0.068529,0.734506,0.648226
stable,1.29534,1.701785,0.307529,1.582477,-0.430745,-0.27048,-0.712747,0.115427
