word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
degré,0.889893,0.126323,-1.50887,-0.17745,0.636338,-0.192365,0.223516,-0.143008,1.319844,-1.046706,0.281955,-0.4249,-0.00282,-0.259571,-0.27729,0.276163,-1.428366,0.44869,-0.499853,-0.672968,0.926889,0.410846,0.113693,-1.395715,-0.966163,-1.312676,0.975452
langage,1.132364,0.124676,-0.289139,0.490089,-1.108547,-2.453694,1.648182,0.159318,0.568131,0.502538,0.835911,-0.099854,0.127414,1.570155,-0.527578,-0.173482,0.251677,-0.30263,-0.083497,-0.24452,-0.676271,-1.299382,0.760998,0.23745,-0.134638,0.175483,-0.50987
nul,0.045318,-0.817083,-0.378687,0.216335,-0.157208,0.322193,-1.168589,-0.116597,0.840073,-0.476711,1.19905,-0.397949,-0.402561,0.142539,-1.836063,0.728646,1.13365,0.571124,-0.274333,0.193178,0.683366,-0.44737,-1.720808,0.556777,0.150773,-0.656528,-0.573119
moins,1.101845,0.040863,-0.947816,-0.381536,-0.47916,0.180358,0.314795,0.255943,0.867903,-1.055333,0.437734,-0.481754,0.649486,-0.597807,-2.196634,-0.150813,0.657883,0.160567,-0.072475,-0.203438,0.669323,-0.100321,-0.571626,-0.017939,0.446505,0.471386,-1.06262
objet,0.540593,-0.930569,-0.692763,0.435939,-0.053558,-1.192372,0.604456,-0.422349,-0.193827,-0.324651,-0.488239,0.09841,-0.517083,0.084767,-1.977373,-0.794581,0.424928,-0.014011,0.40225,0.0806,0.817324,-1.05235,0.610769,-0.818628,0.236651,0.992068,-0.141744
triangle,0.15784,-0.862218,0.167027,0.432491,-0.387534,0.575399,0.917798,-0.485595,-1.127784,0.528682,0.299528,-0.039282,0.287536,0.489153,0.113414,-0.526362,0.388528,0.52933,-0.438454,-0.957584,0.506234,-0.04759,-0.660989,-0.454183,0.933025,0.269567,0.403023
structure,-0.231715,-0.604203,-1.094586,0.45935,-1.3206,-0.660499,1.143815,0.515726,-0.147728,-0.005224,1.089616,-0.72142,-0.066508,0.563675,-1.208099,-1.051391,0.531509,0.327428,0.04902,0.113764,0.099835,-0.133672,0.28868,-1.047526,1.327368,0.806873,0.23421
corps,-0.464281,0.375783,-0.540712,-0.630983,-0.5726,-0.361075,0.474481,-1.072614,-0.762437,-0.967677,0.883558,0.621336,0.285241,0.01463,-1.473781,-1.655817,0.489519,0.48335,0.045588,0.07062,0.985208,-0.317056,-0.093873,-0.776535,0.457142,-0.045931,-0.055692
rapport,0.551616,-0.543984,-1.778897,-0.057311,-0.664046,-0.528559,0.232976,0.245888,0.659284,-0.607481,0.192748,-0.175234,-0.213566,0.229508,-1.600177,-0.327022,0.682154,0.20887,0.642923,-0.395062,0.005357,-0.169326,-0.655332,-1.00257,-0.551095,0.867124,0.101519
longueur,0.676404,-1.205217,-0.707783,0.37598,-0.576817,0.749378,0.794969,-0.816284,0.300507,0.169129,0.489322,-0.757502,1.667182,0.100444,-2.174358,-0.152199,-0.169723,0.058879,-0.328093,-1.396523,1.16904,0.550404,-0.580591,-0.861547,0.312331,-0.100427,0.2185
informatique,0.752971,0.160136,-0.350841,0.788082,-1.049847,-1.749905,0.448319,0.643534,0.351835,0.31376,0.709755,-0.432358,-0.229401,1.675457,0.014449,-0.838708,-0.623747,-1.090985,1.633732,-0.849459,-0.689851,-0.811947,0.607149,-0.982045,0.308416,0.783903,-1.009727
infini,-0.019377,-1.622823,0.116353,-0.226095,-0.206224,-0.716942,0.446735,-0.74674,-0.088816,0.729751,1.009406,-0.458872,-0.531373,-0.241067,-0.985804,-0.605909,1.078029,0.398272,0.048064,-0.465337,0.222705,-1.340134,-0.275142,0.9333,-0.773298,0.094554,0.736627
variété,0.767294,-0.676754,-0.28175,0.222504,0.131498,-0.499322,1.415528,0.730781,0.834724,0.334675,0.340767,0.135825,1.795522,-0.003636,-0.785372,-0.103333,-1.208769,0.12101,-0.492496,1.562825,0.407859,-0.518914,-0.433891,0.104556,-0.17969,0.916753,-0.372185
ligne,0.229177,-0.716182,-0.712919,-0.015009,-0.264599,0.153082,0.023534,-0.386607,0.1987,-0.16572,0.79138,-0.377784,0.333177,1.165138,-1.345806,0.258633,0.358278,-1.024161,-0.008758,-1.122563,0.520617,1.817243,1.059388,-0.037863,0.07312,0.387904,0.199059
positif,0.957636,-0.234227,-0.924891,0.045715,-0.726375,0.109451,0.303539,0.697859,1.217247,-0.417435,0.918797,-0.607718,-0.738163,0.044753,-0.719939,0.036782,0.891328,0.115329,0.531978,-0.129685,0.104036,-0.996983,-0.877197,-0.058054,-0.419283,0.242885,-0.065461
angle,0.113774,-0.805251,-0.410503,-0.110492,-0.471351,0.978946,1.271981,-0.289562,-0.583838,0.289843,1.02783,-0.059567,0.113726,0.275874,-1.28264,-0.630375,1.162114,0.542843,-0.66977,-1.431871,0.804122,-0.520848,0.493487,-1.187077,0.891756,0.102375,0.77974
polynôme,-0.146185,0.145514,-0.839101,-0.707112,-1.514658,-0.378622,0.203147,-1.226604,-0.682559,1.944376,2.096499,-1.018719,-0.865278,-1.020293,-0.093584,1.107445,0.163338,1.250946,-1.163392,-0.337903,0.008638,-2.037051,-0.704824,-1.068412,-0.607914,-1.032378,-0.242442
centre,-0.243965,-0.044524,-0.211806,0.418703,0.302053,-0.45069,0.156628,0.790373,-0.651251,-0.491232,0.882669,-0.523504,0.110048,0.328085,-0.884187,-0.452165,0.176851,-0.388959,0.843584,-0.561011,0.290727,1.752139,0.199481,-0.759106,1.421751,1.50767,0.413824
démonstration,-0.320485,-0.797505,0.153311,0.856509,-0.490969,-0.513417,0.183012,-0.160541,0.681127,-0.460081,0.503634,0.44437,0.021648,-0.118461,-0.655077,-0.750542,0.695152,-0.670167,0.515955,-0.393743,-0.504841,-1.14406,0.363655,0.383249,0.385163,-0.187619,-0.771498
