word,1,2,3,4
spectrum,-0.326428,1.670118,-0.135355,-0.837801
significant,0.739512,1.926935,-2.021419,-0.26342
duality,-2.279061,1.378946,0.53842,0.166423
exponent,-1.457372,0.843193,-0.030366,0.273715
states,2.737397,0.151648,-1.750984,-0.104073
asymptotic,-2.450476,1.362805,0.099035,-0.648522
correlation,-1.794927,2.235559,-0.664884,-0.67947
estimator,-2.868651,1.235012,0.547235,-0.734084
critical,0.653101,1.913019,-0.428738,1.008702
characterize,-0.374668,2.362345,-0.57947,0.187512
translate,0.0948,0.284203,-0.397329,1.322015
geodesic,-2.536641,1.167387,0.61954,-1.468693
semigroup,-2.915194,1.149629,0.80255,-0.720082
explicit,-1.155216,2.425657,-0.782119,0.730608
periodic,-1.204027,1.716835,-0.535685,-0.925965
singularity,-1.965791,1.345584,0.681083,-0.318142
numeral,-1.857131,0.828309,-0.049268,-0.94781
measurable,-2.093229,1.845732,-0.434564,-0.855874
null,-1.797653,1.339131,0.360045,-0.663213
fiber,-0.623887,2.44341,0.213484,-1.892962
tile,-0.280428,1.269496,0.712091,-1.499314
classify,-0.08894,1.227192,-1.210664,-0.888923
transitive,-2.479548,1.779974,0.703609,-0.779607
restrict,0.14997,1.866661,-1.809261,-0.792792
Laplace,-2.586088,0.315166,0.364208,-0.376876
differ,-0.349792,2.381806,-0.968023,-0.425688
multiplicative,-2.632679,1.605873,0.450863,-1.172184
round,2.531465,0.211929,0.686333,-0.983947
tetrahedron,-1.809302,0.935347,1.781142,-1.943612
expand,1.151424,1.258667,-1.482962,-0.584289
Cantor,-0.900925,-0.289932,0.782639,1.325773
Borel,-2.536147,0.067841,1.030648,-0.165407
Fermat,-2.62097,0.306312,0.776241,-0.043087
nonlinear,-2.333814,1.66026,0.169761,-0.26567
Markov,-2.391231,0.053872,0.434199,-0.060156
torus,-2.086086,1.039797,1.194595,-1.599797
dynamical,-2.805218,1.200449,-0.216321,-0.24663
compound,-0.702347,2.096747,-0.333319,-1.440692
height,1.309501,1.154895,-0.330508,-1.730962
adjacent,1.188142,0.338212,-0.67668,-1.762167
comparison,-0.110561,2.010983,-0.595608,-0.503343
paradox,-1.547724,1.209832,0.316865,1.059701
dependent,-0.874118,2.417898,-1.613077,-0.969282
log,0.779753,1.260964,0.044064,-1.517537
$\mathbb{zeta}$,-1.213922,-0.413057,0.262314,-0.244097
fit,0.890116,2.142282,0.163168,-1.234906
cardinality,-2.475847,1.337895,0.443875,-1.364934
coloring,-1.20391,1.847429,1.473737,-0.550356
polar,-0.307093,0.785892,0.122862,-0.860303
uniformly,-1.32157,2.214712,0.706542,-0.903922
Weyl,-2.58483,0.485126,1.178351,0.16583
tend,-0.011341,2.910467,-0.674128,-0.118706
symplectic,-3.20085,0.824807,0.794893,-0.676631
combinatoric,-3.123396,0.561903,-0.012336,0.268557
induction,-0.880248,1.367084,0.195523,-0.622816
Lebesgue,-3.035798,0.778013,0.294107,-0.51019
perpendicular,-0.626553,1.552801,0.707519,-2.348477
decrease,-0.251242,2.743668,-1.590271,-1.912904
binomial,-1.987308,-0.265295,-0.043883,-0.470419
net,0.939011,1.151375,-0.483022,-1.409226
dense,-0.138424,2.614321,0.356347,-1.903668
integrable,-2.97897,1.456894,0.664755,-0.72592
outcome,-0.596463,2.330716,-1.657158,0.384358
conditional,-1.496573,1.312455,-0.581507,-0.289467
quadrilateral,-2.325995,0.33728,0.730449,-1.814194
injective,-2.892163,1.670437,0.583444,-1.418537
gradient,-1.180793,2.090268,-0.274842,-2.429529
Gödel,-2.628343,0.259478,0.183866,1.045199
invertible,-2.493066,1.38932,0.643832,-1.243459
middle,1.418053,0.812206,-0.864859,-0.103035
inclusion,-0.228495,1.786978,-0.899072,0.238428
identical,-0.074098,1.86048,0.006049,-0.7372
vary,0.103103,2.622063,-1.12424,-1.426181
transition,0.218753,1.669201,-0.886329,-0.697193
eight,2.086111,0.846976,-0.566501,-0.679822
likelihood,-1.507435,2.372282,-0.950026,-0.187339
