word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
metric,-1.139164,-0.817223,0.490958,1.113562,-1.203202,1.431123,0.564291,0.237393,0.733744,0.35414,-0.345161,1.709054,0.356935,0.328693,0.285164
test,0.446661,-1.073922,-0.733262,-0.347556,-0.406349,0.997127,0.120382,0.255015,0.586771,-1.013782,-1.241842,1.134416,1.45675,0.385269,-0.992873
bundle,-0.908562,-0.845185,0.301588,-0.076144,-2.540957,0.795947,0.147634,1.197222,0.357741,0.361681,-0.061436,0.672633,-0.115933,0.39848,0.421043
center,-1.047709,-1.230045,-1.109311,-1.001433,1.56455,0.830474,-1.146888,0.33116,0.165226,-0.102692,-0.635865,0.520131,-0.423068,-0.354861,0.013482
symbol,-0.295953,-1.219284,0.682046,-0.246593,-0.889268,1.246888,0.911499,0.514102,-0.300273,-0.026522,0.041253,-0.328131,-1.521199,0.984559,-0.07591
projective,-1.499361,-0.152331,1.326876,0.336085,-1.948294,1.190364,-0.210455,0.208907,-0.490793,1.31011,0.16788,1.453821,0.095821,2.185004,0.692068
sphere,-0.520956,-0.781623,0.813609,0.087152,-0.740942,1.549269,-0.094268,0.038833,-0.809495,-0.437097,0.129654,0.785247,-0.723991,1.302172,0.617219
interval,-0.672649,-0.756032,0.458856,1.455787,-1.03657,1.784774,-0.519307,0.650846,0.729108,-0.155892,-0.392963,0.784723,0.47023,1.330965,-0.258112
single,0.0046,-0.693175,-1.494288,0.199236,-0.994117,1.260311,-0.501536,1.519856,0.165269,-0.954603,-1.245348,-1.101394,0.233579,0.116712,0.113506
geometric,-2.180536,-0.679515,0.568463,0.366918,-2.141252,1.437833,0.122263,-0.573825,-0.806883,-0.145725,0.033307,0.959719,-1.056954,1.704327,0.015399
ideal,0.037295,-1.575509,0.213077,0.70425,-0.872081,1.163256,-0.247166,-0.493752,-0.953992,-0.125749,-0.055118,0.682125,-0.790044,0.802845,0.421294
dual,-0.921223,-0.929788,0.365474,-0.871438,-1.081258,1.164598,-0.21076,0.2398,1.077477,-0.397955,-0.496151,0.424698,0.571329,0.757654,-0.021507
