word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
pair,0.413278,0.306018,-0.549678,0.480345,-0.70081,0.429378,-0.427124,-0.397444,0.071005,-0.920573,1.053582,-0.882915,-0.335407,-1.628254,1.049376,-0.487536,1.165536
hold,-0.914484,-0.480004,-1.813032,0.39273,0.959962,0.553138,-0.008526,-0.414421,0.403285,-0.352143,0.349524,-0.441889,-0.252603,-0.072893,0.090043,-0.951543,0.201758
limit,-0.435129,0.499739,-0.519944,-0.510734,0.420755,0.213237,0.426037,-0.641672,0.352537,0.078098,0.035872,0.026982,0.83463,-0.87932,1.031598,-1.883524,0.260124
special,-0.511876,0.050265,-1.4009,-0.423662,-0.328431,0.615897,-0.293306,-0.564336,0.550476,-0.693811,0.277817,0.457022,0.372272,-0.025948,0.509631,-0.996155,0.297352
generate,0.111143,1.119994,0.193208,-0.436599,-0.423706,0.364457,0.582888,-0.237753,0.975207,0.255188,0.242407,0.546921,0.864248,-1.507286,1.270223,-2.011154,0.308298
coefficient,0.202798,0.76117,1.407262,-0.293751,-1.359797,-0.006039,1.328202,0.121215,0.040725,0.425146,-0.312363,-1.06808,-0.7009,-1.481648,2.87709,-1.260805,0.634369
standard,-0.858784,0.113695,-0.403404,-1.349628,0.17542,1.273567,0.213538,-0.849486,1.046576,-0.130297,0.248774,0.918109,-0.003198,-1.483851,1.14988,-1.31347,0.439911
identity,-0.481893,-0.957576,-0.297839,0.181893,-1.130252,0.132331,0.157969,0.625466,1.22191,-0.209626,0.459047,0.018417,-0.017623,-0.322161,0.116535,-1.74483,-0.997232
four,0.092862,0.009894,-1.776228,0.349312,0.654356,0.550576,-0.280864,-0.822097,0.222492,-0.604351,0.928257,-0.323914,-0.084545,-0.791435,0.94002,-0.44953,0.690335
rule,-1.205908,-0.980606,-0.969729,-0.244495,0.125028,0.651799,0.106536,0.299946,1.233252,0.737493,0.885503,-1.353309,-0.260959,-0.558072,0.434554,-1.250631,-0.414845
topological,0.990234,0.155086,1.608156,-0.736893,-1.916155,-1.433552,0.958035,-0.755233,1.328062,-0.417965,-0.471558,-0.672502,-1.362212,-0.687374,1.811309,-1.528922,0.259303
computer,-1.103545,0.54432,-0.508246,-1.154308,-1.343846,0.8391,-0.625596,-1.383408,0.87168,-0.28071,0.112311,2.342544,-0.393528,-0.228077,0.543309,-1.215245,0.073359
derivative,-0.329848,0.515669,0.816655,-1.648622,-1.360503,0.280144,0.984499,0.347054,0.568537,-0.117848,0.096123,-0.337501,-0.048986,-1.806068,1.149493,-0.887975,0.333238
symmetry,1.004733,0.6252,1.438075,0.410731,-1.597689,-0.742454,0.598983,-0.557687,1.256289,-0.373315,0.180056,-0.574381,-1.400162,-1.326777,1.886946,-0.425653,0.147893
compact,0.485946,0.461906,0.588953,-1.260273,-0.066593,-0.073635,0.084448,-0.329529,0.903312,-0.660049,-0.128861,0.068586,-0.187788,-1.264131,1.450539,-0.961199,0.993501
factor,-0.716906,1.004409,0.199766,0.348352,-1.014736,0.120896,0.904752,0.120233,0.125798,0.465445,0.721664,0.156299,0.709904,-1.704894,1.201044,-1.914646,-0.743335
family,-0.008166,-1.03523,-1.951114,-0.025588,-0.105203,0.286841,0.970312,-0.735722,-0.387807,-0.098502,0.827728,-0.695148,0.952465,-0.748929,-0.681278,0.165384,-0.988895
transform,0.264064,0.394357,-0.207319,0.048368,-0.821221,-0.810627,0.094959,0.122298,1.245099,-0.264776,-0.15411,0.007341,-0.123675,-0.889752,0.043186,-1.4491,0.227502
convex,1.512001,-0.537637,2.011719,0.387657,-0.37827,-0.696026,0.305776,-0.727667,0.119914,-0.661907,0.077896,-0.928024,-1.320256,-2.097696,2.10839,-1.041194,0.351043
domain,-0.655713,0.518835,0.573817,-1.188924,-0.710493,-0.349109,0.729942,-0.531115,1.524356,-0.192275,1.101352,-0.225712,-0.487669,-1.116076,0.050977,-1.126332,-0.525215
subgroup,-0.137829,-0.12003,1.683898,-0.220697,-0.85094,-1.22437,0.754667,-0.284858,1.166497,-0.638887,-0.239726,-1.604406,-0.250918,-1.301568,1.695831,-0.052485,-0.835563
construct,0.788288,-0.138245,-0.831799,-0.551821,0.855779,-1.099986,0.298047,-1.479702,0.907659,0.022616,0.316281,-0.132558,-0.597215,-1.360999,-0.10296,-1.281461,0.382009
axiom,0.268526,-0.109526,1.80555,-0.78531,-1.320891,0.050298,1.015352,0.208683,1.084482,0.64886,-0.03108,-0.390609,-1.659722,0.196972,1.608327,-1.232052,0.219156
construction,-0.108812,0.469735,-1.220425,-0.892817,1.507362,-0.664655,0.544669,-1.33056,0.678761,0.129356,0.232324,0.143923,-0.265107,-1.006331,-0.181153,-1.529822,0.602085
