word,1,2,3,4,5
increase,-1.259622,-2.150861,0.653291,-1.336345,2.405996
projection,-0.779331,0.516538,-0.152272,0.078745,2.383815
partition,-0.923648,-0.373661,0.179327,-0.15521,2.659479
exponential,-0.589308,-0.189204,1.755868,-0.53766,2.608165
range,-1.120778,-1.335358,0.77848,-1.05716,2.212508
subspace,-0.625575,1.063187,0.765222,0.453175,3.242938
support,-1.109133,-0.406701,0.886836,-1.330845,1.484234
diagonal,-1.162946,-0.373726,-0.522908,0.101979,3.078985
computation,-1.358312,-0.387093,1.460123,-1.754627,1.246795
curvature,-0.300311,0.757462,1.239407,0.182588,2.559826
flow,-0.160966,-0.367807,1.584486,-0.486592,1.610171
analytic,-1.177656,1.041673,1.827588,-1.17872,1.929286
chain,-0.5972,0.347403,0.912995,-0.156553,2.270913
cohomology,-0.375235,2.16307,1.757404,0.227119,2.079477
trivial,-0.94702,0.761699,0.78225,0.233696,3.270549
converge,-0.355072,-0.885953,0.99971,0.258715,3.217647
lemma,-0.338134,1.161114,1.513435,-0.1151,1.432021
origin,-1.253957,-0.245445,-0.117965,-0.749919,2.361391
convergence,-0.346695,-0.143644,1.805707,-0.406575,2.22132
division,-1.143413,-0.803684,0.536384,-0.96375,1.725511
union,-1.3902,0.32542,0.147894,-0.875068,1.61765
empty,-1.179966,-0.734085,0.073325,0.042357,3.186955
computational,-1.173263,-0.144129,2.26258,-2.497284,0.59258
functor,0.018939,1.195426,1.177059,0.876308,2.571966
fraction,-1.225326,-0.610085,0.156737,-0.671496,2.061535
source,-1.322603,-0.130311,0.979931,-1.742202,1.016692
eigenvalue,-0.411502,-0.140961,0.900382,0.353893,2.954187
translation,-1.464423,1.059702,0.43323,-1.104348,1.201498
hypothesis,-0.610511,-0.677297,1.583803,-0.951097,1.660976
scalar,-0.529222,0.104275,1.137533,0.165433,3.144047
coxeter,-1.905029,3.111615,-1.310992,-0.072176,1.294056
third,-1.933898,-0.160184,-0.250093,-1.400391,1.620226
Fourier,-0.360672,0.604533,1.905383,-0.470879,1.759501
bit,-1.358995,-2.124544,-0.709464,-0.898009,2.026017
exact,-0.981165,0.031979,1.305336,-0.697064,2.331476
elementary,-1.365668,0.810926,1.271392,-1.273229,1.652666
maximal,-0.705109,0.766355,0.628487,0.607127,3.215459
radius,-0.964266,-0.557637,-0.901773,0.171828,2.871306
homomorphism,-0.477231,1.330088,1.108216,0.799827,3.353779
identify,-1.084188,0.037521,0.574378,-0.779578,2.293009
distinct,-1.534474,-0.283208,-0.224699,-0.402565,2.956375
minimum,-0.71906,-1.313513,0.537974,-0.417209,2.800828
development,-1.439189,-0.021162,1.793725,-2.647777,0.357383
ordinal,0.063135,0.050868,1.241903,0.499492,2.114569
homotopy,-0.336696,1.593263,1.484143,0.19005,2.070428
elliptic,-0.74993,1.298484,1.297163,-0.394932,1.791784
mapping,-0.656812,1.257483,1.123023,0.087728,2.585215
alternative,-1.084543,-0.405917,1.1748,-1.142005,1.990511
rate,-0.722478,-1.978778,0.801388,-1.179116,1.554397
character,-0.901396,0.356897,0.393198,-0.294555,1.835205
central,-1.484046,-0.040883,0.152318,-1.01872,1.788145
irreducible,-0.577641,1.066341,1.021533,0.810621,3.354352
principal,-0.984765,0.612528,0.833438,-0.305441,2.198403
count,-1.447299,-0.777852,-0.064057,-0.831176,2.046846
finitely,-0.603264,0.95536,1.191794,0.19025,3.036539
kernel,-0.100506,0.310179,1.706008,-0.042385,2.190992
infinity,-1.041278,-0.260194,0.502947,-0.669525,2.303868
calculation,-1.209131,-1.07021,1.094199,-1.796769,1.442303
draw,-1.173371,-0.985253,-0.178793,-1.01464,1.934705
divisor,-0.970174,0.443431,-0.018233,0.420801,2.892048
pattern,-0.905366,-0.851543,0.247288,-0.934356,1.420038
average,-0.914502,-1.797082,0.697315,-1.11235,2.021837
knot,-0.515065,0.896083,0.100723,0.245382,1.370773
assumption,-0.502331,-1.117821,2.002424,-1.008221,2.124385
expansion,-0.618972,0.032542,1.105729,-0.280852,2.093859
frequency,-0.159223,-1.547982,1.270701,-0.715259,1.710897
dynamic,-0.526517,-0.038418,2.390033,-1.746191,0.791225
canonical,-0.445445,0.838348,1.458125,0.282515,2.788318
minimal,-0.713206,0.4785,0.810832,0.078092,2.471689
segment,-1.190806,-1.023072,-1.018627,-0.330486,2.628483
sheaf,0.096342,1.610003,1.605356,0.800317,2.305382
approximate,-0.800703,-0.926166,1.426989,-0.819745,2.336362
combination,-1.210827,-0.596574,0.584817,-0.645248,2.502136
relative,-0.655694,-0.724414,1.070319,-0.588178,2.29503
programming,-0.679673,0.217087,1.881957,-1.516078,0.778331
optimization,-0.444541,-0.109927,2.311033,-1.586511,0.737805
variation,-0.733267,-0.186644,1.207383,-0.94416,1.721702
frame,-0.33868,0.280756,0.992854,0.140753,2.047773
variance,-0.263667,-1.905541,1.441508,-0.362034,2.401366
branch,-1.282497,-0.050993,0.451828,-1.128648,1.84392
boolean,-0.393539,0.670102,1.509763,-0.100578,2.050409
harmonic,-0.543411,0.76474,1.219211,-0.362547,1.946608
optimal,-0.627692,-1.2317,1.579709,-1.043674,1.633185
ordinary,-1.011652,0.383147,1.353113,-0.798272,2.111964
polyhedron,-1.031322,1.083646,-1.06016,0.454798,2.042314
singular,-0.57106,0.821205,1.00458,0.089112,2.549802
filter,0.303322,-0.244858,1.990618,0.057039,1.76224
automorphism,-0.732187,1.467677,0.449579,0.706068,2.708383
