word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
infinite,-0.576215,-1.352453,-0.660581,-0.422383,0.032571,0.17375,0.061268,0.190184,1.338387,-1.044377,0.521631,-0.463471,-1.417322,-0.02905,1.616624,-0.026013,-0.404956,0.327506,1.069906
operation,0.103447,-0.499261,-0.967043,0.073937,-0.767957,-0.022643,-0.889675,1.561223,-0.417482,-0.272074,-0.311996,0.541033,1.045476,1.391774,0.477775,-1.163631,-0.106541,0.355466,-1.527639
angle,0.322314,-1.343517,0.062185,-0.088174,0.619329,-0.12072,0.530847,1.950638,0.54645,-2.087424,0.044667,0.47133,-0.765107,-0.67603,1.359492,-0.432493,1.069244,0.005138,0.298028
random,-0.851079,-1.27443,-0.534627,-0.138255,0.39096,0.494155,-0.313619,-0.625971,1.148929,-1.207461,-0.239755,-0.221322,-0.340475,0.063729,1.17997,-0.405202,0.079027,-0.091081,0.152137
basis,0.100086,-1.733712,-0.141385,0.219116,-0.728048,-0.121778,0.160744,0.009107,-0.307346,-0.72099,-0.247524,0.055036,0.631758,-0.032051,0.726491,-1.062916,0.088095,-0.186777,-0.703842
natural,-0.100167,-1.984096,-0.739265,-0.668979,-0.582933,0.421072,0.221093,-0.023747,0.244816,-0.349457,0.437022,-0.798572,0.934738,-0.580695,-0.788104,-0.510992,1.433307,0.504467,-0.626606
power,0.51192,-1.422649,-0.190122,-0.334482,-0.174169,-0.096561,-0.982106,0.909456,-0.132754,-0.426025,0.430202,0.751409,0.133578,0.393251,0.70362,-1.213017,-0.145771,0.086358,-1.050244
area,0.069247,-1.851351,-1.125132,-0.179434,-0.967833,-0.969463,-0.286226,1.242128,-1.322166,0.044971,0.158409,0.811103,1.013033,-0.960369,-0.972713,-0.045989,1.395001,0.777221,-1.111438
open,-0.377751,-1.149016,0.232401,0.194349,-0.446642,-0.365633,-1.214496,1.106158,-1.013099,0.024148,-0.741344,-0.044033,-0.363224,-0.083129,-0.636206,0.009084,0.527726,0.660302,-1.03737
solve,0.200008,-1.745212,-0.098479,-0.954005,0.404915,-0.321241,-0.063279,-0.125904,1.15715,-0.223886,0.149729,-0.22622,-0.019033,0.772227,1.131204,-1.161658,-0.035647,0.108665,0.008809
pair,0.847641,-0.898125,0.272191,-0.317011,0.867794,0.159122,-0.231172,0.83728,0.241449,-1.021592,-0.511285,0.407235,-1.201302,-1.089864,0.524172,-0.132906,0.557833,-0.137634,-0.994107
hold,0.587798,-1.137557,0.532151,0.627879,-0.768458,-0.261381,-0.689238,0.294645,-1.224021,0.704774,-0.590174,0.255496,-0.458692,-0.012809,0.084696,-0.465321,0.118363,0.243378,-0.923424
