word,1,2,3,4,5,6,7,8,9,10,11
uniform,-1.08223,-1.102337,0.746021,1.0845,0.441492,2.259276,0.465068,1.53989,1.20249,0.492601,1.740341
path,-1.175409,-1.274408,1.019425,0.707545,-1.773204,1.053384,0.272035,0.379338,0.735241,1.920636,0.704954
negative,-0.522079,-0.806295,-0.35935,1.906001,-0.635081,1.067248,0.877668,-1.265595,-0.257194,2.132823,1.580007
image,-1.060936,-2.21402,0.246566,0.340493,-1.325795,1.583131,0.971165,-0.12285,0.66409,-0.388614,0.911018
member,2.494604,-0.636018,1.493202,-0.782162,0.141415,1.604821,-0.127,-0.524178,-0.431377,0.752159,2.894922
inverse,-0.653046,-1.797035,-0.997677,1.285358,0.006833,1.590257,0.958894,-1.695424,-0.356793,1.342676,0.541732
step,-0.08165,-0.574126,0.119468,1.818053,-2.064443,1.094492,0.250001,-0.695218,1.304901,1.532329,0.068162
independent,0.482497,-1.170252,0.519434,1.081707,-0.858317,1.354329,1.322915,-0.44791,-0.18214,2.320366,1.087516
arithmetic,1.426441,-0.781915,-0.988358,1.255825,-0.083987,2.862024,-0.34783,-0.519441,-0.176756,0.766048,0.591955
position,0.120804,-0.574309,1.436047,0.136389,-1.794228,0.921192,0.23072,-0.940459,0.484329,1.148644,2.264574
calculus,0.737093,-1.274283,-0.472133,-0.220813,-0.109168,2.971972,-0.292277,-2.188971,-0.547095,0.723972,-0.434993
rational,-0.551422,-1.329469,-0.891763,1.706844,0.112584,1.718825,-0.054012,-0.496653,-0.16749,1.750874,1.027488
law,0.192463,-0.069963,-0.261476,0.391908,-0.325361,1.713042,0.248376,-2.106009,-1.09208,1.453523,0.725104
tree,0.025942,-1.104381,0.515744,1.286738,-0.719761,1.783766,0.773689,1.97153,0.758534,0.886631,0.612254
component,-1.019301,-1.849689,0.207874,0.715456,-1.116211,1.208457,1.586579,-0.410713,-0.168788,1.063668,1.39834
lattice,-0.358099,-1.766149,-0.275809,0.851418,0.446566,1.770274,0.18209,1.061662,-0.294168,0.396325,1.782544
inequality,-0.598666,0.179501,-0.481258,1.668182,1.277349,1.666693,-0.268243,-1.01926,0.096323,2.522641,0.127417
volume,-0.389449,-1.151543,0.469418,0.399088,-0.357585,2.211267,-0.546072,-1.014098,1.324713,-0.540464,1.497564
section,-0.667426,-1.761083,-0.150921,0.191541,-1.103505,1.496759,-0.8638,-1.14077,0.283333,0.054128,1.12701
add,0.226979,-1.006541,-0.227628,1.669289,-2.041917,1.344472,-0.045619,-0.495717,0.605507,0.695471,1.253385
$\mathrm{e}$,0.104558,-3.012769,-0.095293,0.482804,-0.049266,0.064721,-0.318894,-1.031917,0.68643,1.047741,1.341853
fundamental,-0.571893,-1.675357,-0.104953,0.17842,-0.521744,2.645646,-0.289469,-0.281145,-0.662094,0.732986,0.939367
game,1.141912,0.391093,0.964971,0.682556,-0.85022,2.176606,0.05391,1.348333,0.214799,1.185602,0.547763
polytope,-0.985128,-1.443017,0.282211,0.649462,0.515577,2.387069,-0.926165,1.89139,1.278553,-0.944718,1.89257
smooth,-1.87646,-2.81413,0.153428,0.464464,-0.553097,1.224837,-0.345744,-0.207409,-0.153415,2.23167,0.093383
partial,0.126463,-1.442991,0.09881,0.774793,0.006534,2.186405,0.661722,-0.602669,0.081233,1.52903,0.551976
extend,-0.6334,-1.261273,-0.460091,0.892389,-0.605975,1.797548,-0.373848,-0.49737,-0.193864,1.314018,0.564209
multiplication,0.489106,-1.610545,-1.308522,1.558434,-0.649334,1.680915,0.270169,-1.040315,-0.254821,0.53817,1.070112
boundary,-1.817164,-1.636755,0.569487,0.499999,-0.983471,1.079999,0.255877,-0.165964,0.04262,1.792481,0.774461
local,-0.594885,-1.821907,0.437552,0.014427,-0.360384,1.563509,0.319676,0.067142,-0.845713,2.033278,0.318564
node,0.150577,-0.871037,1.225609,1.0606,-1.946096,0.430327,0.919058,0.982976,1.110938,1.105189,1.733005
develop,0.172008,0.292637,0.689934,-0.059938,-0.818926,3.082498,-0.725736,-1.028215,-0.019229,1.075851,-0.196559
difference,0.029457,-0.613429,-0.167591,1.331719,-1.099613,1.714065,0.84618,-1.182935,0.103692,1.396535,0.813173
statement,0.774327,-1.23349,-0.972432,1.386455,-0.784209,1.940105,-1.428319,-0.484542,-0.831708,2.058269,0.285643
tensor,-0.851812,-1.911392,-0.850774,0.034818,0.122874,1.583221,1.070039,-1.805624,-1.498071,0.552222,1.105716
discrete,-0.184506,-1.719821,0.308665,0.295108,0.07985,2.596233,1.22778,-0.302175,0.165601,1.112124,0.195944
variety,-1.14921,-2.366,-0.526854,-0.208814,-0.16131,2.065449,-1.083377,0.257761,-0.884974,1.118504,0.117991
generalize,-0.8533,-0.819849,-0.568636,1.25445,0.486,2.703822,0.017323,-0.357869,-0.248672,1.441393,0.49973
sample,0.665703,-0.035168,0.726107,1.630778,-1.608605,1.100814,2.220657,-0.991104,0.796545,1.979772,0.324103
statistic,1.633849,-0.355537,1.425825,-0.351643,-0.577247,2.411095,1.311459,-1.469575,0.594703,1.523141,-0.403314
axis,-2.426195,-1.535231,-0.279196,0.7983,-2.112586,0.316212,0.260713,-1.520666,-0.120315,-0.058851,2.1838
hyperbolic,-2.690711,-1.025698,-0.203048,0.818806,0.35379,2.571326,-0.37874,0.101825,0.450366,-0.314865,1.202204
rotation,-1.764786,-1.658641,-0.903423,0.980148,-1.853919,1.060665,0.367032,-1.675428,-0.152797,-0.519452,1.800283
Hilbert,-0.150394,-1.065576,-0.275251,0.187117,0.656312,2.097362,-1.084505,-0.616809,-0.738998,1.540777,0.793696
digit,1.095633,0.332743,-0.863189,2.82759,-1.74528,1.042807,0.243033,-0.67665,1.377229,-0.163207,2.027849
intersection,-1.095706,-1.947603,0.02303,0.702023,-0.759867,1.022821,-0.131623,0.531031,-0.347005,1.233753,1.771586
addition,0.61454,-1.467639,-0.522734,0.899624,-1.066419,1.701995,0.318284,-1.008412,-0.217768,0.897182,1.291574
expression,0.464555,-1.263264,-1.466507,1.904551,-1.330445,1.76678,0.426716,-1.515241,-0.54001,0.912538,0.533624
Student,1.434094,0.314743,1.564139,-0.668933,-1.65816,1.591225,-1.582184,-0.289714,0.205027,1.263509,1.088135
