word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
circle,-0.335029,-0.625878,-0.098469,-0.134291,0.545816,0.400376,-0.263855,-0.246807,1.133457,0.456324,0.69378,0.094301,0.468511,0.335428,0.805048,-0.601434,-0.563356,-0.44743,-0.484303,-0.175347
relation,0.5687,0.163813,0.006486,0.157011,1.089354,2.18507,0.466509,-0.934788,-0.549372,-0.76055,-0.420119,-0.109084,0.600828,-0.303947,0.419046,-0.373017,0.745758,-0.325843,-0.984072,-0.82761
positive,1.727428,-0.35462,0.364369,0.080356,1.045527,1.81516,-1.05047,0.176873,-0.284402,0.32201,-0.38682,1.134396,-0.07254,-0.271345,-0.223309,-0.265212,-1.276431,0.270133,0.153131,-0.669342
simple,0.655902,-1.182315,0.60995,0.289745,-0.539541,1.684683,-1.018472,0.315342,1.609176,0.604268,0.207044,1.101592,-0.801792,-0.644203,0.326136,-0.808196,-0.137698,-0.069997,-0.875729,0.146395
topology,-0.77,-0.46109,0.572063,-0.057523,-0.67028,1.877422,0.716189,1.702316,0.164887,0.456257,-0.420379,1.038815,0.391864,-0.941125,-0.340497,-1.423857,0.26619,0.100196,-0.4183,1.498521
category,0.789074,0.158399,-1.210747,-0.336805,0.966112,1.448538,0.010033,0.298162,0.93138,-0.17473,-0.441337,0.867328,-0.546156,-0.27101,-0.048667,0.08592,-0.249596,-0.020483,0.282647,-0.440437
surface,-0.018302,-1.646103,0.810402,0.189473,0.464492,2.149484,-0.242269,0.207427,1.282548,0.343629,1.624687,-0.138314,-0.565617,-0.435635,-1.524327,0.325105,-0.983972,-0.175063,-0.444863,1.175319
constant,0.373925,-1.315806,1.249397,-0.001171,0.27756,1.841795,-0.634158,0.274039,-0.633929,-0.228158,0.820316,0.531174,-0.254491,-0.663611,-0.262845,-0.645784,0.137337,0.635369,-0.209498,-0.067428
application,0.096288,-0.546415,0.305441,-0.795862,-0.35492,2.681624,0.096012,0.010354,0.91651,0.804033,-1.569278,0.874863,-0.791783,-1.444927,-1.618791,0.060298,0.281146,-0.630268,-0.509046,-0.004334
integral,-0.460361,-0.83231,0.160567,0.062714,0.469426,1.934561,0.130022,0.818143,0.215151,0.235975,-0.028636,0.420935,0.060767,-0.479394,0.208791,-0.590002,0.426175,-0.285935,-1.003234,0.608709
coordinate,-0.546249,-0.622025,-0.173655,-0.009994,0.366862,2.209257,0.775163,0.059394,-0.080764,-0.229682,-0.471583,0.095385,0.684143,-0.411847,-0.940122,-0.144982,-0.222431,-0.724771,-1.128687,0.165434
complete,-0.875982,-0.522209,-0.514519,-1.104402,0.184589,0.692023,-0.35171,-0.927674,1.042568,-0.040677,0.328585,-0.108459,-0.24652,-0.284809,-0.334209,-0.422707,0.014968,0.388019,-0.103399,-1.051483
root,1.093113,0.048487,0.132264,0.935742,0.345845,1.472047,-0.311201,-0.355697,1.032775,0.138956,0.597869,0.510979,-0.033166,0.467887,0.300743,-0.617774,-0.176486,-0.290261,-0.199338,0.440287
length,0.392558,-1.662155,-0.335496,0.176115,0.072019,1.190259,-0.605419,0.048603,1.565527,-0.441207,1.284271,0.816184,-0.620875,0.284988,-0.815982,-0.34672,-0.827957,0.302458,0.601102,0.383919
continuous,0.025275,-1.59073,0.34632,-0.389877,-0.054381,2.347554,-0.21014,0.61915,0.754591,0.112607,0.558409,-0.016162,-0.193164,-0.363946,-0.512764,-0.143705,-0.470055,-0.157515,-0.594249,-0.204436
logic,0.513039,-1.151098,0.409673,-0.50824,-0.243322,1.488691,0.230466,0.519813,0.253891,0.696778,-1.22859,0.900638,0.78873,-1.215857,0.538768,-1.688586,0.40447,0.008862,-0.17374,0.399752
external,-0.214966,0.658755,-1.197778,-0.943851,1.449716,0.084233,0.218356,-0.848717,0.881905,-0.05138,0.25734,0.57891,-0.197291,-0.456473,-0.457688,0.020149,0.570345,-0.778976,0.91302,-0.042618
side,-0.559119,-0.776853,-0.20005,0.250081,0.421125,0.34097,-0.627483,-0.209627,1.398859,-0.511475,1.793889,0.727768,-0.315663,0.34667,-0.164828,0.095036,-0.926912,0.266063,-1.081877,-0.703047
unit,-0.264173,-1.673061,-0.540224,-1.137807,0.173101,1.292584,0.729421,-0.946626,0.847076,-0.215213,-0.181738,0.001501,-0.422189,-0.117535,-1.991247,0.763925,0.02009,-0.018504,-0.587859,-0.042574
equivalent,0.304063,-1.209142,-0.313356,-0.255217,0.049535,1.586278,-0.119763,-0.172827,0.775544,-0.493317,-0.729678,0.784239,-1.062099,0.464385,-0.557032,-0.031456,0.656525,0.638535,0.175421,0.249777
conjecture,0.101373,-0.482008,1.446072,0.717413,-0.523042,1.2365,0.526688,0.890855,-0.692879,0.243843,-0.450479,0.244272,0.673221,-0.221917,0.827985,-1.417524,0.525907,0.94826,0.545069,0.937905
infinite,0.545289,-1.209939,1.12929,-0.563594,-0.051636,0.872829,0.61127,0.724627,0.122497,0.084892,0.160953,1.548843,0.610891,-0.601439,0.881697,-1.272667,-1.238723,-0.04725,0.09816,0.398669
operation,-0.299581,-1.072178,0.187178,-0.758599,0.236092,1.001039,0.911754,-0.973475,0.348135,-0.097165,0.237428,-0.274455,0.079375,-0.929156,-1.502958,1.312388,-0.096263,-0.84946,-1.416366,-1.007618
