word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
product,0.551692,0.280882,0.436898,-1.17185,0.442802,-0.323081,0.601363,0.383052,-1.112613,-0.012273,0.598364,0.19103,-0.428931,-0.992251,-0.088631,-0.520924,-0.31512,-1.458899,0.007016,0.074117,0.316837,-0.440132,0.741013,-0.08149,1.834168,-0.239829,-1.704449,0.694457,-0.653584,0.69126,-1.214728,-0.550234,-1.024638,0.182281,1.102033,-0.109956,-0.204424,0.10852
state,0.210634,0.350538,-0.276485,-0.886085,-0.177855,1.080502,-0.563706,0.128703,0.180732,-1.210317,-0.560111,0.428482,-0.487363,-0.789196,-0.403133,-0.530506,0.817472,-0.751783,-0.258386,0.207762,-0.260787,0.018081,-0.15814,1.153057,-0.847457,0.036075,-0.738018,0.169514,-0.881948,0.23202,-0.037891,0.049021,-0.63873,0.064361,-0.750261,-0.413676,0.796876,-0.192781
sequence,-0.120446,0.285587,0.267045,-0.841506,0.117627,0.353169,0.565431,0.544438,0.6171,-0.644848,0.074883,0.456335,0.9797,-0.638819,-1.755422,-0.252556,-0.323394,-0.120504,-0.167244,-0.259346,0.637333,-0.118678,1.201063,0.47846,0.98717,0.200989,0.899642,0.094526,-1.212756,-1.080552,-0.081722,-0.032991,1.034996,0.309586,1.994619,-0.15835,-0.136883,0.328948
distribution,-0.091453,-0.760335,0.698886,-0.65803,0.288817,0.260934,0.614301,-0.409937,-0.03816,-1.075388,0.530904,0.774381,0.702133,-0.721622,0.760935,-0.208314,0.133828,-1.419384,0.333378,-0.046576,0.687264,0.021506,1.671578,0.082657,0.126591,-0.673842,-0.716193,0.062531,-0.861463,0.415215,-1.555478,0.151136,0.452267,-0.233967,1.144935,-0.189528,0.784803,0.730905
variable,-0.14385,-0.476859,0.02021,-0.19153,-0.733085,-0.245321,1.570035,0.035326,0.229977,-1.374107,0.786189,0.79841,0.604341,-0.39903,-0.968064,0.442278,0.230038,-1.415388,-0.423458,-0.205077,0.213813,-0.107274,1.222292,-0.109059,0.529996,0.332528,-0.037458,-0.404139,-0.751479,-0.238717,-1.749695,0.383981,0.249184,-0.356369,1.961479,-0.092263,-0.14634,1.111597
solution,0.598948,0.487638,0.242302,0.007841,-0.083549,-0.038201,0.784168,-0.319955,-0.338005,-0.404435,1.161826,0.563578,-0.240415,-0.105205,-0.981186,-0.186401,-0.330665,-1.739969,-0.039523,0.115024,0.22505,0.409493,0.639896,0.37638,0.788482,-0.002316,-1.416705,0.714531,-0.843209,0.786419,-0.903423,-0.511958,-0.537797,-0.406616,1.11576,0.230602,-0.305286,-0.222948
square,0.02164,0.532525,-0.344941,-0.714975,0.523999,1.194568,0.704633,0.176711,0.831068,0.071629,-0.947752,0.304124,-0.701132,-0.821243,0.038111,1.164237,0.063487,-0.474954,1.265532,-0.683942,0.21488,0.291139,0.119128,-0.408228,0.123104,0.26824,-0.469247,-0.675525,0.715777,-0.454444,-0.409663,0.323653,0.265233,0.377687,0.399542,-0.440017,1.468705,-0.93581
map,0.074597,0.65519,-0.825937,-0.655651,0.202449,1.208259,0.041555,-0.743395,0.041056,-1.87094,0.34949,0.069247,0.55088,-0.735645,-0.25434,-1.232331,-0.371459,-0.853504,0.965537,-0.486656,0.132388,0.586947,0.326989,-0.241345,0.494442,-0.097492,0.050697,0.342279,0.38209,-1.013643,-0.831197,-0.246307,0.755812,-0.173619,0.671772,0.781686,0.550724,-0.246134
class,0.83624,0.238939,0.22292,-1.405455,0.014475,0.170447,0.414115,0.440973,-0.045091,-1.108749,-0.148076,-0.034448,-0.279057,-0.369475,-0.490241,0.317482,1.32694,-0.02865,-0.265035,0.577627,-0.242205,-0.205516,-0.496504,-0.369144,0.433091,0.537482,-0.195144,-0.772039,0.029755,0.266981,-0.233262,0.997674,-0.191419,0.58258,0.346482,-0.845474,-1.074629,0.510416
integer,0.01734,-0.103327,0.306997,0.799087,-1.690229,-0.022468,1.345578,0.394821,1.337697,-1.499575,0.166288,0.921807,1.40773,-0.535705,-2.138209,0.207616,-0.104368,0.521848,0.43199,-0.769922,0.572701,-0.440828,1.854769,-0.30534,-0.081652,0.952812,-1.586358,-0.076371,-0.15474,-0.619889,-0.968731,-0.374287,0.578984,0.453595,1.221334,-0.519114,0.298678,-0.140801
