word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
state,-1.363066,-1.20542,-0.274782,-0.196722,0.3152,1.268005,-0.250847,-0.992431,-0.54584,0.354566,0.556001,0.685533,0.395454,0.251417,0.461337,0.456292,-0.069984,0.692085,-0.436865,0.428637,-0.476926,-0.06547,0.113985,0.239745,-0.567221,-1.18313,0.284923,0.126789,0.569325,0.382035,-0.027427,0.169203,0.346461,0.533745,0.433254,-0.188844,-1.115729,0.12305,-0.402836,-0.137237,0.457231,-0.027504,0.400734
sequence,0.335344,-0.519427,-0.523492,-0.783473,-0.967322,-0.432869,0.234563,-1.223977,0.79731,0.454978,0.447383,0.243191,0.040303,1.79678,0.740125,-0.356174,0.746347,0.034574,0.455521,-0.305386,-0.200478,0.522955,-1.21321,-0.229808,0.594509,0.035749,-0.192669,-0.26124,-1.275836,0.293613,-0.654156,0.126272,0.86235,-0.09287,-1.175011,0.035254,0.630092,0.0917,-0.888549,-0.738123,-0.191955,0.104425,-0.34579
distribution,0.754911,-0.808742,-0.414457,0.872021,-0.798261,-0.216546,-0.235631,-0.03999,-0.111187,-0.944822,1.171443,0.140484,-0.30887,1.033661,1.043157,0.139265,1.230025,-0.005105,0.647515,0.207546,-0.18345,0.37066,1.064226,0.070212,0.232651,-1.407299,0.307897,0.570062,-0.359236,-0.036347,-0.449462,1.201504,0.207655,-0.841887,-0.1261,0.248084,-0.544586,0.604602,-0.642471,-1.257898,-0.539981,-0.247354,-0.171716
variable,0.631049,-0.71377,0.220296,0.856949,-1.468654,-0.057874,0.177454,-0.769775,0.464996,-0.095203,0.596454,0.023694,-0.245072,1.391453,1.199132,0.743866,0.642601,0.017641,0.681357,-0.138324,0.677074,1.753376,0.036261,-0.251219,1.122723,-0.810022,-0.142668,-0.213097,-0.723242,-0.024221,-0.800752,0.275549,0.304886,-1.284741,-1.554268,0.627777,-0.818111,0.415547,-0.247959,-0.526899,-0.710114,-0.49699,-0.58424
solution,0.357755,-0.36342,-0.374957,0.548198,-0.620539,0.709368,0.283992,-0.570837,-1.046625,0.149045,-0.184443,-0.571791,-0.08807,0.050717,0.712765,0.573383,0.111238,0.553373,0.671039,-0.064787,1.01783,-0.065983,-0.276094,0.090328,0.509886,-1.071672,0.065845,-0.38711,-1.188437,0.039265,-0.018437,1.040446,-0.212523,-0.727139,-1.142118,-0.237977,-1.060936,-0.176871,-0.461304,-1.378064,0.842871,-0.822975,0.009838
square,-0.201511,0.580958,-0.950685,0.149667,0.248061,-0.420923,0.586318,-0.480097,-0.013075,0.694316,0.250664,1.270254,1.293216,1.083902,0.269073,0.061102,-0.673211,-0.22639,0.712329,-0.631326,-0.455839,-0.791137,1.000623,-0.166385,-0.29469,-0.554519,-0.299588,0.500181,0.520277,0.802241,0.736663,0.654639,0.095983,-0.275473,-0.639694,1.063832,-0.476375,0.362719,0.241593,0.128545,0.019775,0.112324,-1.525866
map,-0.412487,0.398558,-0.720928,0.365021,-0.279695,0.022249,0.3389,-0.296369,0.125127,0.834218,0.544142,-0.226377,-0.870875,1.114645,0.085997,-0.404996,0.392112,0.551972,0.284978,-0.55293,-0.077548,-0.048044,-0.637554,0.266382,-0.042496,-0.691028,-0.379813,0.329573,0.137441,1.420986,-0.996125,1.778885,0.196855,-0.032649,0.064985,0.996308,-0.545792,0.769552,-0.87859,-0.446501,-0.172823,-0.86008,-0.927318
class,-1.057403,-0.575106,0.317798,-0.500521,0.052091,1.131726,0.130213,-0.251778,0.087671,-0.164119,-0.262519,0.53492,0.636583,0.220258,1.344486,-0.341325,0.581909,-0.021831,0.696944,-0.511864,-0.086744,0.964067,-0.445405,-0.541586,-0.022513,0.057381,0.942839,0.156253,-0.404592,-0.120128,0.171886,-0.145444,-0.590318,-0.057949,-0.004872,0.293099,-0.843295,-0.024922,0.43898,0.176489,-0.218352,0.359801,-0.824196
integer,0.346821,-0.542005,-0.713293,0.293393,-0.856424,-0.406756,-0.785146,-1.360902,-0.747785,0.240242,1.553926,0.152097,0.662146,0.325302,1.013864,1.183895,0.038923,-0.105676,0.210008,-1.162329,0.705231,1.778817,-0.101241,0.728587,0.517901,0.22507,-0.659756,0.075463,-0.602677,1.116677,-0.972896,-0.417762,0.203611,-0.93924,-2.5289,0.947478,0.308987,1.223254,-0.42587,-0.476158,0.497177,0.189334,-1.312743
mean,-0.243418,-0.417757,0.185658,0.398471,-0.520587,-0.112467,0.396652,-1.624219,-0.34025,0.590342,0.190617,-0.11606,0.230701,0.669214,0.462803,-0.364611,0.435192,-0.304355,0.441097,0.440071,-0.804928,1.038113,0.45848,-0.253417,0.620032,-0.455327,-0.485005,-0.737307,-0.625189,0.280882,-0.494492,0.477747,-0.534207,-0.388194,0.124374,-0.27051,-0.722896,0.258853,0.27661,-0.319536,0.237346,-0.209792,0.113938
