word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
analysis,-0.25889,0.967097,-0.764709,0.880316,0.068512,0.036445,-0.409888,-0.59394,-0.596226,-1.801246,0.632809,-0.746367,-1.031766,0.905128,-0.478194,-0.223866,1.912974,0.139668,-0.568609,-0.769983,0.587131,0.644983
dimension,0.085981,1.108912,-0.125307,0.398262,-0.870791,0.552723,-0.404063,-0.174402,-0.3622,-1.527726,0.341848,0.60778,-0.148027,0.940515,0.192109,-0.474456,0.783569,1.386801,-0.050093,0.200358,0.307003,0.748531
curve,-0.100157,0.411439,1.008761,0.023885,-1.484164,0.967328,-1.91462,-0.029716,-0.354918,-1.459447,0.16315,1.048303,-0.22183,0.473881,-0.291814,0.595481,1.148112,1.156245,0.53256,-0.27272,-0.264017,0.372327
type,-0.040038,-0.38991,-1.009624,-0.063106,-0.660905,0.708066,-0.863298,0.235843,-0.571078,-1.506634,-0.985736,-0.113086,-0.402735,0.503524,1.084166,-0.842524,1.593379,0.345977,0.056857,-0.258869,0.147795,1.288451
operator,-0.334247,-0.593992,-0.245346,-0.033484,-0.072992,-0.402059,-0.518899,0.369435,0.649771,-0.665396,1.028547,-0.196552,-0.161104,-0.031561,0.750006,0.287753,1.48331,0.154018,0.043097,0.761684,0.074927,1.583926
prove,-0.402204,0.311451,-1.102673,0.014889,-0.709869,-0.826953,0.481819,0.467174,-0.369585,-0.855673,-0.035985,0.832717,-0.010738,1.162064,-0.468024,0.590325,0.508286,-0.413927,-0.283706,0.180824,-0.377714,0.587167
probability,-0.577706,1.126522,-0.23278,0.258521,-1.301632,0.829659,0.656297,-0.491333,0.301382,-2.530452,0.137533,0.135882,-0.535873,0.594537,-1.541283,0.471967,1.477093,0.630627,-0.787955,-0.334903,0.775489,0.453922
structure,0.03929,-0.473387,0.507746,0.321905,-1.268387,-0.414311,-1.588001,0.897286,-1.622003,-1.136729,0.525455,-0.232174,-0.085103,0.042646,0.354969,-1.222743,2.089882,0.361972,-0.43226,0.003235,-0.109146,-0.184434
representation,0.172919,0.505187,0.169176,0.545517,-0.840972,-0.589187,0.260885,-0.35354,-1.228292,-1.847155,0.749742,-1.04519,-0.613913,0.628197,-0.292979,-0.456469,0.78735,0.057273,0.760015,0.252902,0.158779,0.028216
series,-0.05985,-0.082523,-0.478464,0.906475,0.315557,0.148597,-0.153722,-0.737507,0.397801,0.794085,0.000492,0.70365,-1.078145,2.184364,1.02442,-0.46554,-0.250342,0.402764,0.038872,0.752004,-0.130286,0.727453
prime,0.586163,-0.772206,-0.509238,-1.263576,0.093333,-1.083711,0.888249,-0.033406,0.350091,0.132379,1.102927,-1.377021,-0.023324,1.075528,0.056378,0.04539,0.472153,-0.362876,0.299757,0.643303,-0.473977,0.180453
measure,0.322334,-0.477383,-0.541644,0.167007,-1.477408,0.222644,-0.411415,-0.116852,-0.31471,-1.95223,0.152856,0.398302,-0.287333,0.333557,-0.352779,-0.07756,1.531173,0.234818,-0.357997,-1.229062,-0.469337,1.001325
equal,0.463891,-0.451665,0.093812,0.450433,-1.695584,-0.209605,0.786211,-0.230304,0.024581,-1.676562,-0.229245,0.017304,0.204725,1.157191,-0.767275,0.117338,0.995441,0.311626,0.491359,0.026576,-0.379538,0.287722
lie,0.05933,-0.445534,-0.364551,-0.616312,-1.238695,0.003709,-0.567562,0.356157,-1.143925,0.537296,0.104053,1.019767,0.410787,0.641001,-0.015414,-0.537759,0.799259,0.268401,0.328638,-0.393992,-0.420891,-0.681677
manifold,0.041863,1.122134,0.675617,-0.161049,-0.290535,1.170385,-0.949722,0.750726,0.178295,-1.618504,0.459382,-0.161597,1.302221,-0.277551,-0.428713,0.730857,1.501206,1.154517,0.106858,0.657288,0.673318,0.391216
degree,-0.186108,0.272641,0.896514,1.27664,-0.713144,-1.11115,-0.125755,-0.252676,-0.300359,-0.566776,-0.2345,-0.525617,0.76893,0.41382,-0.456971,-1.366018,1.281918,0.139244,-0.415525,-1.796383,-0.570983,0.491286
differential,-0.460867,0.8802,0.815259,0.285838,-0.563953,0.772982,-0.656105,0.324937,0.295401,-2.314237,-0.035234,-0.692456,0.008739,0.260077,-0.489152,0.66231,1.661009,0.517548,-0.825678,-0.285698,-0.134344,1.194647
$\mathbb{C}$,-0.02082,-1.068877,0.346605,-0.798693,-0.248993,1.063885,-0.846914,-0.798367,0.520207,-0.015164,-0.815377,-0.898968,-0.120829,1.068824,0.228154,-0.618117,1.515055,0.286612,-0.181553,-0.016496,0.838583,1.080076
regular,-0.067893,-0.937355,0.78049,0.946801,-1.102689,-0.717995,-0.125725,-0.263111,0.452086,-0.345242,-0.430759,0.217026,-0.61464,1.160253,0.109195,-0.438217,-0.270666,-0.481439,0.042681,0.099184,-0.631024,0.709139
second,-0.062104,-0.886891,0.542102,-0.222858,-1.069336,-0.788779,0.355651,-0.409164,0.231916,0.321425,-0.730396,0.427639,-0.367968,1.794501,-0.091911,-0.52258,0.20736,0.156104,-0.343537,0.425778,-0.587026,0.434928
triangle,0.220232,0.187731,0.74485,0.013861,-0.862928,0.28873,-1.493319,0.41815,-0.124722,-0.330888,0.659752,0.052588,-0.214675,0.511956,0.402738,-0.175991,-0.327309,0.629691,0.475297,0.183568,0.010206,-0.305937
subset,-0.875538,0.806339,-0.048103,0.470828,-1.301674,0.883376,0.038433,0.121569,-0.250917,-1.888513,0.389397,-1.135549,-0.921565,-0.483802,-0.193697,-0.659105,0.839932,0.643699,0.765937,0.334517,0.715717,0.835231
circle,0.65175,0.313196,0.359895,0.336461,-0.404492,-0.257275,-0.554822,0.322482,-0.885379,-0.132642,0.558424,0.479666,0.080054,0.736366,0.266566,-0.667,0.010669,0.450132,0.352542,0.205674,-0.545776,-0.206498
relation,0.155171,0.118361,-0.804086,-0.270452,-0.442317,-1.639326,0.58171,-0.350005,-0.74485,-0.861598,1.211317,-1.101716,-0.37886,0.804748,-0.066676,-0.17706,1.382849,-0.184394,-0.061621,-0.532105,-0.03349,-0.660762
positive,-0.205152,0.256711,-0.87371,1.096187,-0.99634,0.881058,0.707573,-0.196028,0.120036,-1.004996,0.748734,-0.367235,-0.794649,1.826188,-0.541248,0.333938,0.635314,0.278511,-0.143589,-0.91814,-0.834653,0.191333
simple,-0.277103,0.441639,-0.456506,0.69214,-0.97227,0.994069,-0.526452,0.634298,-1.599257,-1.506566,0.125318,-0.032147,-0.002632,1.050543,0.083866,-0.363838,0.83781,0.396922,0.605642,0.76854,-0.695198,1.244079
topology,-0.821314,1.418103,1.026485,0.385078,-0.314263,1.079679,-0.831967,0.659065,0.17748,-1.581431,0.898193,-0.975765,-0.027668,-0.458121,-0.349277,-0.13727,1.570201,1.106728,-0.195331,0.741835,0.833809,0.229171
category,-0.438404,-0.194024,0.093449,1.367116,-0.42746,-0.444485,0.378056,-0.79903,-0.011961,-0.951417,-0.584737,-0.713214,-0.82673,0.900243,0.862843,-0.297172,0.700824,0.356083,0.320388,-0.439106,-0.423919,0.234764
