word,1,2,3,4,5,6,7,8
ratio,-0.031268,0.597953,1.576972,-0.605548,0.867284,1.186963,2.008693,-1.502334
program,0.860949,-0.402072,-1.63227,1.223323,1.495135,0.556839,0.308371,-2.272917
quadratic,-0.976336,0.558874,2.277614,-1.381542,-0.666539,2.627446,0.403603,-1.408281
cube,-1.277535,0.62692,0.548816,-0.152608,-1.037712,-0.075707,1.086278,-1.226805
cycle,-0.096151,1.035119,-0.127653,-0.507399,0.451068,0.591579,0.941816,-1.386174
figure,-0.871272,1.477074,-0.668349,-0.159941,0.995156,0.011966,-0.307698,-0.427551
argument,-0.430215,1.133649,0.949407,0.068556,1.013837,1.520161,-1.759825,-1.32391
Riemann,-0.796628,0.760488,1.55778,-1.764925,-1.366261,2.575972,-0.094532,-0.94168
Euler,-0.717993,0.717066,1.51209,-1.557712,-1.009589,2.282097,-0.066264,-0.593131
calculate,-0.164012,0.778492,1.471261,-0.343639,0.77752,1.640692,1.050427,-1.764509
shape,-0.477605,2.537567,-0.062086,-1.541079,-0.007143,-1.076995,1.03212,-1.827116
formal,0.256091,0.511402,-0.258982,-0.87341,1.629045,1.015542,-0.720227,-1.318005
derive,-0.462946,1.302992,-0.185491,-1.738111,0.660007,0.292929,0.255589,-1.24465
statistical,1.378311,-0.402087,-0.488902,-0.664369,0.119168,1.785152,0.607279,-1.350412
network,0.524465,-0.390503,-1.285125,0.654049,1.25613,0.201169,0.89096,-2.448137
estimate,1.028601,0.591136,0.527265,-0.48893,1.97597,0.714908,1.304093,-0.63455
norm,-0.101813,0.252479,0.563682,0.284248,0.402858,1.575636,-0.800416,-1.309919
polygon,-1.084473,0.639505,1.234586,-0.908888,-1.279976,0.615889,0.812731,-0.956978
permutation,-1.224716,0.556304,2.089663,-1.041946,-0.690121,1.700241,0.885312,-1.084366
world,-0.164414,0.90829,-1.832812,0.905383,1.568727,-0.20311,0.211181,-0.584367
maximum,0.395457,1.105706,1.303378,0.078751,1.458315,0.502202,2.448532,-1.349993
equivalence,-0.913523,0.343174,1.615942,-1.236061,-0.025469,2.460596,0.327662,-1.472922
parallel,-0.157967,1.094005,-0.023442,-0.878623,0.393865,0.176379,1.095377,-1.167918
numerical,-0.147332,-0.063693,0.663264,-1.040111,0.138402,2.047409,0.468239,-1.964788
orthogonal,-1.387184,0.790569,1.924993,-1.676197,-0.468987,1.709282,1.311862,-1.307474
isomorphic,-1.388827,0.800379,2.130751,-1.708519,-0.663765,1.860001,0.942408,-0.900632
connection,0.425776,0.597201,-0.280646,-0.269709,1.038789,0.160161,0.066136,-1.118635
locally,0.77115,0.568755,-0.15522,-1.07079,0.488042,-0.640108,0.714289,-1.065713
existence,-0.347244,1.057796,0.237319,-0.9269,1.396893,0.574333,-0.684961,-0.896589
complexity,-0.39825,0.264986,0.562346,-0.729807,0.335891,1.571027,-0.346773,-2.938437
isomorphism,-1.153825,0.312583,2.279419,-1.632918,-0.782668,1.964994,0.340661,-0.995881
