word,1,2,3
reduction,2.800853,0.342913,1.241569
spectral,2.676668,-0.174508,-1.023276
homology,2.436079,-0.068569,-1.785405
Cauchy,1.724584,-0.387159,-2.647187
Galois,1.103993,-0.285748,-3.042256
NP,0.734554,0.266175,-1.521776
separate,1.271797,0.369076,2.043004
decimal,2.185915,0.764851,-1.112183
neumann,-0.993215,-0.520605,-0.943736
trace,1.099963,-0.343801,1.045056
integration,1.975831,0.101979,0.733911
criterion,2.103215,-0.4169,0.88204
primitive,1.604056,-0.656709,0.197029
global,1.283068,0.089049,1.638894
modulo,2.155744,0.8463,-2.213222
strategy,1.864412,-0.78037,1.553324
equality,1.237155,-1.105689,1.01206
holomorphic,2.334863,-0.143511,-2.931579
infinitely,2.522523,-1.443397,-0.989429
Gauss,0.708129,-0.053896,-2.441618
nonzero,2.857286,-0.375833,-1.738557
quaternion,1.37522,-0.546829,-3.198834
regression,2.678359,-0.754339,-1.405868
neighborhood,-0.008428,0.767921,1.730589
correspondence,-0.034263,-1.042788,0.281307
adjoint,1.116705,-0.569587,-2.747524
variant,1.647554,0.846672,0.536469
disjoint,2.319415,0.042255,-1.648802
distribute,1.474856,-0.046564,1.452303
evaluate,2.445033,-0.57718,0.964217
additive,3.136384,-0.159315,-0.560694
unknown,-0.124625,-0.209182,1.133247
span,1.002363,0.924621,1.547051
combinatorial,2.192074,-0.81036,-1.896012
matroid,1.502978,0.052885,-3.449972
orbit,1.888456,0.527779,-0.06857
cone,1.558221,0.201493,-0.180679
truncate,1.809697,1.153257,-0.673994
flat,1.282742,0.286936,1.038815
simplex,-0.039019,0.758427,-1.770774
interior,0.764064,0.344049,1.284455
arc,1.112179,-0.150799,0.499938
Dirichlet,1.557476,-0.430635,-3.05487
moment,0.870307,-2.021587,1.322195
unitary,1.171603,1.012078,-0.604822
iteration,1.527941,-0.229716,-0.179796
factorization,2.046849,-0.618085,-2.502454
split,0.360886,0.411506,1.455784
Poincaré,0.45563,-0.799389,-2.366722
Poisson,0.717291,-0.199612,-2.272857
entropy,2.503095,-0.600909,-1.166341
sufficient,2.732701,-0.407925,1.69443
restriction,2.212219,0.185012,1.741473
orientation,2.233875,-0.803946,0.822091
recursive,2.606556,-0.482757,-1.767153
prior,0.322293,0.172754,2.319823
truth,0.385127,-2.72113,1.011433
hamiltonian,2.575469,-0.772858,-1.993074
proposition,1.478604,-0.453561,-0.007869
spectrum,1.783273,-0.076978,0.40826
significant,1.668609,-0.108671,2.234419
duality,1.683158,-1.672067,-1.589843
exponent,0.869645,-0.576444,-0.940384
states,-0.507727,0.904388,2.943223
asymptotic,2.367098,-0.42071,-1.727452
correlation,2.799758,-0.841554,-0.274367
estimator,2.306662,-0.485785,-2.224812
critical,0.683846,-1.450854,1.549126
characterize,1.968419,-1.158724,0.849224
translate,-0.408665,-0.971655,0.385217
geodesic,2.243973,0.151099,-2.018164
semigroup,2.442301,-1.119728,-2.889422
explicit,2.211195,-1.833482,0.648237
periodic,2.223193,-0.147922,0.148077
singularity,1.504756,-1.097776,-1.282344
numeral,1.808032,0.099435,-1.09044
measurable,3.113857,-0.453338,-0.428639
null,1.749871,-0.602175,-0.886014
fiber,3.050379,0.23972,0.135189
tile,1.799325,0.21824,0.039303
classify,1.616743,0.336198,0.966096
transitive,2.481406,-0.994951,-1.805203
restrict,2.087441,0.127795,1.797018
Laplace,1.096362,-0.297419,-2.394531
differ,2.258505,-0.632352,1.144618
multiplicative,2.802461,-0.333107,-2.005072
round,-0.545797,0.812263,1.711277
tetrahedron,1.915194,0.416751,-2.272385
expand,0.916551,0.504371,2.172668
Cantor,-1.181325,-1.101453,-0.813609
Borel,-0.246132,-0.338044,-2.41397
Fermat,0.796325,-0.844608,-2.932531
nonlinear,2.36238,-1.048664,-1.290088
Markov,0.753091,-0.271099,-2.250722
torus,1.918409,0.330255,-2.154134
dynamical,2.284272,-0.738625,-1.676362
compound,2.647514,0.072036,0.50389
height,1.176535,1.053836,1.51389
adjacent,0.761782,1.647835,1.458298
comparison,2.008957,-0.495791,0.951983
paradox,0.921869,-1.651443,-0.723363
dependent,2.917721,-0.086389,1.014797
log,1.212901,0.696216,0.926934
$\mathbb{zeta}$,0.100066,0.402601,-0.97423
fit,1.753296,0.140294,1.276292
cardinality,2.397738,0.204532,-2.349873
coloring,1.627914,-1.342606,-0.758399
polar,1.181761,0.240288,0.077928
uniformly,2.517728,-0.786668,-0.395036
Weyl,0.698739,-1.098969,-2.846379
tend,2.380738,-1.228938,1.521642
symplectic,1.84474,-0.921609,-3.127948
combinatoric,1.746301,-0.972027,-2.786794
induction,1.685622,-0.210187,-0.145751
Lebesgue,1.330697,-0.448894,-3.51356
perpendicular,2.513407,0.796542,-0.369699
decrease,3.388993,0.582767,1.531544
binomial,0.638426,0.472106,-1.875368
net,1.275538,0.858244,1.327268
dense,2.705762,0.034842,0.589212
integrable,2.399186,-0.719092,-2.558118
outcome,2.268627,-1.174626,1.297828
conditional,1.966952,-0.540534,-0.346632
quadrilateral,1.666474,1.1673,-2.064739
injective,2.364229,0.02603,-2.917379
gradient,3.227788,0.828628,-0.06005
Gödel,0.46701,-1.65263,-2.659754
invertible,2.256196,-0.53869,-2.538661
middle,0.217776,0.187647,1.858666
inclusion,1.473137,-0.872678,1.163075
identical,1.726532,-0.332231,0.696914
vary,2.777556,0.154465,1.67177
transition,1.632824,0.001464,1.212777
eight,0.158364,0.528753,2.287585
likelihood,2.807276,-1.174319,0.33282
deviation,2.6025,-0.110428,-0.211491
infinitesimal,2.606063,-0.019852,-1.912613
straight,0.662136,-0.176131,1.301103
strongly,1.539375,-1.112199,1.156843
fractal,1.352875,-0.826626,-1.99641
grow,0.638951,-0.455039,2.32076
generating,1.368947,1.480213,-0.301063
conic,2.254678,0.188628,-2.404133
independently,1.219665,-0.4635,1.077112
remainder,0.328725,1.006959,1.774188
sampling,2.354695,-0.536577,-0.441541
Jordan,-1.62521,-0.532876,1.426282
rectangle,2.007936,0.474908,-1.039421
monoid,2.297209,-0.905666,-3.003088
derivation,1.893353,-0.873274,-0.753616
conformal,2.307442,-0.44145,-2.450365
exterior,1.729858,0.288959,0.553298
growth,2.322737,0.262212,1.811263
inference,2.459533,-1.847376,-0.924984
isometry,2.108425,-0.184598,-2.968081
