word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
application,0.398251,-0.609527,0.235879,0.174414,0.327276,0.868553,1.198857,-0.53624,0.18523,0.282906,1.818368,-1.345517,-0.131211,2.083474,-0.829318,-0.581741,1.129519,-0.209573,-0.164841,0.739788,0.647313,-0.412772,-0.955778
integral,-0.077523,0.030427,1.320814,-0.101058,-0.944951,0.225359,1.782984,0.329288,0.730293,-0.216183,2.35462,-0.857949,-0.282198,1.164789,-0.749874,0.33363,1.575303,-0.507161,-0.947742,-1.211038,0.554135,-0.60835,0.324864
coordinate,-1.798906,0.632836,-0.312778,-0.527475,-0.266385,-0.438023,1.66951,-0.786083,2.56095,0.436264,2.453443,-0.645561,0.045366,0.167145,-0.527505,-0.65154,0.389213,0.640313,-0.681666,0.123243,1.379952,-0.596088,0.143148
complete,1.422908,-0.066565,1.464328,-0.696807,-0.593309,0.768471,1.715622,-0.093732,0.459384,0.378923,0.522205,0.174316,-0.679546,0.937562,0.973014,-0.687782,1.715052,0.484516,-1.159534,0.977563,1.154147,-0.550541,-1.162383
root,-0.812286,-0.165557,1.437798,-1.389107,-0.644586,1.243129,1.513015,-0.694819,0.303139,0.424094,1.776005,0.094178,-0.357483,1.451473,-0.536202,0.365344,0.151198,1.408451,-1.461184,-0.882951,-0.501157,-0.428162,-0.363355
length,-1.281276,1.161655,-0.309463,-1.148199,-0.406501,0.397533,1.500325,-0.400858,0.893954,-0.822758,1.301376,0.081992,0.685659,2.168552,-0.009338,0.311916,1.047692,0.912319,-0.547616,-0.729177,-0.042163,0.469722,-1.071418
continuous,1.163155,0.852066,1.115347,0.858035,0.079468,-0.03292,2.186355,0.293933,0.735789,-0.479422,2.311442,-0.387759,0.081858,0.251865,-0.013899,-0.742179,2.686466,0.60682,0.115139,-0.619929,0.964368,-0.621248,-0.433697
logic,2.570151,-1.42881,-1.306652,0.014543,-0.331052,1.952176,0.884294,-0.751183,0.080192,-0.794471,1.700316,-0.529458,-0.382755,0.624079,0.600507,-1.393399,0.285537,-0.291316,-1.73329,0.38344,0.785006,-1.217303,-0.214504
external,0.782743,-0.609463,-0.613204,0.392666,-1.296885,0.620272,1.935344,-0.897974,0.814797,0.874477,0.634711,-0.796775,0.62002,2.364913,-0.305729,-0.443888,0.173521,-0.210256,0.28778,1.140764,1.664071,0.108883,0.305355
side,-1.704526,1.106298,-0.241976,-0.750471,-0.905431,1.060765,0.811743,0.242045,1.531248,-0.769484,1.204686,0.199676,-0.334189,1.543903,0.6627,0.62269,0.857177,1.197561,-1.540047,-0.546319,0.40013,0.732292,-0.76505
unit,-0.949501,1.188713,-0.470667,0.015687,-0.178986,-0.461788,1.891697,-0.012583,0.901815,-0.352723,1.601008,0.125764,0.830735,1.401326,-1.061567,0.226658,1.380225,0.778003,-1.386769,0.371504,0.045114,-0.109823,-0.776341
equivalent,-0.28533,-0.342814,0.714632,-0.520203,0.080292,0.607944,1.462971,-0.084195,0.632208,-0.428271,1.22712,0.526677,0.191599,0.349334,0.742842,-0.881295,2.108553,0.539733,-1.344241,-0.382029,0.602875,-0.83541,-0.561273
