word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
structure,-0.082993,-1.701048,0.294683,1.052342,-0.982384,-0.35443,0.648407,1.742444,0.683855,-0.674334,0.116197,0.881076,0.277011,-1.134917,0.84725,-0.788146,0.174878,-1.44408,0.269352,1.050797,-0.243934,-0.207113,0.206646,-0.094359
representation,-0.567513,0.248872,-0.621262,0.580846,-0.426591,0.300774,0.581313,1.312049,0.493552,0.058885,-1.165952,0.589161,0.758817,-0.295533,0.469826,-0.017639,0.089392,-1.160119,0.497208,1.08435,-1.240828,-0.536852,-0.624273,-0.129229
series,-0.137884,0.449873,-0.453234,-0.971775,-0.244499,-0.255762,-0.103676,-1.006695,0.330658,-0.081622,0.487934,0.38849,0.066207,1.269264,0.139989,-0.031504,-1.723606,-1.82258,1.102497,-0.525667,0.048559,-0.468037,0.288913,-0.626857
prime,-0.822344,0.030535,-0.764682,-0.250367,0.451585,-0.493105,-0.432725,-0.892106,0.414702,0.317719,-0.870526,-0.311594,-1.222217,-0.262681,0.401917,1.252526,0.960614,-1.312133,-0.265647,0.64949,-0.449809,-1.080627,-1.11669,0.116533
measure,-0.779194,-0.871656,0.994928,-0.435455,-0.84506,-0.874201,0.404157,0.716287,0.118721,0.60807,-0.000431,0.913135,1.173756,-0.147833,-0.168406,-1.114916,0.945246,-1.164706,-0.24204,0.689475,-0.375724,-1.00849,-1.181218,0.211698
equal,-0.790064,0.479818,0.143099,0.417354,-0.43863,0.104884,0.569817,0.036249,0.463236,0.216765,0.302182,0.72639,1.301037,0.080373,0.282121,-0.273946,0.61915,-1.06058,-0.456844,0.838669,-0.271929,-1.483763,-1.362302,0.103911
lie,-0.736081,-1.013323,0.542337,-0.258532,-0.517065,1.425039,-0.190523,0.869053,0.157219,-0.422666,0.444226,0.423497,-0.24447,-0.760278,0.216368,-0.332947,0.222357,-1.494721,-0.261698,-0.760495,0.371026,-0.20544,-0.307149,0.154727
manifold,-0.414418,-0.872948,-0.189717,1.20852,-2.009872,0.026188,0.060426,0.143014,0.880519,-0.523502,0.21881,0.928527,0.748797,0.126221,-0.823687,-0.016041,0.670321,1.492112,0.455775,0.893649,-0.495502,-0.612594,-0.343149,-0.056834
degree,0.190852,0.034053,1.289129,1.530089,0.019913,-0.310571,0.527544,-0.470908,0.239695,0.792396,0.40639,0.392871,0.368162,-0.977156,0.160717,-1.582724,0.136116,-1.547859,0.472095,1.141851,-0.651885,-0.10896,-0.146062,1.118929
differential,-0.160832,-0.702661,0.419668,0.674167,-1.644081,-0.682497,1.10211,0.060039,-0.086502,0.343203,0.013979,1.642041,0.716375,0.284281,-0.215783,-0.993671,0.400152,0.790172,-0.010981,1.54629,-1.290777,-1.178952,-0.280552,0.518178
$\mathbb{C}$,-0.064114,-1.267588,-0.615546,0.075741,-0.991244,-0.318899,0.086202,-1.127101,-0.185211,-0.026497,0.676144,-0.324811,0.041763,0.92094,1.169961,-1.490167,-0.167064,-0.525791,-0.798604,1.33939,0.027917,-0.350265,-0.065787,-0.561534
regular,0.041866,0.972443,0.742279,0.186274,0.01615,-0.551453,0.708003,-0.164502,-0.24523,-0.369106,0.312446,0.189582,0.347787,0.283658,0.973553,-0.398065,-0.794842,-1.420775,-0.170332,0.06801,0.380762,-1.406372,0.138174,-0.020573
second,-0.707138,0.290456,0.292576,-0.216067,0.151231,0.098223,0.825032,-0.853987,0.13029,-0.371676,0.679105,-0.023382,-0.451332,0.22384,1.029412,-0.48636,-0.464387,-1.579153,-0.088129,-0.441483,0.231412,-1.298874,-0.585236,0.179491
triangle,-0.997073,-0.31152,0.089696,0.234046,-0.93204,0.114806,-0.574001,0.852346,0.812625,-0.292773,-0.088158,0.013828,0.313916,-0.373842,0.461126,0.111742,-0.437313,0.032747,0.293008,-0.320423,-0.2189,-0.870775,1.169802,-0.335096
subset,0.179959,-0.000915,-0.062376,-0.030327,-1.444829,0.164824,0.61599,0.851525,-0.235479,-0.516505,-0.166913,0.738933,1.944239,0.375834,0.666293,-0.133216,0.529609,0.124165,-0.228892,1.061266,-2.131363,0.063591,0.341603,-0.44477
circle,-0.743154,-0.111841,0.382012,0.768508,-0.455755,0.409181,-0.190737,0.643312,0.696598,-0.042669,-0.043575,0.586619,-0.108135,-0.353997,0.107778,0.27747,-0.630744,-1.219055,0.426019,-0.548653,-0.021177,-0.18151,0.278608,-0.171532
relation,-0.260444,-0.585663,-0.515546,-0.080701,0.66751,0.377917,-0.074517,0.473496,0.480502,0.535184,-1.07762,0.666765,-0.084329,-0.614772,0.596723,0.548462,0.670746,-1.675323,0.534099,1.464834,-0.94617,-0.385603,-0.817581,1.03428
positive,-0.58636,0.41851,-0.040943,-0.885802,-0.118786,-0.471212,-0.583844,-0.456157,-0.06851,0.336601,0.255816,1.760912,1.523287,-0.166629,-0.19608,-0.429468,-0.640001,-1.098533,0.09188,0.872376,-1.122954,-0.783997,-0.79038,0.433341
simple,-0.6873,-0.14021,-0.289001,0.638664,-1.766942,-0.206941,0.248549,0.749592,0.143123,-1.151534,-0.422857,1.852191,0.961805,0.237993,-0.35312,-0.551595,-0.049254,-1.12206,-0.098627,0.141726,-0.789155,-0.431303,-0.566146,-0.685866
topology,-0.051052,-0.650479,-0.093971,0.626463,-2.14108,0.117479,0.508533,0.949765,0.635438,-0.124498,0.04978,0.731287,0.452222,-0.157403,-0.009937,-0.075674,0.286405,1.360916,0.735579,1.244988,-2.116975,-0.536998,0.297783,-0.259273
category,0.374101,0.660632,-0.373667,0.067766,-0.544361,-0.327147,0.438668,0.342801,-0.291619,0.774373,0.001459,0.536524,0.924339,0.729785,0.822036,-0.698036,-0.186252,-1.560391,0.481716,0.177524,-0.752876,-0.487024,0.217578,0.56603
surface,-0.887596,-2.228994,0.760585,-0.293445,-1.510879,-0.943574,0.070684,0.859531,0.622262,-0.082148,0.206334,1.700574,0.540457,-0.050036,-0.20742,-1.59963,0.644087,-0.722753,-0.085037,-0.285055,-0.311496,-1.425783,0.407851,-0.29416
constant,-1.197782,-1.031781,0.001016,-0.237875,-1.036731,-0.108499,0.361744,-0.30022,-0.006929,0.033816,-0.016775,1.855311,0.357739,-0.11882,-0.226028,-0.244644,0.382342,-0.198117,-0.245455,0.551976,-0.537311,-0.9303,-1.222846,0.513054
