word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
representation,-0.94515,1.652779,-0.634132,0.602616,-0.127377,-0.509913,0.424288,0.430147,-1.84845,0.47029,-0.134503,0.811322,0.681857,0.202677,-0.000927,0.43363,0.132416,-0.438274
series,-0.345175,0.421679,-0.896117,-0.248867,0.148854,1.402869,-0.598541,0.998528,1.41661,0.57977,-0.605907,1.694167,-0.805443,0.047763,-0.1154,0.282882,0.317901,0.238259
prime,-1.016516,0.034826,-1.214509,-0.764831,-0.8725,-0.649637,1.250643,0.674191,0.375657,-0.131202,0.359364,0.0068,-0.05833,0.243125,-0.596514,-0.1255,0.257587,-1.339197
measure,-0.457188,1.439731,0.195013,-0.066892,0.72725,-1.446367,-0.983289,-0.010259,-1.274926,-0.2819,0.308395,1.094618,-1.131807,0.557849,0.872514,0.195726,-0.879985,-0.749344
equal,-1.005257,1.30631,-0.367003,0.368875,1.091378,-1.023496,-0.141145,-0.555976,-0.999929,-0.371599,-0.093205,1.109711,-0.382946,0.498484,0.079662,-0.570103,0.031235,-1.221289
lie,-1.420234,-0.131571,-0.55609,0.251399,0.446699,0.188427,-0.880323,-0.184419,-0.537437,-0.584982,0.686733,-0.481456,-0.980083,-0.754377,0.99232,0.834385,-0.225303,-0.013497
manifold,0.912728,0.459661,1.799516,0.273533,0.940029,-0.70617,0.525753,-0.002545,-1.92402,0.525116,0.501442,0.320011,-0.792768,0.171001,0.495498,0.479473,0.983678,-0.055106
degree,-0.284344,0.074096,-1.259477,-0.257304,0.806659,-1.331026,-0.939338,-0.444057,-0.85803,0.202422,-0.06568,0.83524,0.669369,1.011625,1.417241,0.761024,0.674341,-0.010513
differential,0.686118,0.627042,1.137012,-0.009745,0.402667,-1.373526,-0.17703,-0.230097,-1.888839,0.770191,0.27068,1.729006,-0.419712,1.135119,0.703247,-0.097622,0.509616,-0.447234
$\mathbb{C}$,0.393055,-0.46023,-0.924966,-0.939341,0.961145,0.508795,0.849264,0.495442,-1.049898,0.744646,0.116598,0.930749,-1.428345,0.995268,0.886594,-0.599877,-0.94164,-0.163783
regular,-0.35862,0.206979,-1.326928,0.103555,0.380981,0.054473,-0.873815,-0.526162,-0.121983,0.046148,-0.510584,1.668941,-0.747345,0.181914,-0.716839,-0.117102,0.467165,-0.455585
second,-1.35723,-0.263105,-1.395749,-0.282051,0.503853,0.471582,-0.391019,-0.663116,0.226355,-0.304566,-0.209341,1.256695,-1.052416,0.637446,-0.047926,-0.303218,0.419492,-0.434566
triangle,0.255708,0.267566,0.012623,0.855275,-0.041509,0.70231,-0.023712,-0.335152,-0.848535,0.615246,-0.478822,0.116965,-0.868722,-0.671486,0.279667,1.029736,0.50902,-0.631719
subset,0.04877,0.939645,0.386201,1.247184,0.209156,-0.911013,0.673211,1.011771,-2.206585,0.344508,-1.208263,1.20487,-0.002281,0.163952,0.598292,-0.518924,-0.242671,0.212963
circle,-0.718606,0.464315,-0.304121,0.304653,0.11249,0.428044,-0.41667,-0.082598,-0.292864,0.172721,-0.003233,0.21966,-0.271694,-0.520919,0.13939,1.481843,0.692491,-0.070171
relation,-1.315735,1.044333,-1.187244,-0.047945,-1.059495,-1.170464,0.0953,0.723606,-0.698207,0.069748,0.297163,0.154361,0.74208,0.721786,0.662064,0.609469,-0.191935,-1.057303
positive,-0.630765,1.175253,0.128184,0.756501,0.55161,-0.359651,-0.977159,0.823051,-0.078764,0.316312,-0.162826,1.913481,0.305742,0.379317,1.051789,-0.639576,-0.101319,-1.535816
simple,-1.205119,0.769105,0.815341,0.432422,0.902502,-0.113266,-0.370235,1.213235,-1.793842,0.320295,0.324784,1.802643,-0.524334,-0.529882,-0.188731,0.533178,0.330124,-0.047319
topology,0.870619,0.496966,1.262313,0.818169,0.197921,-0.655432,0.635682,0.600847,-2.496973,0.909569,-0.630841,0.597169,-0.163254,0.761493,0.673378,0.427604,0.910184,0.028972
category,-0.151913,0.603731,-1.075443,0.301382,0.255532,-0.322227,-0.323847,0.096537,-0.329281,0.347045,-0.711489,1.916705,0.502107,0.474021,0.0364,0.456052,-0.814578,-0.250406
