word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
mean,-0.634111,1.002371,-0.318036,-0.839851,0.06872,-0.414908,-0.382488,-1.238569,0.855584,-1.212573,-0.32783,1.044073,-0.776514,0.035231,0.317212,1.18743,-0.625003,0.146785,0.57855,0.112175,0.154138,1.023887,-0.047207,-0.577914,-0.264087,-1.078824,1.77885,0.342426,0.841095,-0.368075,-0.137457,0.154154,-0.518731,0.185623,0.939643
proof,0.238799,-0.000404,0.115298,-0.445363,0.464946,0.650264,-0.718748,-0.489279,0.372474,0.306248,0.693016,0.734271,-2.246803,0.062789,-0.15727,0.129097,-0.548982,-0.181302,-0.483438,0.832247,-0.714527,0.174811,0.94067,-1.523653,-0.584091,-1.74321,1.973301,-0.801387,1.642038,1.156628,-0.256444,-0.836376,-0.726429,0.289253,-0.471547
three,-0.551302,0.276515,-0.517039,-0.175259,0.657008,1.045526,0.459683,-1.375661,-1.459461,-1.469341,-1.136544,0.708164,-0.286633,-0.334799,0.015381,0.313455,-1.299769,0.028121,0.284218,-0.202349,0.311057,0.771207,0.272665,-0.857944,0.027306,-0.814433,1.989005,-1.28624,0.915343,0.272106,0.133295,-0.305108,-0.614896,0.406419,0.402676
dimensional,-0.723416,0.209678,-0.302469,-1.033213,0.40849,0.611541,0.249476,-1.874546,-0.219798,-1.325063,-1.124439,-0.356449,-0.35314,-0.193254,-0.667205,-0.235134,-1.559631,0.414431,-1.804564,-0.421402,1.397983,0.695505,0.587535,-0.635105,-0.720907,-1.154107,2.280169,-0.070281,0.565304,-0.805422,1.102424,0.155052,-0.53166,0.023075,-0.233305
zero,-0.414906,0.42079,-1.158512,0.024678,1.017763,-0.283491,-1.456832,-0.833857,-0.121065,-1.371632,-0.281119,0.872014,-1.804342,-0.00024,0.141382,0.089556,-0.628347,0.186652,0.250796,-0.244732,0.579593,1.215808,-0.332828,-0.351954,-0.401863,-1.250378,2.34229,0.844411,0.927181,-0.742616,-0.654598,0.039273,0.506857,0.501497,0.306869
algebraic,-0.229497,-0.425401,-0.794682,-0.561139,1.344853,0.482499,-0.226525,-0.967723,1.100044,-0.605474,1.296049,0.564997,-1.290575,-0.403911,-0.959075,0.840711,-1.527662,-0.26551,-1.269789,-0.772725,0.39997,-0.278582,-0.139019,-1.134094,0.152152,-1.385032,1.995168,-0.769289,0.124286,-1.002285,0.239379,-1.190921,-0.891083,0.288384,-1.133461
formula,-0.053345,-0.271769,0.32225,-0.244058,-0.154722,-0.511189,-1.047307,-1.206765,0.056667,-0.577897,-0.105372,1.465413,-2.110203,0.65816,-0.021451,0.055176,0.645091,-0.546877,-0.153478,-0.320014,-0.519901,-0.331042,0.139559,-1.029145,-0.341688,-1.474891,2.49933,-0.693426,1.736725,-0.004714,0.273447,-1.190727,-0.613845,-0.67719,0.922099
ring,-0.878214,0.072779,-1.719945,-0.959621,-0.544799,-0.354031,0.080047,-0.693309,-0.277188,-0.63198,1.091337,-0.442551,-0.970347,-0.616002,-0.89605,0.542976,-1.261939,0.153374,-0.083422,-1.073562,0.999112,0.75986,-0.823154,-1.017629,-1.23849,-2.088551,1.10696,-0.133863,0.688273,-1.915181,-0.562865,-2.019756,0.145439,0.086746,-0.31441
edge,-0.32562,0.299779,-0.09462,0.641075,0.588782,1.534502,0.328057,-1.465035,-0.433055,-2.505892,-2.813787,-0.269986,-0.595739,0.654044,-1.613576,0.086911,-0.451164,0.872977,1.085885,1.338545,-0.01328,0.825783,0.252716,-1.012547,-1.398637,-0.515731,0.918616,-0.681636,0.263186,-0.173002,-0.377127,-0.356562,-0.979614,0.853575,0.344785
sum,-1.151155,0.144793,-0.245246,-0.119243,0.177736,-0.620917,-1.219071,-1.00917,0.098486,-1.383248,-1.011339,1.289393,-1.234762,-0.0309,-0.242933,-0.370924,-1.001188,-0.866009,-0.009736,-0.027426,0.140194,0.501473,0.304302,-0.761943,-0.655765,-1.757811,1.503528,0.360507,1.066611,-0.552005,-0.291759,-0.665122,0.077418,0.922688,0.922587
plane,-0.724335,-0.147222,-0.717757,-0.321808,1.189085,0.970425,0.692411,-1.546678,-1.263973,-0.975672,-0.985926,-0.360412,-0.506188,1.315274,0.110703,1.011958,-0.562952,0.310762,-0.71863,0.500268,1.391596,0.044461,-0.105789,0.110573,0.328354,-2.129344,2.343033,-0.198311,0.059769,0.111971,0.077949,0.084029,-1.426893,0.15587,0.019191
