word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
variable,0.325089,-0.572327,1.193428,-0.000558,-0.2096,-1.451654,0.039567,-0.124683,1.290461,-0.157637,-0.441529,-0.542324,0.117743,-0.476942,-1.152606,1.024803,-0.369253,-0.692226,-0.635778,-0.311992,3.156471,-0.421358,0.253407,-0.564546,-0.200031,-0.354603,-0.198824,-0.631643,0.112209,0.149506,0.525517,-0.097987,-0.110492,0.259455,-0.110316
solution,0.204654,-0.344086,0.18789,0.796674,-1.202692,-0.651649,-0.291501,0.257151,1.792805,0.140477,-0.096191,0.081381,-0.263707,0.632302,-0.080504,0.056658,-0.374224,-0.673608,-1.841985,0.307983,1.640693,-0.306638,-0.3028,-1.096802,-0.365489,0.229451,0.43268,0.520936,0.343903,0.383988,0.243242,-0.588573,-0.775744,-0.614983,-0.074509
square,-0.226773,0.243276,-0.458651,0.25623,0.253057,-1.143353,-0.619009,0.276951,0.587021,-0.297523,0.711781,0.461131,-0.626927,0.598843,0.909292,0.771508,0.094498,0.66038,0.186131,-0.099389,0.406305,-0.215763,0.308942,0.588346,-0.138418,-1.613907,-0.105633,0.306998,-1.319873,-0.726477,0.434165,0.337005,0.19223,0.712742,1.691956
map,0.570636,-0.064634,0.385277,-0.065885,0.36698,-0.298288,-0.714375,-0.251343,1.490262,-0.209839,0.415744,0.71843,-1.455852,-0.506894,-0.661095,0.230569,-1.267023,0.330145,0.088915,-0.649977,0.865447,-0.06915,1.153167,0.53381,0.393952,-0.084722,0.389143,0.204969,-0.787771,-0.248397,1.338187,-0.662639,-1.19035,0.563686,-0.03484
class,-0.43097,-0.330338,-0.492787,-0.044331,0.044474,-0.197039,0.424384,0.627676,-0.259433,0.143672,0.318088,0.449339,0.297838,-0.240237,-0.641221,-0.084289,0.362381,-0.217823,0.406717,0.205645,1.736145,0.680349,-0.038741,-0.840659,-0.231703,0.348349,-1.299797,-0.616404,-0.008931,-0.788502,0.536597,-0.306395,0.220248,0.388628,1.382436
integer,0.601584,-0.912499,0.339267,-0.414403,0.84335,-1.419888,-1.079635,0.922952,0.405699,-1.330432,-0.376951,-1.573331,-0.217033,0.835127,-0.695171,0.175036,-0.626999,-1.026702,-0.260374,-0.339199,3.095398,-0.312401,0.1624,0.480811,-0.058409,-1.060317,0.967577,-3.2e-05,0.802425,0.327668,1.492747,-0.09231,-0.493915,-0.383583,0.57838
mean,0.443324,-0.333368,0.224355,0.134127,-0.426354,-0.075008,-0.21665,0.397647,1.058522,0.220608,0.720057,0.453817,0.58661,-0.32899,0.093631,1.626415,0.331139,0.049905,-0.175122,0.119368,1.293059,0.444693,-0.157772,-0.1639,-0.563857,0.171686,0.47139,-0.883146,0.809429,-0.150989,0.755885,0.405338,-0.452612,-0.054843,0.106526
proof,-0.305211,-0.285308,0.703707,0.87998,-0.475093,-0.070933,-0.520597,0.210443,0.573649,-0.996561,0.867602,0.298985,0.442194,0.568343,-0.118182,0.474077,-1.086752,-0.251488,-0.488336,0.354723,0.644003,-0.124275,0.412175,-0.346938,0.093421,-0.229019,0.033442,-0.263153,1.008708,0.472845,0.018816,0.218251,-0.389508,-0.403709,-0.198477
three,-0.337415,0.167888,-0.327207,-0.116973,0.347012,0.01153,-0.292236,0.191996,0.532668,0.411104,0.565715,0.614779,-0.436402,-0.266372,0.068077,0.882902,0.280747,-0.305464,0.854957,0.003401,0.436338,0.291741,-0.277871,-1.009938,0.028607,-0.775052,-0.680549,-0.562185,0.038686,-0.097262,0.472626,0.608769,-0.31,0.413566,0.958512
dimensional,0.368164,0.045263,1.177114,1.045311,-0.595562,-0.329328,-1.006859,0.937263,1.155046,-0.971599,-0.813854,-0.858392,-0.373702,-0.386812,-0.632419,1.32289,-1.63164,-0.333567,-0.314418,0.16394,1.828071,-1.358973,-0.037335,-0.482099,0.157767,-0.561327,0.67304,0.510862,-0.585494,-0.008732,-0.153636,-0.150705,-1.015167,0.053895,1.045648
zero,0.050484,-0.763868,-0.136957,0.447294,-0.24027,-0.709945,0.03637,0.048236,1.401354,-1.236769,-0.574685,-0.317771,0.319861,-0.003089,-0.227857,0.932061,-0.206127,-0.103878,0.496756,-0.165223,1.401216,-0.268332,-0.313011,-0.929943,0.082502,-0.411737,0.511822,0.270886,0.271842,0.687107,0.488842,-0.026822,-0.383763,-0.013343,0.485832
algebraic,0.105848,0.847789,1.150368,0.932523,-0.929237,-0.929918,-0.584854,1.429482,-0.260506,-0.825435,-0.594335,-1.672066,0.144586,0.29028,-0.735823,-0.088457,-1.754708,-0.561098,-0.113765,-0.008331,2.225606,-0.661338,0.390104,0.635597,0.007125,-0.273402,0.166266,0.905313,0.365956,-0.962026,0.403142,-0.519746,-0.900124,-0.288181,-0.19935
formula,-0.937279,0.041375,0.135675,0.605307,-0.862689,-1.336709,-0.54232,0.353737,0.320383,0.059231,-0.169323,-1.567646,0.330614,-0.690111,0.36754,0.390436,0.184333,-0.351337,0.357723,0.753452,1.245883,0.300381,0.347666,-1.725747,0.2041,-0.350726,-0.422717,-0.184902,1.104657,0.326993,0.606033,-0.366681,0.192135,0.032555,-0.223461
ring,-0.252665,-0.137985,0.057617,0.573265,0.1983,0.210571,-0.363217,0.352045,0.699707,0.450327,-0.234771,-0.566634,-0.756399,0.017982,0.054278,1.609539,-0.185382,0.091693,0.638335,0.25515,0.602549,-0.223175,-0.777908,-0.710547,-0.077646,-0.641604,0.422498,0.07685,-0.253148,0.317819,0.17344,0.909961,-0.312581,0.111503,0.451
edge,0.510356,-0.533667,0.544237,0.26226,0.156192,-0.234843,0.023983,0.2643,1.383887,0.474286,0.352334,0.410682,-1.065352,-0.846788,0.355172,1.227616,0.105471,0.306295,0.218096,0.201543,0.486857,-1.040011,-0.304075,-0.213913,-0.369409,-0.673761,0.313438,0.562068,-0.888273,-0.755254,-0.015837,1.080305,-0.401473,0.992524,0.219513
