word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
operator,-0.384956,0.205132,-2.867105,0.247833,-0.778229,0.328038,-0.013753,0.508566,-0.935489,0.049756,-0.755628,-1.28742,0.462174,0.458146,0.007081,0.882735,-1.173451,0.281982,-1.832816,0.117637,-0.146186,-0.76221,-1.544678,-1.371716,-0.695159,-0.623047,0.406196
prove,-0.819225,0.638528,-0.49029,-0.478917,-1.453128,1.569368,0.351978,0.16193,-1.204423,-0.458602,-1.331704,0.373357,0.342016,-1.215179,-1.02649,-0.364555,0.177208,-1.060667,-0.45615,1.836603,-0.382764,-0.381743,-1.982283,-0.663534,-1.137778,-0.170474,0.263305
probability,-1.617561,0.73703,0.424307,1.457801,-0.973502,1.826118,0.308898,-0.173819,0.237101,0.135728,-0.706668,0.929991,0.185083,0.946818,-1.251643,0.689831,-0.922585,-0.232282,-0.77949,-0.980582,-0.854348,-0.605277,-2.008547,-1.360359,-0.015255,0.649268,0.602694
structure,-0.951975,-0.455878,-1.343797,-0.899272,-1.213551,0.918442,0.429518,-0.441532,0.495787,-1.631354,0.554777,-0.807618,-0.700761,0.463629,-1.341338,0.22524,-0.92625,-0.113729,-1.581954,0.073972,-0.014157,0.484041,-1.416033,-1.378399,-0.612484,-0.468222,-0.46107
representation,-0.585618,0.740736,-1.641975,-1.265546,-1.486341,1.283854,0.852384,0.180076,0.396596,-1.111006,0.354972,-0.808764,0.129448,0.137157,-0.896959,0.44199,-1.357729,1.286586,-1.015194,0.178644,0.473771,-0.669092,-1.17371,-0.429506,-0.139883,-0.656526,0.06221
series,-1.499066,0.683418,-1.589491,0.154521,-0.950853,0.681383,-0.06973,0.865566,-0.769751,-0.420123,0.356156,0.377448,0.312406,0.426454,-0.909491,-0.518888,-0.126552,0.933223,-0.203823,-0.334636,0.577454,-0.601458,-2.30295,-0.110771,-0.888141,0.712432,1.616479
prime,-1.707303,1.82648,-0.238205,-0.198115,-1.997115,1.533947,0.216676,0.243009,0.027204,-0.843674,-0.434277,0.803362,-0.351579,-0.597774,-0.858083,-0.885983,-1.11618,0.708565,1.775104,1.634671,0.380324,1.199538,-1.370208,-0.461574,-0.157524,-0.636692,1.224546
measure,-0.633274,-0.340116,-0.414268,0.929889,-1.520613,0.80559,0.063512,-0.114764,-0.431611,-0.08653,-1.350043,0.072086,0.852113,0.162415,-1.128913,0.308127,-1.481371,0.361691,-0.733507,-1.123315,-0.475412,0.696817,-1.909478,-1.773617,-0.423911,-0.01789,-0.154474
equal,-0.826146,-0.060547,-0.631325,0.490862,-1.298497,1.388832,0.139184,-0.215066,-0.427057,0.110597,-0.148122,0.133441,1.253412,0.505304,-0.136234,0.5918,-2.33329,0.556301,0.748902,0.629514,-0.700748,1.18213,-2.078889,-0.127253,-1.034691,-0.307332,0.473806
lie,0.296,-0.593049,-1.732608,-0.989973,-0.946662,1.457317,0.443414,-0.612842,0.395514,-0.962199,0.226055,-1.374532,0.204673,-0.392595,-0.872486,-0.002802,-1.466718,0.83059,-0.510381,0.805081,0.058872,-0.41275,-1.4543,-0.274629,-1.233406,0.983127,-0.025555
manifold,-0.081838,-1.279706,-1.127372,-0.309421,-1.677759,0.751504,-0.343881,-1.038053,1.629691,-2.020093,-0.22941,-1.399055,0.434215,-1.027462,-1.439726,0.339374,0.441137,-0.006144,-1.166372,1.554981,-0.295777,0.824308,-1.267209,-2.18455,-0.872308,-0.1078,0.320011
degree,-0.739547,0.761021,-0.664701,0.778797,-1.509072,2.33969,-0.457608,-0.450382,0.382345,-0.059635,0.939566,-0.863639,-0.031337,0.770761,0.140597,0.954154,-0.925565,0.373675,-0.883394,1.800478,-0.045014,0.450458,-1.731019,0.343502,-0.870423,0.52636,0.937647
differential,-0.965966,-0.279278,-1.955456,0.173876,-1.719315,0.81344,-1.186536,-0.236924,0.571967,-1.200495,-0.45809,-0.781657,-0.077784,-0.030305,-0.632565,1.065867,0.625647,0.962224,-1.421717,0.081387,0.267928,-0.880958,-2.079708,-0.685804,-0.576251,0.177951,0.21867
$\mathbb{C}$,-0.859512,0.478615,-1.721194,-0.621008,-0.190762,0.947707,0.288533,-1.079974,0.171453,-0.157948,-0.633658,-0.64472,0.560652,0.334163,-0.660718,-0.415684,-2.808651,-0.928936,0.406787,0.337152,0.524204,0.475005,-1.762156,-0.212498,-0.484297,0.466632,0.310534
