word,1,2,3,4,5,6,7,8,9,10,11,12,13,14
$\mathbb{Q}$,-0.22522,-0.053404,-1.716692,0.845906,0.419159,0.572415,0.698129,-0.084105,0.695923,0.529916,-0.395466,-0.959988,0.038777,0.636493
index,0.029416,0.185906,0.414353,1.526687,0.038299,0.098056,1.642029,0.735356,1.500541,-0.808061,0.336754,-0.873054,0.308504,-0.079537
information,0.200282,0.687808,0.313518,1.526248,-0.252543,0.422718,0.426606,1.011696,1.692665,-0.159459,1.822823,0.635904,-0.274862,-0.564064
transformation,-0.012762,-0.617265,0.324776,1.617076,0.991164,1.371893,0.387612,0.388899,0.804989,-0.137114,0.655302,-0.446402,-0.759446,-0.280576
extension,0.399727,0.727511,-0.247552,0.358459,0.559705,0.741609,1.693792,-0.56954,0.738253,-0.230553,1.706231,-0.656188,-0.188969,-0.371836
direct,-1.0627,-0.00371,-0.411342,0.693535,0.14205,0.471116,-0.428015,0.107982,1.128118,1.190504,-0.007651,1.435259,-0.614682,0.223823
uniform,1.007768,-0.174423,-0.443219,0.120136,1.155272,-0.088262,0.997591,-0.033417,-0.06769,0.103851,0.913142,-0.279818,-0.771195,-0.705956
path,0.501225,-0.292197,-0.396717,0.528521,0.427798,1.365305,1.338765,0.236611,-0.445243,0.610051,1.174292,-0.075944,-0.24381,-0.394936
negative,0.39389,-1.218734,-0.704773,2.658411,-0.287975,0.27568,1.004707,0.295013,0.595249,0.43805,0.06439,0.234088,-0.422709,-1.047481
image,-0.12719,-0.851039,0.263999,0.876346,0.77213,0.81125,1.27098,1.187506,0.736396,1.099721,0.973978,0.224679,-0.178093,0.353467
member,-1.413068,1.318808,-0.131726,-0.028121,-0.434098,-0.19378,-0.050672,0.222057,0.227609,-0.438238,0.593828,1.639684,-1.182252,-0.868651
