word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
real,0.633565,0.081093,0.333565,-0.193183,-0.413219,0.58298,0.361001,0.763512,0.635528,-0.491393,-0.066408,0.049213,-0.116994,-0.03035,-0.068916,-0.061108,0.643131,-0.52888,0.708614,0.569267,0.510297,0.606133,0.726514,0.378748,-0.168061,-0.905649,0.250241,-0.422671,0.672712,-0.778038,0.501051,-0.301005,0.082893,0.214868,1.134316,0.594519
property,0.92474,0.836299,-0.441997,-0.580928,1.149908,-0.351893,0.509869,0.763884,-0.784996,-0.793145,0.126416,0.605004,-0.182518,0.592654,-0.031945,-0.274269,0.429903,0.207657,0.221046,-0.240296,0.180739,1.716436,0.418782,-0.59629,-0.540167,0.090146,0.912446,-0.287673,0.530742,-0.258263,0.225838,-1.495412,-0.275222,-0.169049,0.747941,0.687311
geometry,0.796581,0.604902,0.423123,0.43194,-0.313665,-0.793278,-0.165619,-0.634886,-0.969492,-0.562449,1.336712,0.827069,0.728733,-1.588581,-1.635764,-0.235026,0.087653,-0.287636,-0.453956,0.157573,-0.421977,1.169205,0.043475,0.805803,0.55564,0.348054,-0.070533,-0.416163,0.717524,0.085436,-0.077761,-0.601243,-0.91069,1.025675,0.975912,-0.644707
complex,0.828081,0.441672,-0.020345,-0.291617,0.733374,-0.514018,-0.215884,-0.234378,-0.856678,-0.463597,0.665103,0.51028,-0.04901,-0.283975,-0.539013,-0.165389,0.231185,-0.485073,-0.395341,-0.189323,0.120901,1.35481,0.652566,0.227371,-1.561914,0.013821,-0.011619,-0.622187,1.616539,0.054079,0.286314,0.139293,0.167476,-0.087599,0.745162,0.433665
linear,1.216791,0.763215,-0.291685,0.405502,0.396734,-1.044727,0.153315,0.346171,0.020271,-0.396207,1.015815,-0.08601,-0.2539,-1.101631,-1.956134,0.457248,0.181736,0.550411,-1.505957,0.408868,-0.094879,1.543118,1.087718,0.814085,0.186121,0.208676,-0.556933,-0.081923,0.410299,-0.789796,0.560488,-1.048967,-0.749099,0.673614,-0.303084,-1.483877
polynomial,1.022599,1.392812,0.150671,-0.042977,-0.130591,-0.33196,0.005559,0.19583,-0.597213,-1.489288,1.488887,1.316486,-0.680749,-2.015243,-0.781587,-0.58937,1.395098,0.824512,0.356918,0.118942,0.214421,0.694058,-1.074605,1.106983,0.963222,1.012475,-0.760065,0.514882,0.550462,0.638727,0.232159,-1.031833,-0.108169,1.13177,-0.195715,-0.962859
algorithm,0.984718,1.59457,0.78923,0.387179,-0.291993,0.545676,-0.109908,0.186434,-0.15463,-0.642173,-0.051218,0.474795,-0.378926,-2.46835,-1.328908,-0.118934,0.984049,0.589645,0.171042,0.483858,0.497342,1.184382,-0.351386,0.290205,0.404078,1.213304,-0.58477,-0.099957,1.148722,-0.289898,-0.095474,-1.02027,0.382014,0.117259,0.892775,-1.795751
mathematician,0.023649,0.055081,-0.758599,-0.190303,-0.382301,-0.689692,0.325689,-0.920093,1.043421,-0.532875,1.614228,0.00094,1.16195,-1.434916,0.548169,-2.217693,-0.340584,-0.728251,0.769972,0.167933,-0.314751,-0.578626,-0.376056,-0.58714,0.07852,1.287683,-0.446041,-0.079816,-0.972067,-0.823039,-0.299599,-1.386066,-0.496752,1.345134,0.924629,-1.627345
definition,0.590325,0.314685,-0.716161,-0.136485,-0.211382,0.049237,0.769772,1.180391,-0.197943,0.343758,-0.145143,0.172652,0.236809,-0.722801,-1.475603,-0.120881,0.995158,0.182017,-0.211749,0.629951,-0.047485,1.866577,-0.339706,0.532794,0.216575,0.533194,0.031679,-0.099027,0.465292,0.224719,0.135301,-0.065333,-0.581304,-0.430634,0.986083,-0.302926
product,0.425406,0.401793,0.134631,0.516638,0.560565,0.728619,0.530306,0.269166,-0.292703,-0.386417,-1.392074,0.28821,0.456401,-0.013256,-0.433616,0.540995,0.631431,-0.51513,0.673909,0.13669,0.384475,2.516261,0.880109,-0.541309,-0.47637,-0.609594,-1.36039,0.366697,1.561792,-0.479299,-0.194983,-1.202776,-0.495549,-0.70573,0.446419,0.486142
