word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
analysis,-0.696741,-0.112608,-0.288858,0.237178,0.391832,0.10944,0.954949,0.133124,0.456884,-0.22397,-0.72516,1.362719,-1.165406,-0.317075,-0.245606,-0.806365,1.3911,-0.482725,0.907883,0.064858,0.336701,0.171452,0.31267,0.579634,1.9518,0.036146,-1.355,1.297673
dimension,0.685116,0.251988,0.361093,-0.314981,-0.202121,-0.403553,0.796578,1.12825,0.342218,-0.098418,0.187326,1.311167,0.375376,-0.439786,0.617738,-0.871948,0.471585,0.077506,1.045666,0.893591,0.169713,0.91106,-0.224192,0.423228,1.40989,-0.326739,-0.574569,0.022284
curve,0.068937,-0.330158,0.544159,0.494051,0.26721,-0.463235,0.251338,1.295896,0.654941,0.626548,0.07076,1.059381,1.284916,-0.811625,-0.455158,-1.62167,0.555817,0.512466,1.606119,-0.063104,0.577771,-0.045467,-0.401485,0.142765,0.531319,0.277801,-1.040323,-0.394543
type,-0.877083,-0.153399,-1.004522,-0.278105,-0.269547,-0.044709,0.158335,0.940209,0.629026,-0.706882,-0.498909,0.899431,0.36732,0.225425,0.901501,-1.057583,0.100077,-0.293393,1.581369,0.266525,-0.468705,-0.464321,0.454657,0.368644,1.870824,0.395186,-0.48705,-1.083112
operator,0.334051,1.080208,0.40519,0.506524,-0.048964,0.259505,-0.67258,0.547329,0.939859,-0.254603,-1.942926,0.602306,-0.230958,0.076698,-0.357419,-0.019967,0.799907,0.024911,1.587092,-0.188494,-1.1322,-0.942004,0.073809,0.155354,0.705708,0.50302,-0.052951,-0.952608
prove,0.098674,0.234495,0.25066,-0.678518,0.448651,0.286041,-0.272072,-0.390041,1.217384,0.330411,0.135885,-0.037032,-0.781833,0.774956,-0.380805,-0.855387,0.291651,-0.175049,0.48075,-0.334741,0.037604,1.131075,0.487751,0.047566,0.727021,-0.45762,-0.838144,-0.582348
probability,-0.255504,0.629739,-0.264427,0.285616,0.247215,0.653458,1.236453,0.229202,2.238979,0.295028,0.056905,0.460369,-0.15947,-1.377992,-0.360211,-0.848901,1.535238,0.162128,1.478653,-0.032487,-0.071325,1.018112,0.065354,0.149597,1.408748,0.758621,-0.743224,0.423649
structure,-0.744712,-0.278969,-0.603494,-0.18974,-0.066111,-1.011296,0.207802,0.479792,0.171452,-0.318091,-0.211915,2.40623,0.169002,0.48877,0.43771,-0.535899,0.598022,0.009013,1.503496,-0.599432,1.631124,-0.58092,-0.311293,0.230002,0.270645,0.210146,-1.375178,-0.540446
representation,0.213017,0.521992,0.314407,0.649409,0.144204,-0.641517,-0.292414,0.395139,1.062803,-0.208934,0.434337,1.450938,0.156861,0.020502,0.006648,0.707828,0.304371,-0.643735,0.756769,0.659106,0.778053,0.141717,-0.422907,0.418047,1.389675,0.598204,-1.097444,0.688567
series,0.660224,0.32023,0.115896,-0.537053,0.781603,0.347852,0.288156,0.688009,-0.507099,0.507658,-0.012114,1.374002,0.693883,0.963948,0.133563,-0.001136,-0.159103,0.092051,-0.641819,0.508219,-2.030623,0.284806,0.893752,-0.571353,0.720087,-0.492683,-0.435015,0.017152
prime,0.945258,-0.247168,0.427759,-0.756424,-0.78729,-0.201863,-0.919083,-0.97333,0.687384,-0.399777,-0.148964,0.278894,0.134636,0.46899,-0.710587,0.733462,1.030569,-0.93621,-0.191999,0.767771,-0.869806,-0.274435,-0.48376,0.611995,-0.301741,-0.738949,-0.611102,0.683152
measure,0.083255,-0.696188,-0.140325,-0.176046,0.11375,-0.340991,0.023022,0.002805,1.047926,-0.125257,0.713151,0.880252,-0.463839,-0.308218,-0.03182,-1.629807,1.636911,0.206299,1.464682,1.038228,0.155806,-0.266684,-0.323095,0.897642,1.127372,0.095988,-0.161766,-0.146717
