word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
polynomial,1.418157,-1.756062,0.208559,1.519871,-0.811046,-0.111862,-1.273111,0.809451,1.72479,0.441934,1.604258,-0.299391,0.609158,1.021207,-0.676969,-0.689636,-0.899489,-1.103685,1.24509,-1.678047,0.302056,-0.367542,-1.861133,0.085085,-0.339905,-0.195064,0.244937,0.734268,1.926326,0.254854,0.664589,1.331665,0.509332,-1.088129,0.652844,-0.65614,-1.252661,-0.159262,-0.928672,0.530642,0.580724
algorithm,-0.320361,-1.431062,0.357538,1.779558,0.045412,0.356576,-1.242516,0.27654,1.1347,0.354342,-0.238159,-0.635347,0.315365,-0.482524,-0.890804,-0.751132,-0.173313,-0.991408,0.48467,-1.339419,1.400454,-0.749558,-1.957295,-0.047017,0.224722,0.987652,0.071961,1.705352,1.22911,0.123983,0.400907,1.789096,0.42317,-0.954691,0.285238,-0.292737,-0.887534,-0.73132,-0.158794,0.660923,-0.536573
mathematician,0.030693,-1.259106,1.516082,0.147827,0.118575,-0.556165,-1.187139,-0.903536,2.325512,0.219407,-0.683643,0.532606,0.16391,0.739794,0.07958,1.181439,-0.743482,-0.127112,-0.138611,-0.381839,1.45627,-1.33239,0.169625,0.869075,-0.652694,-0.294845,1.119946,-1.16463,0.611575,1.121118,0.789214,-0.169688,-0.079529,0.07239,0.676482,0.694646,-0.517389,-1.333151,-1.076841,-0.997347,0.26237
definition,-0.414426,0.186755,0.269179,0.712444,0.182272,0.058661,-0.342009,0.01848,0.987164,0.433996,0.178661,-1.071039,0.041208,0.529019,-0.758776,-0.157163,-0.048478,-0.680047,-0.590256,-0.672999,-0.219881,0.570389,-0.535415,0.44273,-0.098918,-0.113694,0.322725,2.131135,1.608446,0.344172,-0.323202,0.876837,0.35662,-0.114088,-0.007003,0.07491,-0.906288,-0.35615,-1.078565,0.567528,0.374379
product,-0.458269,0.967647,0.168397,0.139574,-0.431222,-1.511405,-0.574096,-0.512743,0.660603,0.35089,-0.408947,-0.911296,0.426383,0.447994,-0.034841,-1.002388,0.195889,0.106555,0.367918,0.083801,0.8702,0.527757,-1.492538,0.660108,-0.32667,-0.30835,-0.315373,2.060302,-0.14323,0.087806,-0.555529,1.181608,-0.493006,-0.459243,-1.127621,0.144546,-0.787502,0.39004,0.663542,0.980779,0.924602
state,-0.722876,0.014601,0.646291,-0.218233,0.189671,0.05751,-0.148053,-0.266875,0.157984,0.269991,0.549647,0.604331,0.055222,-0.219292,0.035578,0.610918,-0.156636,-0.168964,-1.057053,0.593609,-0.614329,0.516127,0.453529,-0.003496,-1.226625,1.008022,-0.099182,0.998798,0.254769,1.367693,-0.506226,0.476696,-0.716706,0.272358,-0.719644,-0.391174,-1.033753,0.442242,-0.285349,-0.130929,-0.257772
sequence,-0.207682,-0.958259,-0.834101,1.013533,0.07384,0.160046,-1.29575,0.630875,0.973508,-0.044675,0.314906,-1.21531,0.259167,0.445825,-0.518038,-1.050228,-0.460327,0.070143,0.900453,-0.691229,-0.768745,-0.3254,-0.269564,0.249678,-0.766315,0.368506,-0.199019,1.640778,0.651462,0.256303,0.310961,0.933622,1.201605,-0.136506,0.139395,0.530345,-0.01307,-0.521693,0.139649,0.628604,-0.752677
distribution,-0.247492,-0.107234,-0.581078,-0.742521,0.358408,-0.916325,-0.066513,0.051971,0.292377,0.447164,0.083245,-0.438912,-0.404447,0.647711,-1.167444,-0.829071,-0.413781,-1.412111,0.116605,-0.170976,0.354725,0.787589,-1.139732,-0.661028,0.22941,-0.510644,0.626107,2.233813,0.679254,0.902217,-0.375751,1.115198,-0.007613,-0.686389,-0.260203,0.094333,-0.127747,0.74347,0.73886,0.035731,-0.204256
variable,-0.380835,-0.420117,-0.371615,0.704878,0.419548,-0.26329,-1.155425,0.213732,0.792465,0.008197,0.092316,-0.976013,-0.303041,0.385745,-0.569148,-1.638441,-0.593475,-1.547636,-0.146194,-1.19862,-0.503707,0.090855,-0.88217,-0.333482,0.159785,-1.093503,-0.080615,2.344929,1.341921,0.198421,0.82745,0.428961,0.572349,-0.86392,0.016494,-0.359952,-0.470638,-0.075471,0.033506,0.69092,0.44773
solution,-0.230649,-0.120509,1.281758,0.433604,-0.056859,-0.879063,-0.462911,-0.437376,0.748486,-0.28042,-0.30228,-1.101723,-0.521555,-0.102921,-0.06948,-0.886766,0.043523,-0.452329,-0.002069,-0.507819,0.616043,0.722854,-1.021243,0.339753,-0.312348,0.07945,-0.564732,1.588134,0.315899,0.346487,-0.613172,1.219132,0.436636,-0.304107,-0.233661,0.146206,-1.053032,0.041205,0.111754,0.791979,1.067049
