word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
map,-0.7929,-0.333,-0.106118,-0.334121,-0.351172,0.141469,-0.230825,0.101481,0.163156,0.280624,-0.146704,0.389343,-0.616333,-0.666767,1.176732,-1.002394,1.262201,-0.857493,0.573009,-1.570638,1.139808,-0.127587,-1.197667,-0.43453,0.074786,0.996601,-0.175836,0.539158,-0.790087,0.604894,0.821797,-0.396155,0.425266,0.276079,-0.169888,-0.199948,0.869566
class,0.028712,-0.218712,0.36855,0.235731,-0.341096,-0.369601,0.161735,0.495852,-0.728414,0.498615,0.85727,0.397052,-0.961173,-0.540266,-0.737306,-1.189872,0.337096,0.223291,-0.597582,-0.907123,-0.397816,-0.454786,0.61689,-0.13834,0.336867,-0.866127,0.003026,-0.445103,0.562634,-0.473359,0.051425,-0.305529,0.427349,-0.857525,0.560195,0.277462,0.50459
integer,0.507421,-0.74563,0.088868,-1.081721,-0.459455,-0.611908,0.605469,1.192347,0.238457,-0.357035,0.519587,-0.305102,-0.926713,0.114601,-1.213755,0.284494,-0.627022,-1.063063,1.092985,-1.157737,0.301799,0.333714,-3.097396,-1.257674,0.650592,0.881472,0.982698,-1.113348,0.79635,-0.519296,1.175007,-0.337893,0.225241,-0.390302,0.591561,1.568594,0.183517
mean,0.690228,-0.012893,-0.351712,0.189696,-0.279143,-0.541458,0.282984,0.050674,-0.552875,0.327396,-0.304358,-0.308448,-1.99436,-0.970386,-0.027781,0.517062,0.305557,-0.176796,0.812586,-0.996479,-0.448406,-0.747037,-0.121326,0.02641,0.651769,-0.317584,0.341149,0.031931,-0.023465,-0.414243,0.638266,-0.006166,-0.336446,0.317293,-0.596111,0.491584,-0.01228
proof,0.514088,0.208345,0.859976,-1.41348,-0.465076,0.633026,0.28612,0.046917,-0.285466,0.448704,-0.266848,-0.519998,-1.594013,0.201911,-0.143654,0.427681,-0.159993,0.129673,0.321446,-0.528372,0.332649,0.514265,-0.744836,-0.049578,0.060555,-0.17215,0.348979,0.350507,0.318586,-0.188395,0.715087,-0.071968,0.232106,0.023112,-0.910732,0.359138,-0.152391
three,0.076421,-0.847433,0.484355,0.602121,-0.025656,-0.392569,-0.369976,-0.106915,-0.448151,0.407541,-0.180828,-0.09615,-0.822768,-1.253888,-0.483189,-0.700826,0.010474,0.66442,0.122569,-0.998784,-0.036879,-0.075119,0.805372,0.221067,-0.200351,0.502096,0.42197,-0.610306,0.267901,-0.329604,0.178983,-0.01821,0.11688,0.168614,0.309316,-0.084446,0.350707
dimensional,-0.637903,-0.422938,0.397141,-0.089744,-0.689299,0.351996,-0.10125,-0.528714,0.088853,-0.29863,0.700002,-0.559137,-1.900654,-0.557758,-0.620764,0.955501,0.713117,-0.131735,-0.576025,-0.690965,0.747679,0.760469,-2.916355,-0.12761,-0.516188,0.592608,0.277054,0.329137,-0.182419,-1.39859,0.293912,-0.841961,0.463337,0.17232,-0.168311,0.722549,0.776784
zero,0.462028,-0.047235,0.026626,0.595563,-0.291498,-0.039521,0.364332,0.495904,-0.300916,0.645593,0.576653,-0.317236,-1.453035,-1.237948,-0.51661,0.271409,-0.367908,-0.454738,0.098317,-0.224377,0.734318,0.496023,-1.865904,-0.143015,-0.474967,-0.027308,0.46037,0.07659,0.003635,-0.301328,0.085598,-0.161539,0.263492,-0.429927,0.065478,0.448777,-0.722469
algebraic,-0.253383,-0.10539,0.059742,-1.316564,-0.65854,0.141327,0.114255,0.994664,-0.021786,-0.31969,0.992039,-0.698732,-0.704548,1.246212,-0.353083,1.176409,0.768134,-1.164306,-0.828272,-0.799633,0.22117,0.397915,-2.060869,-1.400299,-0.31629,0.538401,0.748775,-0.39854,0.196995,-1.693272,0.04093,-1.250229,0.720351,0.442337,-0.300654,0.958441,1.061395
formula,0.378735,0.498001,0.658978,0.660229,-0.226479,-0.160907,1.034355,0.596275,-1.01086,1.083693,0.459137,-0.004985,-1.274105,-0.358943,-0.905396,0.997084,-0.82026,0.077628,-1.01463,-0.672432,0.378606,-0.044698,-0.445475,-1.312718,-0.575261,-0.235807,0.349488,-0.365746,1.126854,0.118231,-0.108103,-0.485109,0.327231,1.185518,0.474714,0.321104,0.348431
ring,0.842549,-0.828122,0.264117,0.963182,-0.295182,-0.234228,0.347047,-0.523952,-0.042842,-0.264789,-0.314377,-0.785699,-0.976454,-1.23101,-0.490801,0.476541,0.358344,0.524306,-0.278504,-0.446269,0.472256,0.032359,-0.751667,0.240973,-0.476797,0.765424,0.26604,-0.480255,0.148909,-0.573108,0.178739,-0.318,-0.546169,0.175692,-0.118454,-0.371837,0.424248
edge,-0.532109,-0.400328,-0.351251,0.687619,-0.756567,-0.546837,-0.494943,-0.09787,-0.480442,-1.18312,-0.114813,-0.611951,-0.925025,-1.511166,0.190252,-0.288101,0.777181,-0.031016,0.422163,-0.422782,0.854346,0.06652,-0.399288,0.597915,-0.488363,0.981429,-0.289169,-0.09515,-0.093704,-0.696516,0.008584,-0.172293,-0.698304,0.654438,-0.17014,0.154828,0.202324
sum,0.041358,-0.432578,-0.316325,-0.974146,0.482224,-0.450469,0.321921,-0.050164,-0.962517,0.912385,0.36463,-0.371391,-0.73625,-0.607996,-0.462927,0.299821,-0.727435,-0.35414,0.352569,-0.943227,0.379459,0.438918,-1.176563,-0.507365,1.067931,-0.266917,0.970661,-0.177014,0.770424,-0.25216,0.052304,-0.025281,0.174426,0.532287,-1.114147,0.747172,-0.818652
