word,1,2,3,4,5,6,7,8,9,10,11,12,13
basis,-0.56976,-0.819987,0.332071,-0.135523,-0.078379,-0.54546,0.786863,1.734068,0.690551,-0.230437,1.138145,0.443495,0.340431
natural,-0.63078,-1.234455,0.893493,0.839088,-1.119373,-1.625092,0.785185,0.641971,-0.38334,-0.154842,0.796918,-1.108869,0.370612
power,0.578721,-0.302899,0.048421,-0.706293,0.563031,-0.823299,0.415657,1.542009,0.168087,-0.341295,1.728813,0.050477,-0.393657
area,0.529582,-2.475583,0.976444,-0.876899,-0.589911,-0.894772,0.529056,1.758814,-0.951154,0.453182,0.295588,-1.327162,0.14555
open,1.083212,-0.78063,-0.818034,-0.894451,-0.04003,-0.742908,1.243842,0.952446,-0.618677,0.139886,0.432731,-0.720997,0.25541
solve,-1.1885,0.780627,0.367544,0.094602,0.910433,-0.674504,0.649071,0.785196,0.620707,-0.71531,1.480679,0.198129,0.648731
pair,0.483383,1.015748,0.528238,-1.203663,-0.482181,-0.89297,0.913033,0.305046,-0.475989,1.09126,1.119282,0.760007,0.418931
hold,0.644575,-1.467065,-0.801679,-1.051119,0.132009,-0.132142,1.07189,0.574971,-0.067688,-0.103752,0.951125,0.279974,-0.114303
limit,0.179184,-0.534382,0.491907,-0.391909,0.07439,-1.410683,0.642679,1.758741,0.077235,-0.693266,0.567181,-0.027325,0.068401
special,1.042085,-0.217843,-0.637561,-0.83288,-0.088474,-0.736806,0.427323,0.775938,0.50372,-0.786473,1.098277,-0.3866,0.62258
generate,-0.578758,0.775303,0.461326,0.243045,-0.113249,-2.098477,0.404559,2.284227,0.224192,-0.540568,1.156425,-0.076135,0.043725
coefficient,-1.852458,1.327328,1.09215,0.99083,-0.504957,-1.157855,1.37123,1.484569,0.694788,0.656398,-0.356209,2.024035,-0.102432
standard,-0.074936,0.531422,-0.502669,-0.498954,-0.567358,-0.735391,1.089773,2.523468,0.2701,-0.813143,0.799088,0.047987,0.386487
identity,-1.288374,-0.83204,-0.366147,-0.0986,-0.027701,-0.494962,0.036716,-0.048002,0.965747,-0.710808,1.85962,-0.135994,0.679266
four,1.243042,-0.586216,-0.286758,-0.970871,-0.241093,-0.628913,1.022969,0.978599,-0.522951,0.798778,1.061214,0.473813,0.393192
rule,-0.581318,-1.315508,-0.250192,-0.840361,0.192714,0.37573,0.530795,0.921729,0.438039,-0.330436,1.80651,1.241526,-0.223403
topological,-2.427755,2.029493,1.316868,1.221088,0.232249,0.331632,0.908812,1.061261,0.388994,0.460646,-0.156582,0.0255,1.058433
computer,0.420382,1.348867,-0.654675,-0.052965,-0.107226,-0.466191,0.827594,1.60606,1.152005,-1.796986,0.755289,-0.926988,1.413355
derivative,-0.968947,1.485545,0.861848,0.240737,-1.2118,-0.753443,0.534476,1.360266,0.148185,-0.791554,0.605705,0.460779,-0.490136
symmetry,-2.046659,1.735286,0.854333,0.89629,-0.287769,-0.23935,1.244369,0.903585,0.282103,1.203455,0.538731,0.596151,0.655471
compact,-0.18969,1.371994,-0.06014,-0.104763,-0.387099,-0.983862,0.387992,1.711965,-0.25534,0.360221,0.048851,-0.456688,0.130302
factor,-1.073617,0.012811,1.33436,-0.065739,-0.439486,-1.96633,0.696344,1.194591,1.205561,-0.523999,1.128978,0.634786,0.415816
family,0.829057,-1.808468,0.59344,-0.336861,-1.231332,-0.049984,-0.146,-0.357677,-0.929313,-0.524556,1.270195,0.40881,0.38732
transform,-0.754659,0.380169,0.239478,0.093897,0.103608,-0.524725,0.447823,0.514898,-0.058893,0.073187,1.315464,-0.802303,0.144028
convex,-2.444519,1.15011,1.053916,-0.658444,-0.169216,-0.704485,1.165092,0.750656,-1.290849,2.095429,-0.570037,0.730125,1.296917
domain,-0.848171,0.612535,0.957449,-0.198692,-0.951718,0.596641,0.553559,1.700256,0.452368,-0.575894,1.233174,-0.121137,0.103368
subgroup,-1.694093,-0.031261,1.393144,-0.228867,-1.316769,0.490673,-0.303688,0.566478,0.603907,1.122158,-0.555293,-0.114845,0.459713
construct,0.092038,-0.761686,0.297572,0.113668,-0.023476,0.010965,1.057905,1.786136,-1.712015,0.12932,0.867376,-0.924844,0.30247
axiom,-2.053381,1.384085,-0.184517,0.892474,0.415477,0.404234,0.0755,0.777273,0.56834,-0.163043,-0.257374,0.805301,0.420408
construction,0.592325,-0.993027,0.107995,-0.047021,0.116573,-0.184619,1.087385,2.099968,-1.072445,-0.34736,0.506942,-0.929365,-0.538339
therefore,-1.230452,-0.364337,0.897184,-0.547665,-0.13112,-0.801662,0.735438,1.332305,-0.077843,-0.187576,2.153415,0.821929,-0.407704
compute,-1.045968,1.613599,0.151033,0.318688,-0.341982,-0.441851,0.745317,2.205863,1.013588,-0.839884,0.266042,0.005402,1.545493
normal,-0.602823,0.162566,1.080562,-0.730253,-0.342731,-1.520339,0.749201,1.133231,0.102569,0.255544,0.823668,0.233166,0.414034
distance,-0.02967,-0.365027,0.377247,-0.358484,-0.139917,-0.992867,0.725992,1.584406,0.122722,1.353515,0.445921,0.256073,0.182999
notation,-1.798051,1.679549,-0.343686,0.666319,-1.08144,0.548507,0.936395,1.250894,-0.025311,0.398937,0.812498,0.866633,1.0625
parameter,-1.576169,1.60026,1.186464,0.989202,-0.230543,-1.20663,0.772433,2.450532,0.651477,-0.00871,0.943098,1.065918,0.707404
euclidean,-2.333296,1.707011,0.620025,0.937948,0.365405,0.552411,0.800866,1.452081,-0.261642,1.072988,-0.337078,0.729706,1.295719
symmetric,-2.158016,1.917446,0.705613,0.416407,0.082584,-0.199827,0.840648,1.558741,-0.006522,1.039286,-0.009676,0.765541,0.612655
metric,-1.338196,0.891777,0.134633,0.819267,-0.336374,-1.059818,0.25078,2.11464,0.033294,-0.395738,-0.300302,0.760402,-0.019142
test,0.393553,0.546841,0.959761,-0.508914,0.424275,-1.16479,1.088874,1.428049,0.91879,-0.625907,0.83696,0.733082,0.463703
bundle,-0.68008,1.991573,0.040358,-0.783706,-0.482651,-0.577905,-0.204872,1.288462,-0.676253,-0.296995,0.524796,0.038219,0.601919
center,0.907232,-1.459385,-0.251848,-0.321898,-0.490884,-1.003902,0.848516,0.965993,0.65795,-0.015472,-0.575249,-0.678223,0.988954
symbol,-1.323971,0.097168,-0.475738,-0.408503,-1.07554,0.149504,0.056101,0.990529,-0.154125,0.809725,1.287137,-0.47078,0.500566
projective,-2.426398,2.053771,0.605341,1.22453,0.387826,0.246679,0.084169,0.905691,-0.270818,0.727043,-0.502033,0.520363,1.126137
sphere,-1.394486,0.485098,0.262137,0.493356,-0.026671,-0.294132,0.591691,0.858325,0.305105,0.857987,0.975893,-0.731919,0.084648
interval,-1.122718,0.670554,0.395953,0.0578,0.048094,-0.979577,0.638787,1.731399,-0.162551,1.159102,0.569916,1.226126,0.258043
single,1.380456,0.90475,-0.652664,-0.994799,-0.666158,-1.649255,0.273496,0.552434,-0.062652,0.693909,1.254421,0.692094,0.702425
geometric,-2.365854,1.402394,-0.22357,1.029862,-0.814254,-0.163044,1.442328,1.158564,-1.109221,1.100226,0.505586,-0.62623,1.085092
