word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
computer,0.580209,-0.472479,1.124231,-0.029721,0.04647,0.042367,-1.25363,0.340022,-0.224367,-1.025489,-0.348959,-1.367563,-0.177309,1.044562,0.704439,-1.456476,2.353093
derivative,0.652421,-0.681387,-0.490374,0.044184,-0.109083,-1.064574,-1.00316,0.917111,-0.292618,0.169502,-1.448663,-2.065455,0.505061,-0.633352,-0.077879,0.167756,0.569458
symmetry,0.760983,-0.196694,1.179734,-0.727621,0.693814,-1.903531,0.340554,1.291185,0.771994,-0.000825,-1.482826,-0.712834,-0.536597,-1.269064,-1.079116,0.276772,0.860695
compact,0.52978,-0.933063,-0.724336,0.215304,0.816756,-0.614429,-0.830019,-0.030758,0.665927,-0.129925,-0.679342,-0.999371,0.213588,-0.411464,-0.107065,-0.484471,1.178926
factor,2.200067,-0.651361,-0.183595,-0.414614,-0.896651,-1.236583,-0.584363,1.21491,-0.524124,-0.023232,-0.53794,-1.019895,-0.135032,0.680232,-0.974779,-0.293078,0.2517
family,0.531231,0.481356,-0.113129,0.725584,-0.363965,0.465155,0.281406,-0.920198,-0.659294,0.825223,0.613222,-0.558471,1.139657,1.504264,-0.700535,1.302018,0.063428
transform,0.636948,0.195354,0.02992,-0.704164,0.295631,-1.024994,-0.138399,0.053399,-0.38811,-0.444121,0.243159,-0.329524,-0.078298,-0.270969,-0.4965,0.349158,1.478321
convex,1.177391,-1.370136,1.053555,0.390997,0.733926,-1.338354,-0.303416,0.316339,1.938448,1.1838,-0.753478,-0.40649,0.049374,-2.267665,-2.17019,-0.108399,0.379843
domain,0.331675,-0.201033,-0.135709,-0.910087,0.211483,-1.322262,0.301663,0.73725,-1.004026,0.887018,-0.870981,-1.52903,0.688782,0.172612,-0.222949,-0.385462,1.326104
subgroup,0.111363,0.164546,0.668618,-0.494936,0.569269,-1.562947,-0.363701,1.245431,0.152689,1.281184,-0.723576,-0.226959,1.517462,-0.573945,-1.006458,-0.580353,-0.426366
construct,0.455796,-0.223038,-0.500511,-0.095282,1.246139,0.036124,0.236512,-1.018402,-0.531264,0.718937,-0.172181,-0.616336,-0.341196,0.28507,-1.537203,0.12761,2.025458
axiom,-0.019942,0.091901,1.1708,-1.152801,-0.45936,-0.856311,-0.272375,0.46822,0.686961,-0.027952,-1.546265,-0.680028,-1.167325,-1.199958,0.207574,-0.79955,0.179957
construction,0.102196,-0.349574,-1.248424,-0.155581,0.788719,0.430482,0.218634,-0.744283,-0.733547,0.253952,-0.277539,-0.444014,-0.404678,0.880842,-1.531599,-0.053189,1.92935
