word,1,2,3,4,5,6
partition,1.544662,-0.635027,0.167718,0.743574,-0.422666,-1.310895
exponential,0.647428,-0.255946,-0.652473,1.257351,-2.660481,-1.089014
range,-0.791434,-0.423689,0.232247,2.150485,0.433576,-1.75253
subspace,1.103251,-0.447928,-1.127139,0.606266,-2.55914,-1.528406
support,-0.322822,-0.649916,1.399538,2.036136,0.362274,0.227542
diagonal,-0.232734,-0.688478,-0.949755,0.308995,-1.299472,-2.475974
computation,0.634545,0.367207,-0.3463,1.949279,-2.514854,0.158144
curvature,0.53039,-0.135232,-0.61698,0.543049,-2.416772,-1.882766
flow,-0.515904,0.304941,0.004364,1.821742,-0.295255,-2.202148
analytic,0.723481,0.618235,-0.036691,2.036846,-2.171802,1.052631
chain,-1.057557,0.100649,0.163013,1.382319,-0.508143,-1.097006
cohomology,1.026011,0.992071,-1.379953,0.397888,-3.026044,-1.05224
trivial,0.532314,-0.516959,0.120473,0.595503,-2.710677,-0.955536
converge,0.305952,-0.569197,-0.499627,0.77366,-1.273854,-1.513275
lemma,0.894217,0.626058,-0.965219,-0.315471,-2.56993,-0.662277
origin,0.479784,-0.069273,1.726827,0.570858,0.439864,-0.7585
convergence,0.995278,-0.136661,-0.343535,1.318211,-1.423264,-0.525855
division,-0.378728,-0.486786,0.005004,1.743881,2.29061,0.474599
union,0.349954,0.130335,1.15447,1.630694,1.987047,0.774015
empty,-1.068734,-0.492106,0.325258,0.43537,-0.304976,-1.924585
computational,0.783983,1.125305,-0.153598,2.294742,-2.229101,0.994263
functor,1.369779,-0.236947,-1.02129,-0.28154,-2.529815,-1.580206
fraction,0.628641,-0.746937,-0.322003,1.301577,-1.347273,-1.396563
source,0.099919,0.136843,0.954324,1.181964,0.690038,-0.179526
eigenvalue,1.384781,-1.139065,-0.780338,0.49141,-2.669072,-1.244075
translation,0.934049,0.052625,1.225933,-0.200644,-0.171919,0.395022
hypothesis,0.948718,0.736828,1.053681,1.141093,-2.063911,-0.768314
scalar,0.752029,-0.268805,-0.864331,1.165166,-2.898909,-1.215323
coxeter,0.089783,1.514976,-2.462921,-0.156141,-1.499201,-0.533585
third,-1.363557,-0.746944,0.934131,0.72703,1.27583,-0.032616
Fourier,1.215807,0.538215,-0.828899,0.59491,-2.478127,-0.685003
bit,-1.633913,-1.457406,0.02814,0.94171,-1.746718,-0.680954
exact,0.401605,-0.136059,1.042186,1.149751,-0.918221,-1.200151
elementary,-0.512005,1.654832,-0.721506,0.452095,0.787437,0.269499
maximal,0.901313,-0.687749,-0.853952,0.902352,-2.238039,-1.344623
radius,-0.216946,-0.886523,-1.089165,1.287603,-1.065062,-2.147076
homomorphism,1.493004,-0.367591,-1.13787,0.505907,-2.335649,-1.505547
identify,0.140981,0.252097,1.468607,1.472229,-0.371633,-0.695845
distinct,0.474899,-0.112178,1.203099,1.321634,-0.780387,-2.126747
minimum,-0.046746,-1.016049,-0.305253,2.680536,-0.276685,-0.834486
development,-0.232974,0.151612,1.038339,2.735873,0.265302,0.361746
ordinal,1.481914,-0.846322,-0.867834,0.034476,-2.344712,-1.069571
homotopy,1.044243,0.899893,-1.251789,0.542176,-2.839217,-1.252657
elliptic,0.125649,0.602251,-1.357962,0.104972,-2.128595,-2.119496
mapping,0.583493,0.324906,-0.663369,2.174692,-1.530114,-0.339381
alternative,-0.507096,-0.168561,1.058013,1.935048,-0.6522,-0.075672
rate,-0.531441,-0.866673,0.213677,2.692628,-0.208496,-0.893874
character,-2.009243,-0.437224,2.443655,-0.426282,-0.889083,-0.044
central,0.054071,-0.079185,0.763973,1.633076,1.965323,-0.752438
irreducible,1.161296,-0.565097,-0.965764,0.337829,-2.891602,-1.375615
principal,-0.230226,0.994742,0.968512,0.502762,0.717941,0.554145
count,0.20761,-0.212419,1.086865,-0.449107,0.857992,-0.58091
finitely,1.067934,-0.393208,-0.949738,0.723954,-2.805211,-1.354737
kernel,-0.106197,-0.863152,-0.948664,1.386777,-2.199241,-0.563906
infinity,-0.854354,-0.961114,-0.209085,0.179198,-1.695613,-0.23926
calculation,0.293022,-0.3071,-0.157002,2.069757,-1.831645,-0.696312
draw,-1.295497,-0.511513,1.360453,0.239598,0.58341,0.126981
divisor,1.040627,-0.751696,-1.324013,0.515062,-2.135496,-1.281136
pattern,-0.402742,0.18596,0.741738,1.463605,-1.226156,-2.029859
average,-1.144535,-1.201024,-0.902641,1.97009,0.962988,-0.898274
knot,-0.738675,-0.203351,-0.974632,-0.038827,-0.862066,-1.851883
assumption,1.248083,0.348798,1.270572,1.109064,-1.314195,-0.524828
expansion,-0.052736,-0.254354,0.354045,2.014876,0.350556,-0.855585
frequency,-0.409218,-0.790744,-0.556657,2.312029,-1.287294,-1.187749
dynamic,-0.417561,0.312525,0.111835,2.105322,-1.836012,-0.053238
canonical,1.534311,-0.034852,0.529441,0.420905,-1.707072,-0.613984
minimal,-0.078875,-0.230197,0.466212,1.710706,-1.451766,-1.167967
segment,-1.302352,-0.60312,0.009507,0.848697,-0.290349,-1.0096
sheaf,0.768903,0.461383,-1.379046,-0.202118,-2.435527,-1.235569
approximate,1.097201,-0.303387,-0.027761,0.653661,-0.426589,-1.492179
combination,-0.879783,-0.1625,0.560633,1.546671,-0.924057,-1.203951
relative,0.222666,-0.047697,1.40241,0.945223,-0.602072,-1.32162
programming,-1.54601,-0.551155,0.098166,1.616934,-1.296866,1.496797
optimization,0.343003,0.027919,-0.633113,2.157949,-2.645561,0.249318
variation,-0.255753,-0.394087,0.348044,0.608081,-0.850321,-1.141052
frame,-1.314501,0.203653,0.231441,0.996728,-0.623778,-1.724975
variance,0.975595,-0.476118,-0.293811,1.45407,-2.644455,-0.826309
branch,0.225397,0.559272,0.358003,1.272951,1.427944,-0.956
boolean,1.16015,-0.545709,-0.606603,0.774267,-2.66444,-0.615921
harmonic,-0.129342,-0.131602,-0.286231,0.590511,-2.513581,-1.012353
optimal,0.324831,-0.27447,-0.292495,2.350843,-2.167126,-0.756687
ordinary,0.17923,-0.046849,1.26713,0.744101,-0.656759,-0.765232
polyhedron,0.298545,0.218014,-1.474169,-0.671104,-2.35147,-1.935069
