word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
state,-0.229454,0.41704,-0.678662,-0.558306,-0.387409,-0.341055,-0.762692,-0.402352,1.138616,0.078054,-1.110867,-0.860749,0.612803,-0.755705,0.345142,1.208183,-0.328286,0.125868,-0.017553,0.142217,-0.671184,0.13754,0.140716,-0.312826,0.056752,-0.322117,-0.210641,0.710934,0.461541,0.266178,0.192239,-0.96988,0.376832,-0.047546,-0.077444,-1.306854,-0.16036,0.233587,0.741694
sequence,0.258296,0.729724,-0.707451,-0.084987,0.034059,-0.525802,-0.013309,-0.123947,0.851097,-0.248254,0.794137,0.278756,-0.640136,2.427797,-0.129175,0.641738,0.114243,1.452841,0.427608,0.817682,0.41784,0.580654,0.711512,0.332798,-0.250019,-0.139312,0.591116,0.292885,0.252533,-0.582431,-0.945357,-0.784106,0.373282,-1.016777,-0.877021,0.252593,0.405469,-0.174559,-0.30511
distribution,0.605828,0.368544,-0.713823,0.278321,0.496097,-0.949925,-0.257558,-0.247337,1.079963,-0.840224,0.113605,-0.389951,0.136449,0.420789,-1.189718,-0.526716,0.916368,1.009041,0.045264,0.081812,-0.755497,0.810358,-0.513573,0.276979,-0.337223,-0.194215,-0.591702,1.542262,0.027268,0.302007,0.448104,-0.257836,1.359948,-0.330785,-0.773341,0.170586,-0.146615,-1.359931,-0.4959
variable,0.081447,0.746234,-0.7893,0.19316,0.263587,-0.578335,-0.207543,0.219989,1.23346,0.076163,0.430132,-0.165186,-0.470638,1.767024,-0.391146,-0.487967,0.827446,1.025552,0.446375,0.414389,-0.939474,1.344764,-0.089014,-0.031561,0.166948,-0.037069,-0.446221,0.974198,0.705128,-1.137374,1.007763,-0.313225,0.504151,-0.673246,-1.741177,0.975659,0.448673,-0.574826,-1.066207
solution,0.253848,0.350403,-0.666579,-0.092257,-0.070178,-0.643844,-0.665613,-0.513126,0.359297,-0.021548,1.106188,-0.835004,0.350053,0.949476,-0.408181,0.073187,0.254022,0.910737,1.788503,-0.281798,-0.453317,0.614485,-0.248002,-1.15714,0.789491,-0.104158,-0.567112,1.479161,0.895004,0.106861,0.673488,0.21494,0.221083,-0.051284,-0.055237,0.094462,0.204509,-0.260655,-0.274655
square,1.209659,0.983721,0.57995,-0.009823,-0.284958,-0.637931,-0.071741,0.469384,-0.028168,0.010593,-0.716213,-0.367874,-0.561957,-0.233706,0.055928,-0.860194,0.304757,0.549914,0.355402,-0.273829,0.130321,-0.182438,-0.339272,-0.013474,-0.252693,0.64514,0.269906,-0.412125,0.170857,0.010314,-0.377515,-0.371634,-0.104232,-0.270064,-0.940261,-2.589929,1.116517,-0.079082,-0.170121
map,0.588871,1.105398,0.614858,-1.260885,-0.130006,0.640773,0.02724,-0.148441,0.094796,-0.264637,-0.449875,-0.610853,-0.252484,1.03717,-0.51438,-0.222047,0.011551,1.029681,-0.333429,0.656006,0.889176,0.949396,-0.37615,0.123524,-0.55258,-0.15377,-0.413304,1.831524,0.458902,0.278579,-0.080199,-0.715486,0.622212,0.051356,-0.33621,-0.632799,0.534915,-0.797582,0.124497
class,-0.297151,-0.254104,-0.728364,1.291331,0.511288,-0.326392,-1.047299,0.467855,0.738786,0.913881,-0.646323,0.231801,-0.338223,0.061077,0.145308,0.273608,-0.557343,1.061587,-0.123007,0.625995,-0.124811,0.953094,-0.669169,0.235743,0.334055,0.732376,-0.225917,-0.160336,0.567362,-0.523617,0.223564,-0.312597,-0.133588,0.069947,-0.339774,-0.688876,-0.033843,0.519604,0.317121
integer,0.121418,1.070348,-0.267626,0.631073,0.281681,-1.383496,0.420955,-0.335149,0.568016,0.103015,0.300727,0.360826,-1.717681,1.643722,0.312435,-0.191006,0.318016,-0.330448,1.317461,0.772297,0.378673,0.441879,1.010831,-0.146615,-0.008264,0.136559,-0.559121,0.483875,1.284969,-0.634556,1.230418,-2.035789,0.655626,-0.567138,-1.812143,0.472317,1.435914,-0.84661,-0.593861
mean,-0.397288,-0.100333,-0.713093,0.444426,0.17334,-0.107826,0.173739,0.944871,0.988699,-0.507944,0.528514,-0.633824,0.70313,0.316293,0.058087,0.30263,0.171311,0.717728,-0.001776,0.02548,0.313152,-0.126949,0.090718,-0.304455,0.341933,0.162408,-0.284177,1.510844,0.148524,-0.522189,0.575562,-0.19761,-0.111507,-0.71581,-1.356428,-0.460626,0.221451,0.145068,-0.101161
